5-a	cont_a	5-b	cont_b	5-c	cont_c	5-d	cont_d	5-e	cont_e	5-f	cont_f	5-g	cont_g	5-h	cont_h	5-i	cont_i
コノ	0.006816511	るし	0.007635148	なむ	0.006736762	へる	0.006174669	たれ	0.005494807	ほみ	0.006224502	きよ	0.00540287	ぬれ	0.006299398	コゑ	0.005033843
りし	0.006816511	ひも	0.007006094	みて	0.00650736	るト	0.006174669	むト	0.005494807	ねに	0.006146793	コソ	0.00540287	たヘ	0.005827533	ノも	0.005033843
らし	0.006507022	きも	0.006927462	あふ	0.006354426	さら	0.006094582	らメ	0.005259651	すぎ	0.005913665	ふケ	0.00540287	わか	0.005827533	かに	0.004952782
きか	0.006274904	ほり	0.006691567	いか	0.006201491	なは	0.006094582	はた	0.005102881	ふな	0.005680538	よは	0.005168302	ゆる	0.005748889	さケ	0.004871722
はふ	0.006120159	ゆく	0.006691567	いノ	0.006048557	まだ	0.005774236	てし	0.00494611	しほ	0.005525119	につ	0.005011924	はぬ	0.005355668	きき	0.004790662
のに	0.005888042	やし	0.006612935	はあ	0.005819155	れる	0.005774236	はは	0.00494611	ノさ	0.005525119	みは	0.005011924	かぬ	0.00519838	うま	0.004709602
まは	0.005888042	ふら	0.00637704	もか	0.005819155	るさ	0.00569415	はつ	0.004867725	みし	0.00544741	あす	0.004933735	ロは	0.005119736	ノま	0.004709602
れに	0.005888042	みま	0.005905249	きて	0.005742688	なを	0.005373804	ふみ	0.004867725	つみ	0.005291992	ケて	0.004933735	ロノ	0.004962447	かゲ	0.004628541
ギノ	0.005578552	にか	0.005826617	ただ	0.005666221	らさ	0.005213631	りト	0.004867725	つノ	0.005214283	たむ	0.004855546	うち	0.004883803	きト	0.004628541
しか	0.005578552	せば	0.005747985	くノ	0.005513286	もち	0.004973371	しト	0.00478934	もも	0.005214283	ぬば	0.004620978	ヘば	0.004805159	まト	0.004547481
かま	0.005423807	ばか	0.005747985	まき	0.005360352	をり	0.004973371	しは	0.00478934	みた	0.005136574	ノが	0.004620978	れな	0.004726515	きや	0.004466421
ノふ	0.005423807	ノい	0.005040299	ミに	0.005283885	みむ	0.004893285	にま	0.00478934	らが	0.004981156	たた	0.0044646	をノ	0.004647871	ひき	0.004466421
びく	0.005346435	ちノ	0.004883035	ずは	0.005207417	ちて	0.004733112	ゆく	0.004710954	いづ	0.004903446	ひは	0.004308222	きた	0.004490582	まよ	0.004385361
きぬ	0.004804828	くや	0.004804403	ゆゑ	0.005054483	りぬ	0.004733112	ヨり	0.004710954	ぶね	0.004903446	コヨ	0.004151843	ひノ	0.004176006	かば	0.0043043
ふか	0.004804828	しけ	0.004804403	るら	0.005054483	さな	0.004653025	あを	0.004632569	たて	0.004825737	たが	0.004151843	しコ	0.004097361	ひキ	0.0043043
れノ	0.004572711	がひ	0.004411244	かく	0.004825081	みる	0.004412766	はい	0.004475799	コぎ	0.004670319	かが	0.004073654	もへ	0.004097361	くま	0.00414218
うヘ	0.004495338	くり	0.004332613	こに	0.004825081	ぐひ	0.004332679	むす	0.004475799	やこ	0.004670319	ケに	0.004073654	なれ	0.004018717	づさ	0.00414218
がね	0.004495338	さま	0.004332613	ヒつ	0.004825081	すな	0.004332679	ゲき	0.004397413	エノ	0.004437192	がま	0.003995465	かト	0.003940073	なつ	0.00414218
たを	0.004417966	くあ	0.004253981	すべ	0.004519212	ちに	0.004332679	たゆ	0.004240643	とに	0.004437192	らは	0.003995465	ゾお	0.003861429	より	0.004061119
りが	0.004263221	かミ	0.004175349	ずあ	0.004289811	ひす	0.004332679	はば	0.004162257	りす	0.004437192	くよ	0.003839087	きぬ	0.003704141	さを	0.003980059
ふき	0.004185849	つち	0.004175349	ずて	0.004289811	なさ	0.00409242	いに	0.004083872	いソ	0.004126355	つト	0.003682708	ほノ	0.003704141	ノく	0.003817939
ノつ	0.003876359	つく	0.004096717	らた	0.004136876	さメ	0.004012333	しメ	0.004005487	はに	0.004126355	よノ	0.003682708	りか	0.003704141	きか	0.003736878
ロづ	0.003798986	ぬる	0.004018085	をら	0.004136876	がか	0.003932247	たく	0.003927102	にノ	0.003737809	るつ	0.003604519	たも	0.003625496	こエ	0.003736878
づき	0.003721614	ませ	0.00378219	ヨソ	0.003983942	きた	0.003932247	にい	0.003927102	ねは	0.003737809	あケ	0.00352633	ねつ	0.003625496	にな	0.003736878
らつ	0.003721614	くを	0.003703558	たメ	0.003907475	るは	0.003932247	ノひ	0.003927102	ノり	0.003737809	てに	0.00352633	ひつ	0.003546852	かひ	0.003655818
ケぬ	0.003644242	さね	0.003624926	トき	0.003831007	いや	0.00385216	でて	0.003848716	いた	0.0036601	りた	0.00352633	たに	0.003468208	きく	0.003655818
ふも	0.003489497	をお	0.003624926	もし	0.003831007	コし	0.00385216	はり	0.003691946	かぢ	0.0036601	るき	0.00352633	だれ	0.003468208	かづ	0.003574758
りつ	0.003412124	しノ	0.003546294	ぎて	0.00375454	にせ	0.00385216	はも	0.003535175	コむ	0.0036601	より	0.003448141	トお	0.003389564	もす	0.003574758
とノ	0.003334752	ちは	0.003546294	なく	0.00375454	ベく	0.00385216	さは	0.00345679	ノお	0.0036601	おト	0.003291763	らエ	0.003389564	かさ	0.003493698
にほ	0.003334752	ふれ	0.003546294	われ	0.00375454	みつ	0.00385216	トメ	0.003378405	ぢノ	0.003582391	がて	0.003213574	でに	0.00331092	ゲに	0.003493698
ふノ	0.003334752	トし	0.003467663	いな	0.003601606	るノ	0.00385216	るひ	0.003378405	つな	0.003582391	きさ	0.003135384	ぬベ	0.00331092	ゆみ	0.003493698
ノの	0.003257379	くほ	0.003310399	ヘぬ	0.003448671	かざ	0.003691987	さり	0.00330002	ねか	0.003504682	らむ	0.003135384	みだ	0.00331092	いた	0.003412637
がし	0.003180007	りせ	0.002995872	ヒし	0.003372204	なた	0.003611901	しへ	0.003221634	りみ	0.003504682	がす	0.002979006	ろた	0.00331092	きわ	0.003412637
ぜノ	0.003180007	るも	0.002995872	ヒわ	0.003372204	うぐ	0.003451728	ぬト	0.003221634	こノ	0.003426973	さや	0.002979006	かつ	0.003232276	くみ	0.003412637
まと	0.003180007	がい	0.002759976	たみ	0.003295737	ちら	0.003451728	なゲ	0.003064864	トめ	0.003426973	ぬれ	0.002979006	もコ	0.003153631	こゆ	0.003412637
いロ	0.003102635	こま	0.002681345	たら	0.00321927	なで	0.003451728	ベき	0.003064864	なる	0.003426973	よふ	0.002979006	ひし	0.003074987	けむ	0.003331577
ぐれ	0.003102635	さし	0.002681345	ちも	0.003142803	ベし	0.003451728	みコ	0.002986479	りコ	0.003349264	くろ	0.002900817	れか	0.003074987	まゆ	0.003331577
みた	0.003102635	ずし	0.002681345	つぎ	0.003142803	れを	0.003451728	つは	0.002908093	つね	0.003271555	みに	0.002900817	かず	0.002996343	たち	0.003169456
をれ	0.003102635	ほく	0.002681345	ゑに	0.003142803	てる	0.003371641	みト	0.002908093	ノこ	0.003116136	らぬ	0.002822628	エぬ	0.002839055	はせ	0.003169456
され	0.003025262	くト	0.002602713	れば	0.003066335	りも	0.003291555	ヨに	0.002908093	けら	0.003038427	るみ	0.002822628	しお	0.002760411	づノ	0.003007336
のへ	0.003025262	はね	0.002524081	でに	0.002989868	れや	0.003291555	いひ	0.002829708	コぐ	0.003038427	みわ	0.002744439	ソメ	0.002760411	ひを	0.003007336
にお	0.00294789	びに	0.002524081	ヒむ	0.002913401	どに	0.003211468	トゴ	0.002829708	ささ	0.002883009	をは	0.002744439	はむ	0.002760411	かず	0.002926276
きし	0.002793145	あた	0.002445449	ぐさ	0.002836934	すノ	0.003131382	いヘ	0.002751323	ヨす	0.002883009	かヘ	0.00266625	がお	0.002681766	むな	0.002845215
くか	0.002793145	なな	0.002366817	たし	0.002836934	さヘ	0.003051295	たエ	0.002751323	いざ	0.0028053	ふた	0.00266625	がノ	0.002681766	まへ	0.002683095
なふ	0.002793145	かひ	0.002288186	べな	0.002760466	しつ	0.003051295	しぬ	0.002672937	しが	0.0028053	さよ	0.002588061	なほ	0.002681766	かく	0.002602035
むき	0.002793145	まト	0.002288186	みず	0.002760466	ひな	0.003051295	はか	0.002672937	しし	0.0028053	まが	0.002509871	ノね	0.002681766	かな	0.002602035
をみ	0.002793145	るい	0.002288186	エず	0.002683999	むら	0.003051295	ずト	0.002594552	こし	0.002727591	すか	0.002431682	ロを	0.002681766	あづ	0.002520974
むひ	0.002715772	いケ	0.002209554	みに	0.002683999	かど	0.002971209	たら	0.002594552	トコ	0.002727591	せに	0.002431682	しゾ	0.002524478	がつ	0.002520974
るゆ	0.002715772	がこ	0.002209554	りき	0.002683999	とり	0.002971209	れも	0.002594552	ミノ	0.002649881	はに	0.002431682	もで	0.002524478	にか	0.002520974
きあ	0.0026384	しま	0.002130922	しつ	0.002607532	うゑ	0.002891122	たは	0.002516167	きす	0.002494463	やみ	0.002431682	かや	0.002445834	れし	0.002439914
しぐ	0.0026384	ちし	0.002130922	つに	0.002607532	ても	0.002811036	れト	0.002516167	つり	0.002494463	よき	0.002431682	ドあ	0.002445834	つキ	0.002358854
にふ	0.002561028	ばく	0.002130922	なぐ	0.002531065	うち	0.002730949	した	0.002437782	ノエ	0.002494463	ヨし	0.002431682	ゐノ	0.002445834	てな	0.002358854
ふく	0.002561028	びノ	0.002130922	ノヘ	0.002531065	ちる	0.002730949	すび	0.002437782	るな	0.002494463	よを	0.002431682	ねも	0.00236719	にこ	0.002277794
ふさ	0.002561028	けく	0.001973658	びき	0.002454598	はさ	0.002730949	りに	0.002437782	をさ	0.002494463	せを	0.002275304	ふコ	0.00236719	さゆ	0.002196733
はる	0.002483655	がな	0.001895027	コだ	0.002301663	らす	0.002650863	すト	0.002359396	ノま	0.002416754	つま	0.002275304	ロか	0.00236719	づか	0.002196733
だノ	0.002406283	くば	0.001895027	ひだ	0.002301663	きを	0.00249069	もヨ	0.002359396	ひか	0.002416754	つき	0.002197115	さほ	0.002209901	まず	0.002196733
りソ	0.002406283	にす	0.001895027	つあ	0.002225196	あへ	0.002410603	ヨロ	0.002359396	へな	0.002416754	ノせ	0.002197115	はす	0.002209901	がり	0.002115673
がう	0.00232891	かメ	0.001816395	てい	0.002225196	なギ	0.002410603	るベ	0.002359396	らゆ	0.002416754	ばし	0.002197115	はら	0.002209901	すギ	0.002115673
さに	0.002251538	づみ	0.001816395	はじ	0.002225196	まづ	0.002410603	じト	0.002281011	こら	0.002261336	ヒに	0.002197115	れぬ	0.002209901	さつ	0.002034613
つば	0.002251538	ゐて	0.001816395	ちを	0.002148729	やな	0.002410603	ミな	0.002281011	なゆ	0.002261336	ちた	0.002118926	ヘて	0.002131257	ちド	0.002034613
ノゆ	0.002251538	トく	0.001737763	ノト	0.002148729	るに	0.002410603	ぬひ	0.002202626	にた	0.002261336	まそ	0.002118926	るコ	0.002131257	トド	0.002034613
ほに	0.002251538	にひ	0.001737763	ヒに	0.002148729	けれ	0.002330517	はひ	0.002202626	ほぶ	0.002261336	ゆく	0.002118926	つた	0.002052613	にゆ	0.002034613
ゆノ	0.002251538	あや	0.001659131	らば	0.002148729	なむ	0.002330517	しり	0.002124241	らば	0.002261336	ちわ	0.002040737	はお	0.002052613	るく	0.002034613
らひ	0.002251538	がメ	0.001659131	あが	0.002072262	かケ	0.00225043	つせ	0.002124241	がふ	0.002183627	きし	0.001962547	るは	0.002052613	きケ	0.001953552
きゆ	0.002174165	なも	0.001659131	ソに	0.002072262	たば	0.00225043	てか	0.002124241	つく	0.002183627	ノわ	0.001962547	ちか	0.001973969	きを	0.001953552
して	0.002174165	やに	0.001659131	てみ	0.002072262	ざし	0.002170344	をに	0.002124241	はて	0.002183627	みむ	0.001962547	ノき	0.001895325	ぐら	0.001953552
だも	0.002174165	れば	0.001659131	にや	0.002072262	メは	0.002090257	かふ	0.002045855	やひ	0.002183627	をま	0.001962547	ヨド	0.001895325	まぢ	0.001953552
なヘ	0.002174165	にこ	0.001580499	はこ	0.002072262	もい	0.002090257	ゲく	0.002045855	ゆメ	0.002183627	ちが	0.001884358	すそ	0.001738036	むさ	0.001953552
きづ	0.002096793	メを	0.001580499	ヒを	0.002072262	あそ	0.002010171	つロ	0.002045855	しふ	0.002105918	ねば	0.001884358	をや	0.001738036	よぶ	0.001953552
ふれ	0.002096793	コノ	0.001501868	エコ	0.001995794	いと	0.002010171	むヨ	0.002045855	なと	0.002105918	をな	0.001884358	ケド	0.001659392	うノ	0.001872492
へし	0.002096793	こほ	0.001501868	てを	0.001995794	きふ	0.002010171	ヨノ	0.00196747	ふぢ	0.002105918	ずも	0.001806169	ねノ	0.001659392	ケノ	0.001872492
みね	0.002096793	しい	0.001501868	にゾ	0.001995794	つが	0.002010171	りつ	0.00196747	らミ	0.002105918	ぬら	0.001806169	ねを	0.001659392	コぬ	0.001872492
むし	0.002096793	てき	0.001501868	ミし	0.001995794	でし	0.002010171	ろく	0.00196747	りて	0.002105918	ノよ	0.001806169	はだ	0.001659392	すむ	0.001872492
りく	0.002096793	へを	0.001501868	れこ	0.001995794	ひし	0.002010171	てあ	0.001889085	おト	0.002028208	はき	0.001806169	なゐ	0.001580748	つを	0.001872492
たぎ	0.00201942	みむ	0.001501868	かり	0.001919327	やト	0.002010171	ねむ	0.001889085	むこ	0.002028208	やき	0.001806169	にお	0.001580748	なづ	0.001872492
ほひ	0.00201942	らし	0.001501868	ずか	0.001919327	るひ	0.002010171	ヘド	0.001889085	いり	0.001950499	しば	0.00172798	ひく	0.001580748	まま	0.001872492
さぢ	0.001942048	しさ	0.001423236	こは	0.00184286	ゾも	0.001930084	ちに	0.0018107	さだ	0.001950499	しら	0.00172798	みし	0.001580748	きせ	0.001791432
ぜふ	0.001942048	ちへ	0.001423236	こを	0.001766393	がな	0.001849998	もロ	0.0018107	たふ	0.001950499	ノゴ	0.00172798	メつ	0.001580748	づま	0.001791432
ばノ	0.001942048	トへ	0.001423236	ヒは	0.001766393	ぶき	0.001849998	いロ	0.001732314	にヨ	0.001950499	はづ	0.00172798	かか	0.001502104	てゆ	0.001791432
ふべ	0.001942048	へだ	0.001423236	ヘド	0.001766393	ふゆ	0.001849998	トあ	0.001732314	ヨせ	0.001950499	ヒノ	0.00172798	ゆケ	0.001502104	ゆる	0.001791432
みヨ	0.001942048	ミを	0.001423236	むを	0.001766393	みて	0.001849998	とは	0.001732314	るま	0.001950499	ませ	0.00172798	らぬ	0.001502104	ロし	0.001791432
ゴロ	0.001864676	むも	0.001423236	くひ	0.001689925	はち	0.001769912	びト	0.001732314	きヨ	0.00187279	もき	0.00172798	しだ	0.00142346	かゆ	0.001710372
ソね	0.001864676	かか	0.001344604	ぶる	0.001689925	まは	0.001769912	ゆる	0.001732314	さわ	0.00187279	やケ	0.00172798	すゲ	0.00142346	やつ	0.001710372
なる	0.001864676	てや	0.001344604	エて	0.001613458	かも	0.001689825	いち	0.001653929	たり	0.00187279	ゴト	0.001649791	すゑ	0.00142346	ゆな	0.001710372
はみ	0.001864676	ねず	0.001344604	きも	0.001613458	さけ	0.001689825	つゲ	0.001653929	まり	0.00187279	さし	0.001649791	でノ	0.00142346	きソ	0.001629311
あが	0.001787303	ねな	0.001344604	コに	0.001613458	にを	0.001689825	ひし	0.001653929	みに	0.00187279	しノ	0.001649791	ちゆ	0.001344815	ちか	0.001629311
ちノ	0.001787303	びゆ	0.001344604	さに	0.001613458	らノ	0.001689825	ゲけ	0.001575544	ぎに	0.001795081	たせ	0.001649791	つケ	0.001344815	はも	0.001629311
ノす	0.001787303	まゾ	0.001344604	でか	0.001613458	とを	0.001609739	ちは	0.001575544	トゾ	0.001795081	やす	0.001649791	てお	0.001344815	かし	0.001548251
むく	0.001787303	だて	0.001265972	はわ	0.001613458	ノノ	0.001609739	つね	0.001575544	なご	0.001795081	おち	0.001571602	ては	0.001344815	ねし	0.001548251
がノ	0.001709931	ひに	0.001265972	くく	0.001536991	らね	0.001609739	つれ	0.001575544	ほふ	0.001795081	かよ	0.001571602	ぬに	0.001344815	がら	0.001467191
ギは	0.001709931	ミノ	0.001265972	ヒや	0.001536991	はし	0.001529652	トせ	0.001575544	めら	0.001795081	キり	0.001571602	もわ	0.001344815	ギり	0.001467191
ほや	0.001709931	もる	0.001265972	みぬ	0.001536991	かづ	0.001449566	トひ	0.001575544	しに	0.001717372	ちト	0.001571602	をち	0.001344815	ひか	0.001467191
ゆし	0.001709931	りま	0.001265972	くこ	0.001460524	きに	0.001449566	ちノ	0.001497159	てて	0.001717372	れた	0.001571602	くベ	0.001266171	ゆら	0.001467191
うれ	0.001632558	いひ	0.00118734	つく	0.001460524	ふふ	0.001449566	にヨ	0.001497159	トこ	0.001717372	いね	0.001493413	にわ	0.001266171	よび	0.001467191
ぜに	0.001632558	きい	0.00118734	はを	0.001460524	みせ	0.001449566	ぬノ	0.001497159	ヨく	0.001717372	ケな	0.001493413	ねば	0.001266171	るか	0.001467191
なへ	0.001632558	くき	0.00118734	ふる	0.001460524	るや	0.001449566	ねて	0.001497159	りそ	0.001717372	ひた	0.001493413	ふい	0.001266171	こド	0.001386131
ぬト	0.001632558	ノほ	0.00118734	メか	0.001460524	をみ	0.001449566	せみ	0.001418773	りを	0.001717372	てま	0.001415223	ぶれ	0.001266171	ゾな	0.001386131
ゆに	0.001632558	へな	0.00118734	なす	0.001384057	きて	0.001369479	トつ	0.001418773	がさ	0.001639663	ひこ	0.001415223	もか	0.001266171	はゆ	0.001386131
るら	0.001632558	メつ	0.00118734	いき	0.001307589	きな	0.001369479	トみ	0.001418773	きへ	0.001639663	まケ	0.001415223	そび	0.001187527	ばり	0.001386131
がに	0.001477813	くせ	0.001108708	エつ	0.001307589	くお	0.001369479	にに	0.001418773	こみ	0.001639663	めノ	0.001415223	トも	0.001187527	ヨみ	0.001386131
がの	0.001477813	こエ	0.001108708	かあ	0.001307589	しも	0.001369479	ノら	0.001418773	ほヒ	0.001639663	よひ	0.001415223	ほエ	0.001187527	がな	0.00130507
キは	0.001477813	てし	0.001108708	なま	0.001307589	ノキ	0.001369479	ふた	0.001418773	るあ	0.001639663	いし	0.001337034	もに	0.001187527	くわ	0.00130507
りや	0.001477813	らふ	0.001108708	ヒノ	0.001307589	のは	0.001369479	へゆ	0.001418773	いほ	0.001561954	ぬき	0.001337034	やす	0.001187527	ゲノ	0.00130507
おふ	0.001400441	るを	0.001108708	ひま	0.001307589	まぶ	0.001369479	メド	0.001418773	ぐふ	0.001561954	るよ	0.001337034	ケだ	0.001108883	さギ	0.00130507
ケむ	0.001400441	をい	0.001108708	まさ	0.001307589	やか	0.001369479	らじ	0.001418773	ちこ	0.001561954	ろか	0.001337034	けド	0.001108883	ちや	0.00130507
すき	0.001400441	さぬ	0.001030077	やす	0.001307589	やく	0.001369479	エに	0.001340388	トま	0.001561954	かし	0.001258845	せぬ	0.001108883	トノ	0.00130507
ちち	0.001400441	てる	0.001030077	ずき	0.001231122	るが	0.001369479	かぎ	0.001340388	にコ	0.001561954	くず	0.001258845	なゲ	0.001108883	ドロ	0.00130507
ノに	0.001400441	トり	0.001030077	だし	0.001231122	たひ	0.001289393	くト	0.001340388	ノト	0.001561954	ねて	0.001258845	にた	0.001108883	ノメ	0.00130507
びき	0.001400441	にも	0.001030077	てぬ	0.001231122	ちな	0.001289393	づヨ	0.001340388	みか	0.001561954	のは	0.001258845	にほ	0.001108883	をな	0.00130507
るま	0.001400441	まや	0.001030077	にだ	0.001231122	はト	0.001289393	ひソ	0.001340388	ヨる	0.001561954	ひノ	0.001258845	ぬを	0.001108883	いま	0.00122401
にき	0.001323069	もや	0.001030077	ふヨ	0.001231122	をゾ	0.001289393	ヒノ	0.001340388	うな	0.001484244	をき	0.001258845	ひわ	0.001108883	うヘ	0.00122401
のは	0.001323069	やノ	0.001030077	をる	0.001231122	がる	0.001209306	れを	0.001340388	こす	0.001484244	ケく	0.001180656	ふら	0.001108883	せき	0.00122401
ふに	0.001323069	れゐ	0.001030077	いけ	0.001154655	だか	0.001209306	キに	0.001262003	ごノ	0.001484244	コせ	0.001180656	ヘか	0.001108883	たる	0.00122401
ベき	0.001323069	あゲ	0.000951445	ちか	0.001154655	だす	0.001209306	しゑ	0.001262003	しさ	0.001484244	こら	0.001180656	ヘド	0.001108883	つぐ	0.00122401
あわ	0.001245696	ぎし	0.000951445	つゾ	0.001154655	てら	0.001209306	ちし	0.001262003	てむ	0.001484244	さぬ	0.001180656	みは	0.001108883	てむ	0.00122401
いゆ	0.001245696	さず	0.000951445	なト	0.001154655	やは	0.001209306	てノ	0.001262003	ばら	0.001484244	たぎ	0.001180656	ゆひ	0.001108883	ビノ	0.00122401
きむ	0.001245696	さヘ	0.000951445	ぬら	0.001154655	ゑし	0.001209306	ふひ	0.001262003	くヨ	0.001406535	はと	0.001180656	ヨノ	0.001108883	ふす	0.00122401
くふ	0.001245696	ノも	0.000951445	ほほ	0.001154655	うる	0.00112922	ゆト	0.001262003	たケ	0.001406535	ほな	0.001180656	らぶ	0.001108883	みけ	0.00122401
しも	0.001245696	みゆ	0.000951445	メむ	0.001154655	せわ	0.00112922	おふ	0.001183617	づた	0.001406535	よゾ	0.001180656	ざか	0.001030239	いは	0.00114295
づま	0.001245696	いき	0.000872813	るひ	0.001154655	にコ	0.00112922	おや	0.001183617	いそ	0.001328826	るト	0.001180656	でさ	0.001030239	がゆ	0.00114295
