sound	cont
えた	7.84065E-06
エだ	7.84065E-06
エつ	0.000335876
えつ	5.50247E-05
エて	2.36528E-05
えて	7.84065E-06
エト	7.84065E-06
エと	2.36528E-05
エな	0.000304286
えな	2.36528E-05
エに	0.0001494
エぬ	0.002092091
えぬ	2.36528E-05
エね	2.35695E-05
えね	2.35695E-05
エノ	7.84065E-06
エの	7.84065E-06
えノ	7.84065E-06
エは	7.03236E-05
エば	0.000116296
エび	7.84065E-06
エま	2.33343E-05
エみ	7.84065E-06
エむ	0.000117987
えむ	7.84065E-06
エメ	8.58172E-05
エも	2.34614E-05
えも	2.33343E-05
エゆ	2.34614E-05
えゆ	7.84065E-06
エヨ	7.84065E-06
エよ	7.84065E-06
えら	3.8828E-05
えり	7.84065E-06
エを	5.47028E-05
えを	7.84065E-06
おい	7.84065E-06
おう	2.35695E-05
おか	7.84065E-06
おキ	2.35918E-05
おき	7.84065E-06
おく	0.001216347
おけ	7.84065E-06
おコ	0.000101057
おさ	7.84065E-06
おし	8.65963E-05
おす	2.36528E-05
おソ	0.000226398
おた	3.93429E-05
おち	0.00041629
おつ	0.000102592
おト	7.84065E-06
おド	7.84065E-06
おな	7.08393E-05
おノ	0.000541991
おは	3.93429E-05
おば	7.84065E-06
おヒ	2.36528E-05
おひ	0.00011773
おび	0.000244163
おふ	0.001228248
おへ	7.84065E-06
おほ	0.000226531
おぼ	2.33343E-05
おみ	7.84065E-06
おメ	7.02857E-05
おも	0.051051441
おや	8.65829E-05
おゆ	7.84065E-06
おヨ	7.84065E-06
およ	2.33343E-05
おり	7.84065E-06
おる	0.00010263
おロ	7.84065E-06
かあ	0.000101781
があ	0.00030808
かい	0.000243078
がい	5.50272E-05
かう	7.84065E-06
がう	0.00016458
かエ	0.000102464
がエ	7.84065E-06
かお	0.000101356
がお	0.002845568
かか	0.000400413
かが	7.84065E-06
がか	0.000101993
かキ	7.84065E-06
かき	0.000260835
かぎ	5.5094E-05
がキ	7.84065E-06
がき	0.000387332
かく	0.000244371
かぐ	0.000212338
がく	0.001557432
かケ	0.00030633
かけ	0.000102714
かゲ	0.000211928
がケ	2.35918E-05
がけ	5.5094E-05
かコ	3.94039E-05
かこ	7.0515E-05
かゴ	7.84065E-06
かご	3.92735E-05
がコ	0.004983831
がこ	0.002463634
がゴ	0.000243322
かさ	7.07708E-05
かざ	7.84065E-06
がさ	0.000179799
かし	2.36528E-05
かじ	2.36528E-05
がし	0.00049284
がじ	7.84065E-06
かす	2.36528E-05
かず	0.000605536
がす	0.000793105
がず	7.84065E-06
かせ	3.92735E-05
かぜ	7.84065E-06
がせ	2.35695E-05
かソ	8.60368E-05
かそ	3.93429E-05
かゾ	3.93429E-05
かぞ	7.84065E-06
がソ	7.08393E-05
がそ	0.000273654
がゾ	7.84065E-06
かた	3.9465E-05
かだ	2.35695E-05
がた	0.000308188
かち	7.84065E-06
かぢ	7.84065E-06
がち	2.36528E-05
かつ	0.000714698
かづ	2.36528E-05
がつ	2.33343E-05
かて	7.84065E-06
がて	7.84065E-06
かト	0.000825846
かと	7.04127E-05
かド	0.000101314
かど	7.84065E-06
がト	3.92125E-05
がと	2.35918E-05
かな	0.002989012
がな	0.001256545
かに	0.002275746
がに	5.50272E-05
かぬ	0.001077185
がぬ	7.84065E-06
かね	0.005694556
がね	3.94039E-05
かノ	7.84065E-06
かの	5.45568E-05
がノ	0.000542621
がの	7.84065E-06
かは	3.92983E-05
かば	0.000338825
がは	7.84065E-06
かヒ	8.60747E-05
かひ	7.84065E-06
かビ	2.36528E-05
かび	7.84065E-06
がひ	0.002559172
かふ	3.92983E-05
かぶ	7.84065E-06
がふ	7.84065E-06
かヘ	0.000117167
かへ	7.84065E-06
かベ	7.84065E-06
かべ	7.84065E-06
がヘ	2.33343E-05
がへ	7.84065E-06
かほ	0.000259601
がほ	7.84065E-06
かま	7.84065E-06
がま	7.84065E-06
かミ	0.000196587
かみ	7.84065E-06
がミ	0.000197192
がみ	7.84065E-06
かむ	8.65681E-05
がむ	0.000496871
かメ	7.06875E-05
かめ	7.84065E-06
がメ	7.84065E-06
かも	0.011262867
がも	0.004126444
かや	0.000511247
がや	7.84065E-06
かゆ	3.91465E-05
がゆ	0.000102408
かヨ	3.94039E-05
かよ	0.000149096
がヨ	3.92125E-05
がよ	8.62909E-05
から	0.002128423
がら	5.51105E-05
かり	0.000495469
がり	7.84065E-06
かる	0.000134033
がる	0.000259207
かれ	0.003717088
がれ	5.47028E-05
かわ	2.35695E-05
がわ	7.84065E-06
がゐ	7.84065E-06
がゑ	0.000116805
かを	0.000791896
がを	2.35695E-05
きあ	0.000181103
ぎあ	7.84065E-06
きい	0.000618333
ギい	7.84065E-06
ぎい	2.35918E-05
キう	3.90855E-05
きう	2.34614E-05
きエ	3.90821E-05
キお	3.9465E-05
きお	0.000243389
ギお	7.84065E-06
キか	7.84065E-06
きか	3.9465E-05
キが	5.5094E-05
きが	7.03236E-05
ギか	7.05398E-05
ぎか	2.35695E-05
ギが	7.84065E-06
キき	2.35695E-05
きキ	2.34614E-05
きき	0.000414171
きぎ	0.000149195
キく	0.000338272
きく	7.84065E-06
きぐ	3.93429E-05
ぎく	2.33343E-05
きケ	2.35918E-05
きけ	0.000102214
きゲ	3.92983E-05
ぎけ	2.36528E-05
キコ	7.84065E-06
きコ	0.000668755
きこ	0.000117186
キゴ	2.35918E-05
きゴ	7.84065E-06
きご	7.84065E-06
ギコ	7.84065E-06
ぎコ	7.84065E-06
きさ	0.000288835
ギさ	2.33343E-05
ぎさ	5.52771E-05
キし	0.000164188
きし	0.000116296
きじ	0.000165535
ギし	3.93816E-05
ぎし	7.84065E-06
ギじ	7.84065E-06
ぎじ	7.84065E-06
キす	7.84065E-06
きす	7.84065E-06
きず	2.33343E-05
ギす	8.66961E-05
ぎす	7.84065E-06
ギず	2.35918E-05
ぎず	0.000102464
きせ	7.84065E-06
きソ	7.84065E-06
きそ	7.84065E-06
キゾ	3.92983E-05
きゾ	0.00021091
キた	2.33343E-05
きた	0.000904384
キだ	3.90632E-05
きだ	2.33343E-05
ぎた	0.000102297
ぎだ	7.84065E-06
キち	2.35695E-05
きち	7.03236E-05
キぢ	7.84065E-06
ぎち	0.000118221
キつ	7.84065E-06
きつ	3.8955E-05
きづ	0.000274736
ギつ	7.84065E-06
ぎつ	0.000180858
ぎづ	7.84065E-06
キて	7.84065E-06
きて	7.84065E-06
きで	0.000100803
ギて	7.84065E-06
ぎて	7.84065E-06
ぎで	2.35918E-05
キト	3.93429E-05
キと	5.48143E-05
きト	2.35695E-05
きと	5.50857E-05
ギト	2.33343E-05
ぎと	2.36528E-05
キな	2.36528E-05
きな	7.84065E-06
ギな	5.43217E-05
ぎな	7.84065E-06
キに	0.000225009
きに	0.000287242
ギに	3.90632E-05
ぎに	2.35695E-05
きぬ	0.001786671
ギぬ	3.8828E-05
ぎぬ	5.50272E-05
キね	7.84065E-06
きね	5.45568E-05
ぎね	2.35695E-05
キノ	2.34614E-05
キの	7.84065E-06
きノ	0.000244413
きの	0.000101833
ギノ	7.84065E-06
ぎノ	3.9465E-05
キは	2.36528E-05
きは	5.47028E-05
キば	2.35695E-05
きば	8.6078E-05
ギは	7.84065E-06
ぎは	7.84065E-06
ぎば	2.35695E-05
キひ	7.84065E-06
きひ	7.84065E-06
きビ	3.8828E-05
キふ	2.34614E-05
きふ	6.98153E-05
きぶ	3.93816E-05
キヘ	5.51328E-05
キへ	7.84065E-06
きヘ	7.84065E-06
きへ	7.84065E-06
ぎへ	7.84065E-06
きほ	7.84065E-06
ぎほ	7.84065E-06
キま	2.34614E-05
きま	0.00018095
ギま	7.84065E-06
ぎま	7.84065E-06
キみ	7.84065E-06
きミ	8.62497E-05
きみ	7.84065E-06
ギみ	7.84065E-06
ぎミ	7.84065E-06
ぎみ	7.84065E-06
キむ	7.84065E-06
きむ	7.84065E-06
ギむ	2.33343E-05
ぎむ	2.35695E-05
キメ	7.84065E-06
きメ	2.35695E-05
きめ	7.84065E-06
ぎメ	2.34614E-05
キも	0.000181774
きも	0.002824409
ぎも	0.000165962
キや	5.48332E-05
きや	0.000148427
ギや	7.84065E-06
ぎや	2.35918E-05
きゆ	0.000132806
ギゆ	7.84065E-06
ぎゆ	5.50272E-05
キヨ	3.90821E-05
キよ	2.35918E-05
きヨ	7.84065E-06
きよ	3.8828E-05
ぎよ	7.84065E-06
キら	7.84065E-06
きら	7.84065E-06
ギら	0.000149057
ぎら	2.33343E-05
キり	7.84065E-06
きり	7.84065E-06
ギり	7.0756E-05
ぎり	0.000132495
きる	0.000133201
ぎる	3.92983E-05
きれ	7.84065E-06
きロ	2.34614E-05
ぎろ	2.35918E-05
キわ	5.51551E-05
きわ	7.84065E-06
ぎわ	7.84065E-06
キゐ	7.84065E-06
きゐ	7.84065E-06
キを	7.84065E-06
きを	0.000196394
ギを	7.84065E-06
ぎを	5.43217E-05
くあ	3.90821E-05
くい	0.000165901
くう	7.84065E-06
くエ	5.45791E-05
くお	0.000977613
くか	7.00728E-05
くが	7.84065E-06
ぐか	2.35918E-05
ぐが	7.84065E-06
くキ	5.50247E-05
くき	7.84065E-06
くぎ	7.84065E-06
ぐキ	7.84065E-06
ぐき	7.84065E-06
くく	2.33343E-05
くぐ	7.84065E-06
ぐく	0.000118526
くケ	7.84065E-06
くけ	2.35918E-05
くコ	7.84065E-06
くこ	7.84065E-06
くゴ	0.00013385
くご	7.04317E-05
くさ	2.36528E-05
ぐさ	0.000243449
くし	0.002876098
くじ	7.84065E-06
ぐし	7.03236E-05
くす	0.000209767
くず	7.84065E-06
くせ	0.000102148
ぐせ	7.84065E-06
くそ	8.67184E-05
くゾ	7.84065E-06
くた	0.000368057
くだ	0.000213399
ぐた	5.5094E-05
くち	7.84065E-06
くぢ	2.33343E-05
くつ	7.84065E-06
くづ	7.84065E-06
ぐつ	3.92983E-05
くて	7.0308E-05
くト	0.000354723
くと	2.35918E-05
ぐト	7.84065E-06
くな	0.000286727
ぐな	2.35918E-05
くに	0.003912032
ぐに	8.66738E-05
くぬ	2.36528E-05
くね	7.84065E-06
くノ	0.000318922
くの	7.84065E-06
くは	0.002643721
くば	0.00048144
ぐは	8.65963E-05
くヒ	2.35918E-05
くひ	7.84065E-06
くび	2.36528E-05
ぐひ	3.9465E-05
くふ	7.84065E-06
くぶ	7.84065E-06
ぐふ	2.34614E-05
くへ	0.000288638
くベ	0.000290743
ぐベ	0.000194537
くほ	7.84065E-06
ぐほ	2.33343E-05
くま	0.000134338
ぐま	7.10893E-05
くみ	7.84065E-06
ぐみ	7.84065E-06
くむ	7.84065E-06
くメ	3.93429E-05
くめ	7.84065E-06
ぐめ	2.36528E-05
くも	0.008336832
ぐも	0.000163934
くや	7.84065E-06
ぐや	0.000101057
くゆ	0.00013385
くヨ	7.84065E-06
くよ	3.92983E-05
ぐヨ	7.84065E-06
くら	7.84065E-06
ぐら	7.84065E-06
くり	0.000954022
ぐり	0.000118109
くる	0.002393561
ぐる	0.000194019
くれ	0.001439165
ぐれ	7.84065E-06
くろ	3.90821E-05
ぐロ	3.93816E-05
ぐろ	7.84065E-06
くわ	7.84065E-06
くを	7.84065E-06
ぐを	7.84065E-06
けい	7.84065E-06
ケお	7.84065E-06
ケか	8.64848E-05
けか	7.84065E-06
ケが	2.34614E-05
ゲか	0.000197586
げか	7.84065E-06
ケき	5.50272E-05
ゲき	0.001276216
ケく	8.65963E-05
けく	0.001212666
ケぐ	7.84065E-06
ゲく	0.000102522
げく	7.84065E-06
ケけ	7.84065E-06
ゲケ	7.84065E-06
ゲけ	5.52161E-05
ケコ	2.36528E-05
けこ	5.45568E-05
ケゴ	2.35695E-05
ゲコ	8.59443E-05
ゲこ	2.33343E-05
ケさ	0.000164048
けさ	5.48366E-05
ケざ	3.92735E-05
ゲさ	3.90821E-05
ゲざ	7.84065E-06
ケし	2.35918E-05
けし	0.000337839
ケじ	7.84065E-06
ゲし	2.35695E-05
ゲじ	7.84065E-06
ケず	0.000508318
ゲず	2.34614E-05
ケせ	7.06479E-05
けせ	7.84065E-06
ゲせ	5.4792E-05
ケソ	2.35918E-05
けそ	7.84065E-06
ケゾ	2.35695E-05
ゲソ	2.33343E-05
ケた	7.84065E-06
けた	2.35695E-05
ケだ	0.000290019
ゲた	8.61605E-05
ケぢ	2.33343E-05
ゲち	2.35695E-05
ケつ	2.35918E-05
ケづ	3.90632E-05
ゲつ	5.50272E-05
ケて	0.0001494
けて	2.36528E-05
ゲて	2.34614E-05
ケト	2.33343E-05
ケと	5.43217E-05
けト	7.84065E-06
ケド	0.00057087
けド	0.001371682
げト	7.02857E-05
ゲド	7.84065E-06
ケな	0.00075089
けな	0.000100803
ゲな	7.08452E-05
ケに	3.92983E-05
けに	0.000726471
ゲに	6.98153E-05
ケぬ	5.45758E-05
けぬ	2.36528E-05
ゲぬ	7.84065E-06
ケね	7.84065E-06
ゲね	7.84065E-06
ケノ	0.000133671
ケの	2.35695E-05
けノ	7.84065E-06
けの	7.84065E-06
ゲノ	7.84065E-06
げノ	5.47672E-05
ケは	2.34614E-05
けは	3.92735E-05
ケば	0.00067189
けば	0.000149967
ゲば	2.35695E-05
ケひ	0.000132679
ケふ	3.94039E-05
けふ	3.92735E-05
ケぶ	2.35695E-05
ゲふ	7.84065E-06
ケま	2.36528E-05
けま	7.84065E-06
ゲま	7.84065E-06
げま	2.34614E-05
ケみ	7.84065E-06
ゲみ	0.000102258
ケむ	7.10893E-05
けむ	0.00070089
ゲむ	7.84065E-06
ケメ	7.84065E-06
けメ	7.84065E-06
ケも	0.000180401
ゲも	7.84065E-06
ケや	8.55631E-05
けや	3.93429E-05
ゲや	5.50272E-05
ケゆ	3.93429E-05
ケヨ	7.84065E-06
けヨ	2.35918E-05
けら	3.90821E-05
ケり	2.35918E-05
けり	7.84065E-06
ゲり	7.84065E-06
ケる	3.92125E-05
ける	7.84065E-06
けれ	7.84065E-06
ケロ	2.36528E-05
ゲロ	7.84065E-06
ケわ	2.35695E-05
けわ	7.84065E-06
ケを	0.000164178
けを	8.671E-05
ゲを	6.99424E-05
げを	7.84065E-06
コい	7.84065E-06
コう	7.84065E-06
こう	7.10282E-05
コエ	7.84065E-06
こエ	5.50272E-05
こえ	7.84065E-06
ごエ	7.84065E-06
ゴお	6.98153E-05
こか	2.33343E-05
コが	7.08452E-05
こが	8.65681E-05
ごか	7.08145E-05
ごが	3.8828E-05
コき	3.9465E-05
こき	0.000149079
コぎ	7.84065E-06
ごき	5.50495E-05
コく	7.84065E-06
こく	2.33343E-05
コぐ	8.69014E-05
こぐ	7.84065E-06
ごく	7.84065E-06
コケ	3.93816E-05
こけ	7.84065E-06
ココ	0.019772951
コゴ	2.34614E-05
ゴコ	0.000368148
コさ	7.84065E-06
こさ	0.000134338
コざ	3.92125E-05
ゴさ	2.35918E-05
ごさ	2.33343E-05
コし	3.92983E-05
こし	0.000321444
コじ	0.000102714
こじ	2.35695E-05
ゴし	0.00010238
ごし	7.04523E-05
コす	3.90632E-05
こす	0.000147284
コず	7.04317E-05
コせ	2.36528E-05
こせ	7.84065E-06
コソ	2.35918E-05
こソ	0.00010209
こそ	7.84065E-06
コゾ	7.84065E-06
こゾ	7.84065E-06
ごゾ	7.84065E-06
コた	3.92983E-05
こた	7.84065E-06
コだ	0.000534625
コち	0.00027561
こち	7.84065E-06
こぢ	7.84065E-06
コつ	7.84065E-06
コづ	5.47028E-05
ごつ	5.47028E-05
コて	2.35918E-05
ゴて	7.84065E-06
コト	0.000101565
こト	2.36528E-05
コド	7.84065E-06
こド	7.84065E-06
ゴト	0.002228933
ごト	7.84065E-06
コな	7.84065E-06
こな	0.000134338
ごな	7.84065E-06
コに	0.000636646
こに	0.000292376
ごに	3.90821E-05
コぬ	8.5436E-05
コね	0.000165535
こね	2.34614E-05
ごね	2.33343E-05
コノ	0.009316113
コの	2.36528E-05
こノ	7.84065E-06
ごノ	2.33343E-05
コは	0.000118009
こは	8.62497E-05
コば	0.000165352
こば	2.35918E-05
ゴは	2.35695E-05
コひ	7.03236E-05
こヒ	0.00029065
こひ	0.000116933
こビ	5.50718E-05
ごヒ	3.90632E-05
コふ	5.51105E-05
こふ	0.004936014
コぶ	7.84065E-06
こぶ	7.84065E-06
こへ	8.65186E-05
コほ	5.51105E-05
こほ	8.65963E-05
ごほ	7.84065E-06
コま	2.35695E-05
こま	5.43217E-05
ごま	5.50857E-05
こみ	2.36528E-05
コむ	5.51551E-05
コメ	7.84065E-06
こメ	5.46839E-05
ゴメ	2.35918E-05
コも	0.000286727
こも	0.000165644
ゴも	2.35695E-05
ごも	2.35918E-05
コや	8.69014E-05
こや	7.09062E-05
ゴや	7.84065E-06
ごや	3.93429E-05
コゆ	7.84065E-06
こゆ	0.000354366
コヨ	7.84065E-06
コよ	2.33343E-05
こヨ	5.49636E-05
こよ	2.35918E-05
コら	3.9465E-05
こら	2.34614E-05
コり	0.000259658
ゴり	7.84065E-06
コる	2.35695E-05
コれ	3.90855E-05
ゴれ	8.62084E-05
コロ	0.030287891
こロ	0.000585206
ゴロ	0.001195573
ごろ	2.33343E-05
コわ	7.84065E-06
こわ	2.36528E-05
ごゐ	7.84065E-06
コゑ	7.84065E-06
ゴゑ	7.84065E-06
コを	3.93206E-05
こを	7.84065E-06
ごを	2.35918E-05
さあ	2.33343E-05
さい	7.84065E-06
ざい	2.35918E-05
さう	7.84065E-06
ざう	7.84065E-06
さエ	5.50272E-05
さお	7.84065E-06
さか	3.90821E-05
さが	7.84065E-06
ざか	0.00046531
さキ	2.33343E-05
さき	7.84065E-06
さギ	7.84065E-06
さぎ	8.64848E-05
さく	5.52771E-05
さぐ	2.34614E-05
さケ	7.84065E-06
さけ	7.84065E-06
さゲ	5.50857E-05
さコ	7.84065E-06
さこ	7.84065E-06
さゴ	0.000132108
さご	7.84065E-06
ざコ	5.48366E-05
ざこ	3.90855E-05
ささ	7.84065E-06
さざ	0.000320668
ざさ	7.84065E-06
さし	0.000165673
さじ	8.65963E-05
ざし	7.84065E-06
さす	0.000240246
さず	0.000102714
ざす	7.84065E-06
させ	3.90821E-05
ざせ	2.36528E-05
さゾ	3.92983E-05
ざゾ	7.84065E-06
さた	7.84065E-06
さだ	0.000118526
さぢ	2.35918E-05
さつ	2.33343E-05
さづ	2.35695E-05
ざつ	2.35918E-05
さで	2.35918E-05
さト	2.34614E-05
さと	0.000433357
さド	7.84065E-06
さど	7.84065E-06
さな	5.4792E-05
ざな	2.33343E-05
さに	5.50272E-05
ざに	7.84065E-06
さぬ	0.000102347
ざぬ	2.35695E-05
さね	0.000541964
ざね	2.36528E-05
さノ	7.84065E-06
さの	7.84065E-06
ざノ	7.84065E-06
ざの	7.84065E-06
さは	0.000210471
さば	3.9465E-05
ざは	7.84065E-06
さひ	7.10893E-05
さビ	7.84065E-06
さび	7.84065E-06
さふ	7.84065E-06
さぶ	0.000100803
ざふ	2.35918E-05
さヘ	7.84065E-06
さへ	2.33343E-05
さほ	0.000448248
さま	5.49636E-05
ざま	0.000101572
さみ	8.63388E-05
ざみ	7.08229E-05
さむ	2.35695E-05
ざむ	7.84065E-06
さメ	2.34614E-05
ざメ	2.35695E-05
さも	0.00016506
さや	0.000244413
さゆ	8.65829E-05
ざゆ	7.84065E-06
さヨ	0.000118099
さよ	0.000117942
さら	0.000351821
ざら	0.000117942
さり	7.84065E-06
ざり	0.000196587
さる	0.00011794
ざる	7.84065E-06
され	8.64848E-05
ざれ	0.000554606
さわ	0.000193765
ざわ	7.84065E-06
さゐ	0.000227876
さゑ	3.8828E-05
さを	7.84065E-06
ざを	7.84065E-06
しあ	0.000180712
しい	0.000227611
じい	2.35918E-05
しう	3.93206E-05
しエ	7.84065E-06
しえ	2.35695E-05
しお	0.003300366
しか	0.000197337
しが	7.84065E-06
じか	3.90821E-05
じが	7.84065E-06
しキ	3.93429E-05
しき	0.001973945
しぎ	2.35695E-05
じき	7.08229E-05
しく	0.002996337
しぐ	7.84065E-06
じく	8.65963E-05
しケ	7.84065E-06
しけ	0.001967743
しゲ	0.000984411
しげ	2.33343E-05
じけ	3.90632E-05
しコ	0.001337285
しこ	5.52771E-05
しゴ	3.8828E-05
じコ	7.05877E-05
しさ	0.000823606
しし	0.000627841
しじ	7.84065E-06
じし	2.33343E-05
しす	7.06479E-05
しせ	7.84065E-06
しソ	7.84065E-06
しそ	7.84065E-06
しゾ	0.001611339
じゾ	7.05844E-05
した	2.34614E-05
しだ	0.000492377
しち	2.33343E-05
しぢ	7.84065E-06
しつ	0.000181774
しづ	0.000243055
して	0.001257001
しで	2.35695E-05
じて	7.84065E-06
しト	0.001700013
しと	7.84065E-06
しド	7.00694E-05
じト	0.000472651
しな	7.84065E-06
しに	5.47028E-05
じに	2.36528E-05
しぬ	2.34614E-05
じぬ	3.8955E-05
しね	3.93429E-05
しノ	0.000117707
しの	7.84065E-06
じノ	2.36528E-05
じの	3.92735E-05
しは	2.36528E-05
しば	7.84065E-06
じは	7.84065E-06
しヒ	0.000258685
しひ	2.33343E-05
しビ	5.47028E-05
しび	0.000118442
しふ	7.84065E-06
しぶ	7.84065E-06
しヘ	7.84065E-06
しへ	0.001029711
しべ	8.65186E-05
じヘ	2.35695E-05
しほ	2.35695E-05
しま	3.92983E-05
じま	5.45791E-05
しミ	7.84065E-06
しみ	0.003030118
じみ	5.48943E-05
しむ	0.000197525
しメ	7.84065E-06
しめ	0.000163797
じメ	7.84065E-06
じめ	2.33343E-05
しも	0.00348672
じも	2.35918E-05
しや	0.000149184
じや	7.84065E-06
しゆ	7.84065E-06
しヨ	8.5309E-05
しよ	2.36528E-05
しら	3.93429E-05
しり	0.000117841
じり	7.84065E-06
しる	0.00041724
じる	7.84065E-06
しれ	7.84065E-06
じれ	7.84065E-06
しロ	0.000492343
しろ	0.002406461
じロ	7.84065E-06
じろ	3.91465E-05
しわ	8.65963E-05
しゐ	3.92983E-05
しゑ	0.000116296
しを	7.84065E-06
じを	3.92983E-05
すあ	2.33343E-05
ずあ	7.84065E-06
すい	0.000101575
ずい	8.62686E-05
すう	2.33343E-05
すお	7.84065E-06
ずお	5.51938E-05
すか	7.84065E-06
すが	0.000333208
ずか	7.84065E-06
ずが	7.84065E-06
すき	0.000525685
すギ	0.00015015
すぎ	0.000523325
ずき	0.000570869
すく	0.000255739
すぐ	2.35695E-05
ずく	2.33343E-05
すケ	2.35918E-05
すけ	0.000100803
すゲ	0.000977185
ずけ	7.03236E-05
すコ	0.00010181
すこ	2.35918E-05
すご	3.94039E-05
ずコ	7.84065E-06
ずこ	7.84065E-06
すさ	0.000118099
すし	0.000148427
ずし	0.000324084
すす	7.84065E-06
すず	0.000148752
すソ	2.34614E-05
すそ	0.000431979
すゾ	7.84065E-06
ずゾ	7.84065E-06
すた	5.52771E-05
すだ	0.000132806
ずた	7.84065E-06
すつ	2.35695E-05
ずつ	7.84065E-06
すて	0.000101575
すで	3.93206E-05
ずて	0.000102347
すト	7.84065E-06
すド	2.35918E-05
ずト	7.84065E-06
すな	8.5309E-05
ずな	7.84065E-06
すに	7.84065E-06
ずに	7.84065E-06
ずぬ	2.35918E-05
ずね	5.48753E-05
すノ	3.92983E-05
すの	7.84065E-06
ずノ	2.35918E-05
すは	2.35695E-05
すば	0.000116296
ずは	7.84065E-06
すヒ	2.35695E-05
すひ	0.000228465
すび	7.84065E-06
ずひ	0.000133701
すぶ	7.84065E-06
ずふ	5.47028E-05
すベ	7.84065E-06
すべ	0.00197273
ずヘ	7.84065E-06
ずほ	2.33343E-05
すま	7.84065E-06
ずま	7.84065E-06
すみ	2.35695E-05
ずみ	3.93429E-05
すむ	7.84065E-06
すメ	3.90821E-05
すめ	7.84065E-06
すも	8.62686E-05
ずも	7.84065E-06
すや	2.34614E-05
ずや	7.84065E-06
すゆ	3.9465E-05
ずゆ	7.84065E-06
すよ	2.35695E-05
すら	0.005816842
すり	0.000181034
