2-a	cont_a	2-b	cont_b	2-c	cont_c	2-d	cont_d	2-e	cont_e	2-f	cont_f	2-g	cont_g	2-h	cont_h	2-i	cont_i
がた	0.008291978	ノコ	0.008986021	くる	0.011062066	はや	0.010328638	りノ	0.011110667	きか	0.009757034	ノち	0.010821113	がこ	0.008947771	なら	0.008280792
みつ	0.00805752	ひに	0.008749754	しら	0.011062066	ソノ	0.009475032	トり	0.011030792	すが	0.009373201	らば	0.009887588	なむ	0.008947771	くれ	0.008039838
ひさ	0.00774491	すれ	0.008670998	らず	0.010985299	らし	0.008776627	ぎす	0.01055154	すみ	0.009219668	トい	0.009576413	だに	0.008786695	しの	0.00795952
コノ	0.007354148	もヘ	0.008434731	いへ	0.0105247	らな	0.008621426	トぎ	0.01055154	うメ	0.008989368	かへ	0.009498619	みて	0.008464543	ノみ	0.00795952
さか	0.007354148	ほゆ	0.008198464	がも	0.009526734	まを	0.007457417	なる	0.010152163	なび	0.008835835	トは	0.009187444	せむ	0.008222929	つか	0.007718566
いつ	0.006963386	ひも	0.007883442	るし	0.008989368	みな	0.007302215	ばな	0.009912536	りに	0.008835835	ちノ	0.008253919	でに	0.008061853	つる	0.007718566
なが	0.006807081	かね	0.007804686	たび	0.008912601	うみ	0.007147014	きな	0.009513159	のノ	0.008759068	ひて	0.007942744	した	0.007981315	しこ	0.006915385
ノま	0.006807081	ます	0.007332152	もを	0.008068169	しノ	0.007147014	かノ	0.009033907	みち	0.008682301	いも	0.00786495	ふら	0.007900777	みし	0.006915385
ヨひ	0.006494471	ロに	0.007253396	らま	0.007991402	たつ	0.007069414	くな	0.008554655	さむ	0.008068169	はず	0.00786495	なば	0.007498087	へる	0.006835067
かみ	0.006416318	らを	0.007174641	しを	0.007607569	をト	0.006991813	くは	0.008315029	やど	0.008068169	いま	0.006775837	ひみ	0.007498087	ほき	0.006835067
はふ	0.006416318	いか	0.006623351	へに	0.007530803	つし	0.006836612	ちば	0.007995527	きた	0.007377269	へり	0.006775837	いメ	0.007417549	ほみ	0.006835067
ばた	0.005869251	るひ	0.00646584	がく	0.007454036	はら	0.006759011	なに	0.007995527	つゆ	0.007377269	りて	0.006542456	ヘノ	0.007337011	やし	0.006674431
かひ	0.005791098	あが	0.006387084	れば	0.006839903	なは	0.00660381	しに	0.007755901	ノあ	0.007377269	いふ	0.006464662	みエ	0.007337011	づら	0.006594113
づく	0.005791098	がコ	0.006150817	ある	0.00668637	うヘ	0.00652621	きも	0.007436399	たな	0.007223736	うつ	0.006464662	そで	0.007175935	みは	0.006192522
まち	0.005712946	ロは	0.005835794	もし	0.00668637	ノさ	0.00652621	ノな	0.007037022	へノ	0.006993436	ひし	0.006309075	つつ	0.007014859	がみ	0.005630296
ケて	0.005478489	ロノ	0.005520772	トほ	0.00645607	みゆ	0.006293408	わが	0.007037022	うち	0.006763137	トか	0.006153487	れて	0.006934321	りし	0.005549978
みづ	0.005478489	たも	0.00536326	ほり	0.00645607	しほ	0.006215807	をか	0.006797396	るは	0.006763137	るト	0.006075693	らく	0.006853783	あす	0.00546966
もか	0.005478489	きぬ	0.005205749	くあ	0.005765171	まも	0.006138207	しみ	0.006238268	さか	0.00645607	しあ	0.0059979	わか	0.006853783	かぬ	0.00546966
つら	0.005400336	トを	0.005205749	せば	0.005611638	たづ	0.005750204	らし	0.006158393	ちり	0.00645607	ちは	0.005842312	あふ	0.006773245	しつ	0.005389342
ふケ	0.005322184	トな	0.005126994	ばか	0.005611638	ふな	0.005439801	りぬ	0.006078518	がや	0.006302537	はあ	0.005842312	かれ	0.006692707	やこ	0.005309024
みち	0.005165879	つも	0.004969482	るら	0.005458105	いづ	0.0052846	くト	0.005759016	どノ	0.006302537	てし	0.005764518	しろ	0.006531631	ちて	0.005148388
かま	0.005087726	しゲ	0.004890727	らた	0.005304571	つみ	0.0052846	りな	0.005759016	さく	0.005995471	ぬト	0.005297756	ノし	0.006370555	さな	0.004987751
につ	0.005087726	ヘド	0.004811971	ずは	0.005151038	おト	0.005207	ノも	0.005679141	あメ	0.005841938	ちに	0.005219962	コも	0.006290017	ちか	0.004987751
はに	0.005009574	ヘば	0.00465446	こヒ	0.004997505	らが	0.005207	ドり	0.00551939	のに	0.005841938	きま	0.005142168	けむ	0.006209479	くや	0.004907433
かゲ	0.004931421	ゆゑ	0.004575704	ヒつ	0.004690439	きよ	0.005051798	なを	0.005199888	ギノ	0.005534871	れを	0.005142168	くノ	0.006048403	ミノ	0.004505843
れる	0.004931421	がひ	0.004339437	みむ	0.004536906	ヘに	0.004818997	きし	0.005040137	ノふ	0.005534871	はは	0.004986581	はつ	0.005967865	きや	0.004425525
こエ	0.004853269	いに	0.004260681	さノ	0.004383372	りす	0.004818997	がな	0.004960262	るさ	0.005458105	りは	0.004986581	こに	0.005887327	かが	0.004345207
ひき	0.004853269	ゲき	0.00410317	ませ	0.004383372	コぎ	0.004741396	コゑ	0.004960262	びく	0.005304571	たれ	0.004830993	がき	0.005726251	かミ	0.004264889
かる	0.004775116	はぬ	0.00410317	みま	0.004383372	たて	0.004741396	トヨ	0.004960262	ふる	0.005151038	りト	0.004830993	れな	0.005484637	りて	0.004264889
ひは	0.004696964	ねつ	0.003788147	さま	0.004153073	エノ	0.004430994	きき	0.004720636	れノ	0.004997505	たむ	0.004753199	たヘ	0.005243023	づさ	0.004184571
コヨ	0.004618811	はり	0.003788147	ねば	0.003999539	ノが	0.004353393	きト	0.00464076	ヘに	0.004920738	にま	0.004753199	すべ	0.005001409	ふも	0.004184571
ぬば	0.004462506	しお	0.003709392	まき	0.003999539	はま	0.004353393	さケ	0.004560885	いロ	0.004843972	ヨり	0.004753199	ただ	0.005001409	かづ	0.004104253
うま	0.004384354	しへ	0.003709392	おく	0.003692473	たた	0.004275792	がね	0.004401134	みる	0.004767205	らメ	0.004753199	にし	0.005001409	ふみ	0.004104253
ひキ	0.004149896	らエ	0.003709392	くに	0.003692473	ぶね	0.004275792	いた	0.004241383	らし	0.004767205	しは	0.004675406	なゲ	0.004437643	もち	0.004104253
ノこ	0.003993591	づま	0.003630636	がい	0.003385407	ヒわ	0.004198192	ケば	0.004241383	たを	0.004690439	れに	0.004675406	たみ	0.004357105	なし	0.003943617
くよ	0.003837287	はも	0.00355188	まト	0.00330864	いソ	0.004120591	さね	0.004161508	さと	0.004613672	はい	0.004442024	なが	0.004276567	なつ	0.003943617
ぬれ	0.003837287	もへ	0.00355188	かり	0.003231873	つノ	0.004042991	やす	0.004081633	をり	0.004613672	むす	0.004286437	にか	0.004276567	かき	0.003863299
ゲに	0.003680982	けむ	0.003473125	ても	0.003155107	とに	0.004042991	りが	0.003921882	みた	0.004536906	いひ	0.004053055	くま	0.004196029	ひつ	0.003782981
がま	0.003602829	トメ	0.003473125	るも	0.00307834	すぎ	0.00388779	まな	0.003762131	りけ	0.004383372	たゆ	0.003975262	ヒノ	0.004196029	みコ	0.003782981
つト	0.003602829	ノひ	0.003473125	つも	0.003001574	ぢノ	0.003810189	くを	0.003682256	すな	0.004306606	たら	0.003975262	ヨソ	0.004115491	ほノ	0.003702663
ケに	0.003524677	ゾお	0.003236858	つね	0.002924807	ノり	0.003732588	まだ	0.003682256	にほ	0.004306606	はま	0.003975262	でて	0.004034953	ケノ	0.003622344
たが	0.003524677	もコ	0.003236858	あた	0.002848041	かぢ	0.003654988	しけ	0.00360238	がノ	0.004153073	はた	0.003819674	ヒし	0.004034953	トコ	0.003622344
あケ	0.003446524	エぬ	0.003158102	かず	0.002771274	つな	0.003654988	ノく	0.00360238	ぐひ	0.004153073	ずあ	0.003664087	たに	0.003954415	コし	0.00338139
てる	0.003446524	トお	0.003158102	たま	0.002771274	ノお	0.003577387	まよ	0.003522505	ひす	0.004153073	りコ	0.003664087	ベく	0.003954415	みむ	0.003301072
るつ	0.003446524	ゑに	0.003158102	くか	0.002694507	みた	0.003577387	かづ	0.003362754	ちら	0.003922773	たエ	0.003586293	だれ	0.003873878	ゆみ	0.003301072
こら	0.003368372	がお	0.003000591	くひ	0.002694507	トめ	0.003499787	さを	0.003362754	なさ	0.003922773	ねて	0.003586293	にせ	0.003873878	りも	0.003301072
のは	0.003368372	づノ	0.003000591	いノ	0.002540974	るな	0.003499787	なた	0.003362754	びき	0.003922773	はば	0.003586293	さヘ	0.00379334	いや	0.003220754
より	0.003368372	ふか	0.003000591	くほ	0.002540974	ミに	0.003422186	かず	0.003282879	まは	0.003922773	いノ	0.003430705	にこ	0.00379334	たぎ	0.003220754
かト	0.003290219	ロを	0.002921835	びに	0.002540974	にた	0.003344585	さら	0.003282879	らつ	0.00376924	つせ	0.003430705	あを	0.003712802	たし	0.003220754
よは	0.003290219	をお	0.002921835	もい	0.002540974	きコ	0.003266985	かき	0.003203003	をみ	0.00376924	びト	0.003352911	がし	0.003632264	るき	0.003220754
さよ	0.003212067	トゴ	0.002843079	らふ	0.002387441	ささ	0.003111784	ベき	0.003203003	ふき	0.003692473	まは	0.003275118	ぎて	0.003632264	れば	0.003220754
よノ	0.003212067	なに	0.002843079	くり	0.002310674	コぐ	0.003034183	きわ	0.003123128	なが	0.003615706	ヨに	0.003197324	つぎ	0.003551726	しし	0.003140436
つを	0.003133914	るコ	0.002764324	つあ	0.002310674	ねは	0.003034183	にし	0.003123128	ロづ	0.003615706	かメ	0.00311953	ベし	0.003551726	かヘ	0.003060118
くみ	0.003055762	しみ	0.002685568	みね	0.002310674	ノす	0.003034183	ふた	0.003123128	ふノ	0.00353894	ノた	0.00311953	ろた	0.003551726	しト	0.003060118
した	0.003055762	つケ	0.002685568	をノ	0.002310674	かば	0.002878982	がか	0.003043253	され	0.003462173	さり	0.003041736	みだ	0.003471188	すか	0.003060118
せノ	0.003055762	トゾ	0.002685568	てか	0.002233908	みつ	0.002878982	けく	0.003043253	とノ	0.003462173	ずし	0.003041736	るベ	0.003471188	こノ	0.0029798
ノつ	0.003055762	れか	0.002685568	ねに	0.002233908	ノエ	0.002723781	にか	0.002883502	うぐ	0.003385407	ちも	0.003041736	をれ	0.003471188	しノ	0.0029798
ひノ	0.003055762	きコ	0.002606812	ほく	0.002233908	まに	0.002723781	ねか	0.002883502	かざ	0.003385407	さら	0.002963943	こを	0.00339065	しが	0.002899482
かつ	0.002977609	おふ	0.002449301	らさ	0.002233908	もか	0.002723781	りつ	0.002803626	ケぬ	0.003385407	りけ	0.002963943	ケな	0.003149036	ひな	0.002819164
きぬ	0.002899457	ねも	0.002449301	るい	0.002233908	らゆ	0.002723781	りソ	0.002723751	るノ	0.003385407	れし	0.002963943	ひノ	0.003149036	みト	0.002819164
しメ	0.002899457	もし	0.002449301	いき	0.002157141	りた	0.00264618	かむ	0.002564	ぜノ	0.003155107	れや	0.002963943	エて	0.003068498	ゐて	0.002819164
かさ	0.002821304	コに	0.002370545	かる	0.002157141	をは	0.00256858	はに	0.002564	ちる	0.003155107	しコ	0.002886149	さメ	0.003068498	みヨ	0.002738846
がつ	0.002743152	にす	0.002370545	たば	0.002157141	せに	0.002490979	かよ	0.002484125	すノ	0.00307834	すト	0.002886149	ふれ	0.003068498	やき	0.002738846
がて	0.002743152	ぬノ	0.002370545	ひを	0.002157141	へな	0.002490979	みに	0.002484125	ノの	0.00307834	はひ	0.002886149	ぐさ	0.00298796	より	0.002738846
くろ	0.002743152	はね	0.002370545	まが	0.002157141	ヨす	0.002490979	もす	0.002484125	ぐれ	0.003001574	れも	0.002886149	にい	0.00298796	りか	0.002738846
まを	0.002664999	ノゴ	0.00229179	らか	0.002157141	いざ	0.002413378	なな	0.002324374	けら	0.003001574	ふト	0.002808355	にふ	0.00298796	きを	0.002658528
みわ	0.002664999	ぬれ	0.002213034	ゲく	0.002080375	だノ	0.002413378	ねを	0.002324374	のへ	0.002924807	いヘ	0.002730561	ヒに	0.00298796	やト	0.002658528
よふ	0.002664999	へに	0.002213034	ばく	0.002080375	まな	0.002413378	さし	0.002244499	どに	0.002848041	たメ	0.002730561	みず	0.002907422	あづ	0.002497892
りく	0.002664999	しけ	0.002134278	はゆ	0.002003608	よき	0.002413378	すむ	0.002244499	るゆ	0.002694507	まコ	0.002730561	りし	0.002907422	そか	0.002497892
まゆ	0.002586847	ちた	0.002134278	ふい	0.002003608	りそ	0.002413378	やに	0.002244499	りつ	0.002617741	メつ	0.002730561	コだ	0.002826884	トほ	0.002497892
しの	0.002508694	ぬに	0.002134278	むヨ	0.002003608	がふ	0.002335778	るト	0.002244499	をば	0.002617741	しぬ	0.002652768	しる	0.002826884	なで	0.002497892
せる	0.002508694	ノい	0.002134278	くく	0.001926841	きす	0.002335778	いね	0.002084748	しぐ	0.002540974	さし	0.00249718	ちし	0.002826884	ドあ	0.002417574
つか	0.002508694	ゴロ	0.002055523	くば	0.001926841	しに	0.002335778	ぬる	0.002084748	はす	0.002540974	じト	0.00249718	つに	0.002826884	とり	0.002417574
ぬら	0.002508694	トく	0.002055523	ほふ	0.001926841	つり	0.002335778	ちド	0.002004872	づき	0.002464208	つち	0.00249718	かか	0.002746346	あさ	0.002337256
ふさ	0.002508694	しる	0.001976767	りせ	0.001850075	やみ	0.002335778	にな	0.002004872	にき	0.002464208	ずて	0.002419386	しゲ	0.002746346	さゆ	0.002337256
まま	0.002508694	ヨド	0.001976767	がメ	0.001773308	るみ	0.002335778	ねな	0.002004872	へし	0.002464208	ずト	0.002419386	つは	0.002746346	やひ	0.002256937
をら	0.002508694	りき	0.001976767	だも	0.001773308	かみ	0.002258177	ふト	0.002004872	まと	0.002464208	ノい	0.002419386	むひ	0.002746346	ノた	0.002176619
まへ	0.002430542	らひ	0.001898011	びゆ	0.001773308	をさ	0.002258177	よぶ	0.002004872	さけ	0.002387441	すき	0.002341592	べな	0.002665808	けれ	0.002096301
ひか	0.00235239	ロか	0.001898011	はも	0.001696542	せノ	0.002180577	ずて	0.001924997	ざし	0.002310674	はじ	0.002341592	もで	0.002665808	なゐ	0.002096301
をノ	0.00235239	けに	0.001819256	むた	0.001696542	てて	0.002180577	つね	0.001924997	なヘ	0.002310674	ミな	0.002341592	るま	0.002665808	にノ	0.002096301
かや	0.002274237	ノト	0.001819256	トし	0.001619775	はて	0.002180577	トつ	0.001924997	ゆノ	0.002310674	れこ	0.002341592	なぐ	0.00258527	まそ	0.002096301
ノよ	0.002274237	よひ	0.001819256	ふか	0.001619775	やく	0.002180577	ねに	0.001924997	うゑ	0.002233908	れト	0.002341592	ゾあ	0.002504732	ヨロ	0.002096301
さつ	0.002196085	けド	0.0017405	むも	0.001619775	らは	0.002180577	ばノ	0.001924997	がせ	0.002233908	ある	0.002186005	にお	0.002504732	でし	0.002015983
さぶ	0.002196085	こゆ	0.0017405	よを	0.001619775	ごノ	0.002102976	きケ	0.001845122	きく	0.002233908	さに	0.002186005	ぬベ	0.002504732	にコ	0.002015983
つき	0.002196085	ノね	0.0017405	あれ	0.001543008	ずも	0.002102976	ギり	0.001845122	なギ	0.002233908	すま	0.002186005	ミに	0.002504732	らぬ	0.002015983
ふれ	0.002196085	はわ	0.0017405	なト	0.001543008	たふ	0.002102976	ずか	0.001845122	ほひ	0.002233908	つゲ	0.002186005	あメ	0.002424194	てに	0.001935665
きさ	0.002117932	あさ	0.001661744	もゐ	0.001543008	トま	0.002102976	はを	0.001845122	むき	0.002233908	ふコ	0.002186005	いな	0.002424194	にヨ	0.001935665
キは	0.002117932	いケ	0.001661744	をな	0.001543008	ノわ	0.002102976	うノ	0.001765246	ちな	0.002157141	コむ	0.002108211	トし	0.002424194	やは	0.001935665
こま	0.002117932	たひ	0.001661744	いく	0.001466242	らミ	0.002102976	かて	0.001765246	らす	0.002157141	さず	0.002108211	ひだ	0.002424194	きあ	0.001855347
あひ	0.00203978	つれ	0.001661744	があ	0.001466242	るを	0.002102976	しゾ	0.001765246	らば	0.002157141	たく	0.002108211	ヨく	0.002424194	ちト	0.001855347
キを	0.00203978	トみ	0.001661744	キに	0.001466242	つた	0.002025375	なほ	0.001765246	すぎ	0.002080375	ぬる	0.002108211	エコ	0.002343656	さす	0.001775029
ばら	0.00203978	いは	0.001582989	たは	0.001466242	ねに	0.002025375	ぬれ	0.001765246	ふく	0.002080375	はコ	0.002108211	がす	0.002263118	にお	0.001775029
まず	0.00203978	さと	0.001582989	みも	0.001466242	まり	0.002025375	むな	0.001765246	やな	0.002080375	メを	0.002108211	てい	0.002263118	にや	0.001775029
まぢ	0.00203978	つく	0.001582989	をに	0.001466242	キり	0.001947775	りて	0.001765246	すぐ	0.002003608	いり	0.002030417	はこ	0.00218258	まト	0.001775029
ゆら	0.00203978	ぬひ	0.001582989	いた	0.001389475	さわ	0.001947775	さほ	0.001685371	たか	0.002003608	すび	0.002030417	ヒを	0.00218258	みぬ	0.001775029
まづ	0.001961627	はみ	0.001582989	ケに	0.001389475	しふ	0.001947775	つち	0.001685371	たつ	0.002003608	もも	0.002030417	ソに	0.002102042	あヘ	0.001694711
ゲノ	0.001805322	ヨノ	0.001582989	もた	0.001389475	ノし	0.001947775	なむ	0.001685371	ノノ	0.002003608	もヨ	0.002030417	もお	0.002102042	あへ	0.001694711
しノ	0.001805322	ちへ	0.001504233	をる	0.001389475	ぎに	0.001870174	ねし	0.001685371	メは	0.002003608	やか	0.002030417	りに	0.002102042	きて	0.001694711
つば	0.001805322	ノゆ	0.001504233	かど	0.001312709	ぜふ	0.001870174	あや	0.001605495	ギは	0.001926841	つロ	0.001952624	いち	0.002021504	ぎノ	0.001694711
はせ	0.001805322	るに	0.001504233	だて	0.001312709	せを	0.001870174	かさ	0.001605495	がう	0.001850075	はさ	0.001952624	がた	0.002021504	こみ	0.001694711
がゆ	0.00172717	にひ	0.001425477	ヒむ	0.001312709	ノせ	0.001870174	なも	0.001605495	さぢ	0.001850075	トあ	0.00187483	ソメ	0.002021504	ばし	0.001694711
ちが	0.00172717	ふひ	0.001425477	ベき	0.001312709	ヘて	0.001870174	しゲ	0.00152562	づか	0.001850075	にヨ	0.00187483	らぬ	0.002021504	もき	0.001694711
まケ	0.00172717	むか	0.001425477	ほつ	0.001312709	やそ	0.001870174	てき	0.00152562	ノに	0.001850075	ふに	0.00187483	ろく	0.002021504	あひ	0.001614393
コせ	0.001649017	むら	0.001425477	まゾ	0.001312709	りエ	0.001870174	てな	0.00152562	ぶき	0.001850075	はお	0.001797036	たら	0.001940966	おく	0.001614393
てま	0.001649017	もロ	0.001425477	みら	0.001312709	なご	0.001792574	ゆケ	0.00152562	むく	0.001850075	ヒメ	0.001797036	ては	0.001940966	かふ	0.001614393
なる	0.001649017	らく	0.001425477	をを	0.001312709	なと	0.001792574	ゆな	0.00152562	うれ	0.001773308	ヘぬ	0.001797036	ふま	0.001940966	ける	0.001614393
はた	0.001649017	コち	0.001346722	いや	0.001235942	ほぶ	0.001792574	ヨみ	0.00152562	なふ	0.001773308	らじ	0.001797036	むを	0.001940966	しる	0.001614393
ろか	0.001649017	すゲ	0.001346722	さむ	0.001235942	めら	0.001792574	こド	0.001445745	るら	0.001773308	をも	0.001797036	こし	0.001860428	ほや	0.001614393
ケむ	0.001570865	ちか	0.001346722	ずや	0.001235942	ヨせ	0.001792574	トふ	0.001445745	あそ	0.001696542	いけ	0.001719242	にを	0.001860428	メか	0.001614393
まほ	0.001570865	ひお	0.001346722	てゆ	0.001235942	くわ	0.001714973	はく	0.001445745	エに	0.001696542	エず	0.001719242	ヘぬ	0.00177989	りに	0.001614393
むさ	0.001570865	まト	0.001346722	トか	0.001235942	すそ	0.001714973	ヨノ	0.001445745	ぜに	0.001696542	しも	0.001719242	ゲみ	0.001699352	るよ	0.001614393
がり	0.001492712	れず	0.001346722	なま	0.001235942	ソコ	0.001714973	ロし	0.001445745	ふべ	0.001696542	ちを	0.001719242	しよ	0.001699352	きま	0.001534075
たき	0.001492712	おち	0.001267966	らな	0.001235942	そノ	0.001714973	をき	0.001445745	みれ	0.001696542	にい	0.001719242	おヒ	0.001618814	こは	0.001534075
たる	0.001492712	とり	0.001267966	ける	0.001159176	ちわ	0.001714973	きゆ	0.001365869	がに	0.001619775	にゾ	0.001719242	そら	0.001618814	しロ	0.001534075
ちこ	0.001492712	ねド	0.001267966	たく	0.001159176	づな	0.001714973	にぬ	0.001365869	きふ	0.001619775	さぬ	0.001641449	ミし	0.001618814	すゑ	0.001534075
ヒに	0.001492712	ノヘ	0.001267966	かじ	0.001082409	つら	0.001714973	はが	0.001365869	るに	0.001619775	しわ	0.001641449	いほ	0.001538276	かを	0.001453757
ぶる	0.001492712	ヘか	0.001267966	きづ	0.001082409	てに	0.001714973	まて	0.001365869	るや	0.001619775	なに	0.001641449	エつ	0.001538276	くき	0.001453757
ゆひ	0.001492712	まひ	0.001267966	くい	0.001082409	はづ	0.001714973	るが	0.001365869	トな	0.001543008	はし	0.001641449	かケ	0.001538276	にな	0.001453757
くこ	0.00141456	おノ	0.00118921	さば	0.001082409	もも	0.001714973	きい	0.001285994	あが	0.001466242	るわ	0.001641449	でふ	0.001538276	メづ	0.001453757
くヨ	0.00141456	かほ	0.00118921	トド	0.001082409	うな	0.001637372	すく	0.001285994	ソね	0.001466242	しい	0.001563655	ヒむ	0.001538276	ゐノ	0.001453757
さに	0.00141456	くた	0.00118921	はさ	0.001082409	たせ	0.001637372	ぢを	0.001285994	なづ	0.001466242	しゑ	0.001563655	ヒや	0.001538276	いし	0.001373439
てら	0.00141456	しさ	0.00118921	はだ	0.001082409	ミを	0.001637372	つぐ	0.001285994	なへ	0.001466242	せみ	0.001563655	みさ	0.001538276	くり	0.001373439
らむ	0.00141456	ひソ	0.00118921	ふし	0.001082409	ゆメ	0.001637372	なけ	0.001285994	ふふ	0.001466242	はれ	0.001563655	をあ	0.001538276	こし	0.001373439
エむ	0.001336407	ひや	0.00118921	らね	0.001082409	をい	0.001637372	にに	0.001285994	ほに	0.001466242	ひま	0.001563655	をま	0.001538276	しば	0.001373439
ケば	0.001336407	ほの	0.00118921	きけ	0.001005642	しじ	0.001559772	ノト	0.001285994	ゆし	0.001466242	らな	0.001563655	せし	0.001457738	だか	0.001373439
こほ	0.001336407	むこ	0.00118921	こゆ	0.001005642	ぢか	0.001559772	きソ	0.001206118	ゆに	0.001466242	せな	0.001485861	づヨ	0.001457738	しづ	0.001293121
にゆ	0.001336407	よは	0.00118921	さや	0.001005642	なゆ	0.001559772	すギ	0.001206118	がの	0.001389475	なれ	0.001485861	てあ	0.001457738	つが	0.001293121
めノ	0.001336407	うた	0.001110455	しさ	0.001005642	にノ	0.001559772	なす	0.001206118	たれ	0.001389475	もあ	0.001485861	でか	0.001457738	りゆ	0.001293121
やつ	0.001336407	こヒ	0.001110455	しり	0.001005642	やケ	0.001559772	やむ	0.001206118	ぬれ	0.001389475	さは	0.001408067	でた	0.001457738	るま	0.001293121
をコ	0.001336407	ずき	0.001110455	とを	0.001005642	るあ	0.001559772	ゑノ	0.001206118	ふゆ	0.001389475	しト	0.001408067	てば	0.001457738	うる	0.001212803
つが	0.001258255	つる	0.001110455	にく	0.001005642	きへ	0.001482171	きだ	0.001126243	らぶ	0.001389475	ずけ	0.001408067	ヒも	0.001457738	きむ	0.001212803
つや	0.001258255	トよ	0.001110455	びノ	0.001005642	こほ	0.001482171	ぐら	0.001126243	エだ	0.001312709	てお	0.001408067	ふヨ	0.001457738	コむ	0.001212803
ぬひ	0.001258255	はら	0.001110455	やい	0.001005642	ぬき	0.001482171	てゾ	0.001126243	まぶ	0.001312709	はメ	0.001408067	まも	0.001457738	ゾも	0.001212803
ノキ	0.001258255	より	0.001110455	らは	0.001005642	かゆ	0.001404571	トや	0.001126243	るた	0.001312709	メゆ	0.001408067	るく	0.001457738	つひ	0.001212803
ノね	0.001258255	りか	0.001110455	れゐ	0.001005642	いそ	0.00132697	なひ	0.001126243	あわ	0.001235942	もわ	0.001408067	だく	0.0013772	トド	0.001212803
いさ	0.001180102	ロが	0.001110455	かね	0.000928876	キし	0.00132697	には	0.001126243	がか	0.001235942	らず	0.001408067	てみ	0.0013772	なれ	0.001212803
きを	0.001180102	かケ	0.001031699	かミ	0.000928876	さは	0.00132697	ひた	0.001126243	たの	0.001235942	ざら	0.001330273	にだ	0.0013772	にき	0.001212803
