uta	att
4	0.107309942
6	0.116305916
7	0.126695527
8	0.08625731
9	0.102356902
10	0.107309942
11	0.096783626
12	0.094152047
14	0.094152047
15	0.085137085
18	0.115204678
19	0.091520468
20	0.10994152
21	0.116305916
22	0.107309942
23	0.092740741
24	0.08625731
27	0.100721501
28	0.138888889
30	0.116305916
31	0.108513709
32	0.113708514
33	0.088888889
34	0.075730994
35	0.126695527
37	0.103318903
39	0.08625731
40	0.09033189
41	0.088888889
42	0.091520468
43	0.083625731
44	0.102046784
46	0.142279942
47	0.095526696
48	0.107309942
49	0.078362573
51	0.092740741
53	0.102046784
54	0.073099415
55	0.094152047
56	0.096783626
57	0.144152047
58	0.096783626
59	0.096783626
60	0.121500722
61	0.115204678
62	0.088888889
63	0.083625731
64	0.170851371
65	0.113708514
66	0.08625731
67	0.095526696
68	0.191630592
69	0.073099415
70	0.083625731
71	0.149415205
72	0.152046784
73	0.080994152
74	0.123099415
75	0.113708514
76	0.121500722
77	0.134487734
78	0.086609687
80	0.124098124
81	0.099415205
82	0.102046784
83	0.103318903
84	0.098124098
85	0.091520468
86	0.103318903
87	0.111111111
88	0.091520468
89	0.10994152
90	0.083625731
91	0.094301994
92	0.117836257
93	0.096866097
94	0.112573099
95	0.106074074
96	0.092929293
97	0.095526696
98	0.141520468
99	0.157309942
100	0.147474747
101	0.09033189
102	0.084045584
103	0.112573099
104	0.102046784
105	0.088888889
106	0.092929293
107	0.091520468
108	0.094152047
109	0.083625731
110	0.112573099
111	0.123099415
112	0.125730994
113	0.08625731
114	0.085137085
115	0.092929293
116	0.107309942
117	0.149415205
118	0.13625731
119	0.112573099
120	0.073789174
121	0.080994152
122	0.157309942
123	0.13625731
124	0.098124098
125	0.147474747
126	0.08625731
127	0.077344877
128	0.098124098
129	0.116740741
130	0.088888889
132	0.102046784
133	0.15007215
134	0.125730994
136	0.10994152
137	0.124098124
139	0.103318903
140	0.134487734
141	0.091520468
142	0.082539683
143	0.102046784
144	0.212409812
145	0.107716049
146	0.112573099
147	0.077344877
148	0.105916306
149	0.157309942
151	0.094152047
152	0.107309942
154	0.07994228
156	0.123569024
157	0.121500722
158	0.080994152
160	0.097965571
161	0.117836257
163	0.09033189
164	0.091520468
165	0.096866097
166	0.096866097
168	0.083625731
169	0.107309942
170	0.096783626
171	0.094152047
172	0.088888889
173	0.087734488
174	0.102046784
175	0.098124098
176	0.141520468
177	0.115204678
178	0.10994152
179	0.099415205
180	0.078362573
181	0.07994228
182	0.102046784
183	0.123099415
184	0.094152047
185	0.096783626
186	0.117836257
187	0.10994152
188	0.10994152
189	0.113708514
190	0.202046784
191	0.152046784
192	0.138888889
193	0.09033189
195	0.105916306
197	0.095526696
198	0.144152047
200	0.099415205
201	0.104678363
202	0.10994152
203	0.087734488
205	0.094152047
206	0.144152047
208	0.107309942
209	0.137085137
211	0.107309942
212	0.137085137
214	0.120467836
215	0.155266955
216	0.112573099
218	0.080994152
219	0.106074074
221	0.09033189
222	0.08625731
223	0.100721501
224	0.095526696
225	0.085137085
226	0.112250712
227	0.137891738
228	0.091520468
229	0.098124098
231	0.088888889
232	0.091737892
233	0.075730994
234	0.095526696
235	0.087734488
235.1	0.09033189
236	0.10968661
237	0.096866097
238	0.091520468
240	0.080994152
241	0.091520468
242	0.137891738
243	0.105916306
244	0.121500722
245	0.096783626
246	0.074747475
247	0.075730994
248	0.104678363
249	0.086805556
250	0.078362573
251	0.124740741
252	0.099415205
253	0.133625731
254	0.129292929
255	0.096783626
256	0.114814815
256.1	0.114814815
258	0.103318903
259	0.103318903
262	0.088888889
263	0.091737892
264	0.102046784
265	0.098124098
266	0.163532764
267	0.096783626
268	0.088888889
269	0.098124098
270	0.080994152
271	0.075730994
272	0.096783626
273	0.07994228
274	0.073099415
275	0.115204678
276	0.15007215
276.1	0.134487734
277	0.112573099
278	0.09033189
279	0.091520468
280	0.102046784
281	0.091520468
282	0.080994152
283	0.083625731
284	0.091520468
285	0.101994302
286	0.112573099
287	0.120467836
288	0.09033189
289	0.078362573
290	0.08625731
291	0.102046784
292	0.08625731
293	0.08048048
294	0.082539683
295	0.107309942
296	0.124098124
297	0.095526696
298	0.102046784
299	0.091520468
300	0.120467836
301	0.092929293
302	0.078917379
303	0.08625731
304	0.144877345
305	0.113708514
306	0.085137085
307	0.116305916
308	0.091520468
309	0.08625731
310	0.096783626
311	0.094152047
312	0.098124098
313	0.157864358
314	0.117836257
316	0.107309942
318	0.096866097
320	0.088888889
321	0.104678363
323	0.102046784
325	0.126695527
326	0.117836257
327	0.07994228
328	0.083625731
329	0.152669553
330	0.102046784
331	0.080994152
332	0.089173789
333	0.18625731
334	0.165204678
335	0.083625731
336	0.100740741
337	0.088888889
338	0.105916306
339	0.105916306
340	0.092929293
341	0.09033189
342	0.116305916
343	0.099415205
344	0.104678363
345	0.09033189
346	0.125730994
347	0.085137085
348	0.083625731
349	0.107122507
350	0.080994152
351	0.104678363
352	0.087407407
353	0.104678363
354	0.082539683
355	0.08625731
356	0.07994228
357	0.111111111
358	0.103318903
359	0.16046176
360	0.095526696
361	0.094152047
362	0.102046784
363	0.091520468
364	0.121500722
365	0.115204678
367	0.105916306
368	0.083625731
369	0.087734488
370	0.088888889
371	0.134487734
373	0.088888889
374	0.149415205
375	0.099415205
376	0.152669553
377	0.124098124
378	0.087734488
380	0.082539683
381	0.15007215
383	0.104678363
384	0.16652602
385	0.120467836
386	0.098124098
387	0.100721501
389	0.094152047
390	0.118903319
391	0.088888889
392	0.165204678
393	0.088888889
394	0.088888889
395	0.113708514
396	0.13968254
397	0.183625731
398	0.094301994
399	0.103318903
400	0.084045584
401	0.091520468
402	0.082539683
403	0.092929293
404	0.075730994
405	0.076353276
406	0.117836257
407	0.082539683
408	0.08625731
409	0.146783626
410	0.078917379
411	0.08625731
412	0.088888889
413	0.122507123
414	0.107309942
415	0.099430199
416	0.104678363
417	0.088888889
418	0.083625731
419	0.123099415
421	0.094152047
422	0.118903319
424	0.100721501
425	0.100721501
426	0.096783626
427	0.092929293
428	0.111111111
429	0.094152047
430	0.080994152
432	0.107309942
433	0.147474747
434	0.15007215
435	0.096783626
436	0.118903319
437	0.15007215
438	0.098124098
439	0.102046784
440	0.099415205
441	0.101994302
442	0.123099415
444	0.126695527
445	0.10994152
446	0.098124098
447	0.144877345
448	0.100721501
449	0.102046784
450	0.120467836
451	0.102046784
452	0.117836257
453	0.112573099
454	0.083625731
455	0.096783626
456	0.117836257
457	0.165204678
458	0.142279942
459	0.107122507
461	0.105916306
462	0.091520468
463	0.165656566
464	0.09033189
465	0.115204678
467	0.100721501
468	0.100721501
469	0.094152047
470	0.111111111
471	0.154678363
472	0.157309942
473	0.141520468
474	0.145584046
476	0.131890332
477	0.09033189
479	0.092929293
480	0.137891738
482	0.14045584
483	0.078362573
484	0.091520468
486	0.095526696
487	0.126695527
488	0.107309942
489	0.099415205
490	0.194227994
491	0.09033189
492	0.116305916
493	0.095526696
494	0.113708514
495	0.077344877
496	0.157864358
497	0.120467836
498	0.088888889
499	0.145584046
500	0.091520468
501	0.120467836
502	0.199422799
503	0.176353276
504	0.113708514
505	0.152669553
506	0.131890332
507	0.104678363
508	0.126695527
510	0.107309942
511	0.080994152
512	0.095526696
513	0.137085137
514	0.170851371
515	0.128362573
516	0.113708514
517	0.143019943
518	0.120467836
519	0.082539683
520	0.120467836
521	0.099415205
522	0.089173789
523	0.07994228
524	0.13625731
525	0.082539683
526	0.162573099
527	0.095639944
528	0.15007215
530	0.191520468
531	0.089173789
532	0.125730994
533	0.094152047
535	0.129292929
536	0.13968254
537	0.128362573
538	0.165656566
539	0.089173789
540	0.134487734
541	0.098124098
542	0.10994152
544	0.108513709
545	0.104678363
547	0.138888889
548	0.114074074
549	0.082539683
550	0.099430199
551	0.091520468
552	0.157309942
553	0.173099415
554	0.120467836
555	0.099415205
556	0.10994152
557	0.107309942
558	0.111111111
559	0.105916306
560	0.107309942
561	0.15994152
562	0.096783626
563	0.095526696
564	0.107309942
565	0.105916306
566	0.094152047
567	0.084740741
568	0.120467836
569	0.212409812
570	0.088888889
571	0.105916306
572	0.104678363
573	0.087734488
574	0.118903319
575	0.091520468
576	0.120467836
577	0.125730994
578	0.120467836
579	0.144152047
580	0.123099415
581	0.118903319
582	0.152669553
583	0.178362573
584	0.09033189
585	0.08045007
586	0.105916306
587	0.091520468
588	0.115204678
589	0.117836257
590	0.083625731
591	0.162573099
592	0.092929293
593	0.117836257
594	0.149415205
595	0.15007215
596	0.088888889
597	0.096783626
598	0.128362573
599	0.096783626
600	0.111111111
601	0.163059163
602	0.117836257
603	0.120467836
604	0.09033189
605	0.128362573
606	0.176046176
607	0.173448773
608	0.176046176
609	0.152669553
610	0.092929293
611	0.166096866
612	0.111111111
613	0.173099415
614	0.183838384
615	0.131890332
616	0.10994152
617	0.18625731
618	0.10994152
620	0.129292929
621	0.105916306
