3-a	cont_a	3-b	cont_b	3-c	cont_c	3-d	cont_d	3-e	cont_e	3-f	cont_f	3-g	cont_g	3-h	cont_h	3-i	cont_i
あさ	7.89E-06	うす	7.74E-06	エう	8.00E-06	あり	7.92E-06	うづ	7.81E-06	あき	7.96E-06	あせ	7.94E-06	エか	7.70E-06	いし	7.71E-06
あざ	7.89E-06	うず	7.74E-06	えか	8.00E-06	ある	7.92E-06	うて	7.81E-06	あく	7.96E-06	あソ	7.94E-06	えか	7.70E-06	いせ	7.71E-06
あし	7.89E-06	うた	7.74E-06	えが	8.00E-06	あれ	7.92E-06	うト	7.81E-06	あケ	7.96E-06	あそ	7.94E-06	エが	7.70E-06	いソ	7.71E-06
あす	7.89E-06	うだ	7.74E-06	エく	8.00E-06	あろ	7.92E-06	うな	7.81E-06	あけ	7.96E-06	あた	7.94E-06	えが	7.70E-06	いだ	7.71E-06
あず	7.89E-06	うぢ	7.74E-06	エけ	8.00E-06	あわ	7.92E-06	うぬ	7.81E-06	あゲ	7.96E-06	あつ	7.94E-06	エき	7.70E-06	いつ	7.71E-06
あせ	7.89E-06	うつ	7.74E-06	エざ	8.00E-06	あゐ	7.92E-06	うね	7.81E-06	あご	7.96E-06	あづ	7.94E-06	エく	7.70E-06	いづ	7.71E-06
あぜ	7.89E-06	うづ	7.74E-06	エじ	8.00E-06	あを	7.92E-06	うは	7.81E-06	あさ	7.96E-06	あて	7.94E-06	エコ	7.70E-06	いで	7.71E-06
あソ	7.89E-06	うト	7.74E-06	エす	8.00E-06	いか	7.92E-06	うば	7.81E-06	あざ	7.96E-06	あト	7.94E-06	エざ	7.70E-06	いト	7.71E-06
あそ	7.89E-06	うに	7.74E-06	えす	8.00E-06	いき	7.92E-06	うへ	7.81E-06	あし	7.96E-06	あと	7.94E-06	えし	7.70E-06	いと	7.71E-06
あた	7.89E-06	うぬ	7.74E-06	エず	8.00E-06	いく	7.92E-06	うベ	7.81E-06	あじ	7.96E-06	あど	7.94E-06	エじ	7.70E-06	いに	7.71E-06
あだ	7.89E-06	うね	7.74E-06	えず	8.00E-06	いけ	7.92E-06	うみ	7.81E-06	あず	7.96E-06	あな	7.94E-06	エす	7.70E-06	いぬ	7.71E-06
あぢ	7.89E-06	うノ	7.74E-06	エせ	8.00E-06	いコ	7.92E-06	うむ	7.81E-06	あソ	7.96E-06	あに	7.94E-06	えす	7.70E-06	いね	7.71E-06
あづ	7.89E-06	うは	7.74E-06	えせ	8.00E-06	いさ	7.92E-06	うメ	7.81E-06	あぢ	7.96E-06	あノ	7.94E-06	エず	7.70E-06	いの	7.71E-06
あて	7.89E-06	うへ	7.74E-06	エた	8.00E-06	いざ	7.92E-06	うも	7.81E-06	あつ	7.96E-06	あの	7.94E-06	えず	7.70E-06	いば	7.71E-06
あト	7.89E-06	うベ	7.74E-06	えた	8.00E-06	いし	7.92E-06	うや	7.81E-06	あづ	7.96E-06	あは	7.94E-06	えせ	7.70E-06	いび	7.71E-06
あと	7.89E-06	うま	7.74E-06	エだ	8.00E-06	いせ	7.92E-06	うら	7.81E-06	あて	7.96E-06	あひ	7.94E-06	エソ	7.70E-06	いぶ	7.71E-06
あド	7.89E-06	うみ	7.74E-06	エつ	8.00E-06	いだ	7.92E-06	うれ	7.81E-06	あト	7.96E-06	あび	7.94E-06	エた	7.70E-06	いへ	7.71E-06
あな	7.89E-06	うむ	7.74E-06	えつ	8.00E-06	いづ	7.92E-06	うゑ	7.81E-06	あと	7.96E-06	あふ	7.94E-06	えた	7.70E-06	いま	7.71E-06
あに	7.89E-06	うも	7.74E-06	えて	8.00E-06	いて	7.92E-06	うを	7.81E-06	あド	7.96E-06	あぶ	7.94E-06	エつ	7.70E-06	いみ	7.71E-06
あノ	7.89E-06	うや	7.74E-06	エト	8.00E-06	いト	7.92E-06	エい	7.81E-06	あど	7.96E-06	あベ	7.94E-06	えつ	7.70E-06	いむ	7.71E-06
あの	7.89E-06	うら	7.74E-06	エと	8.00E-06	いと	7.92E-06	えい	7.81E-06	あな	7.96E-06	あほ	7.94E-06	エて	7.70E-06	いメ	7.71E-06
あは	7.89E-06	うる	7.74E-06	エな	8.00E-06	いな	7.92E-06	エう	7.81E-06	あに	7.96E-06	あま	7.94E-06	えて	7.70E-06	いや	7.71E-06
あば	7.89E-06	うれ	7.74E-06	えな	8.00E-06	いに	7.92E-06	エか	7.81E-06	あノ	7.96E-06	あみ	7.94E-06	エト	7.70E-06	いゆ	7.71E-06
あひ	7.89E-06	うゑ	7.74E-06	エに	8.00E-06	いぬ	7.92E-06	えか	7.81E-06	あの	7.96E-06	あメ	7.94E-06	エと	7.70E-06	いヨ	7.71E-06
あび	7.89E-06	エい	7.74E-06	エね	8.00E-06	いね	7.92E-06	エが	7.81E-06	あは	7.96E-06	あも	7.94E-06	えな	7.70E-06	いわ	7.71E-06
あふ	7.89E-06	えい	7.74E-06	えね	8.00E-06	いノ	7.92E-06	えが	7.81E-06	あば	7.96E-06	あよ	7.94E-06	エに	7.70E-06	うう	7.71E-06
あぶ	7.89E-06	エう	7.74E-06	えノ	8.00E-06	いの	7.92E-06	エき	7.81E-06	あひ	7.96E-06	あり	7.94E-06	エぬ	7.70E-06	うか	7.71E-06
あヘ	7.89E-06	エか	7.74E-06	エは	8.00E-06	いば	7.92E-06	エく	7.81E-06	あび	7.96E-06	ある	7.94E-06	エね	7.70E-06	うぐ	7.71E-06
あへ	7.89E-06	えか	7.74E-06	エば	8.00E-06	いび	7.92E-06	エコ	7.81E-06	あふ	7.96E-06	あれ	7.94E-06	えね	7.70E-06	うケ	7.71E-06
あベ	7.89E-06	エき	7.74E-06	エび	8.00E-06	いふ	7.92E-06	エこ	7.81E-06	あぶ	7.96E-06	あろ	7.94E-06	エノ	7.70E-06	うけ	7.71E-06
あほ	7.89E-06	エく	7.74E-06	エま	8.00E-06	いぶ	7.92E-06	エざ	7.81E-06	あヘ	7.96E-06	あわ	7.94E-06	エの	7.70E-06	うご	7.71E-06
あみ	7.89E-06	エこ	7.74E-06	エみ	8.00E-06	いヘ	7.92E-06	エし	7.81E-06	あへ	7.96E-06	いけ	7.94E-06	えノ	7.70E-06	うさ	7.71E-06
あむ	7.89E-06	エざ	7.74E-06	エむ	8.00E-06	いへ	7.92E-06	えし	7.81E-06	あベ	7.96E-06	いコ	7.94E-06	エは	7.70E-06	うし	7.71E-06
あメ	7.89E-06	エし	7.74E-06	えむ	8.00E-06	いほ	7.92E-06	エじ	7.81E-06	あほ	7.96E-06	いこ	7.94E-06	エば	7.70E-06	うす	7.71E-06
あも	7.89E-06	えし	7.74E-06	エメ	8.00E-06	いま	7.92E-06	エす	7.81E-06	あま	7.96E-06	いさ	7.94E-06	エび	7.70E-06	うず	7.71E-06
あや	7.89E-06	エじ	7.74E-06	エも	8.00E-06	いみ	7.92E-06	えず	7.81E-06	あみ	7.96E-06	いざ	7.94E-06	エま	7.70E-06	うせ	7.71E-06
あゆ	7.89E-06	エす	7.74E-06	えも	8.00E-06	いむ	7.92E-06	エせ	7.81E-06	あゆ	7.96E-06	いソ	7.94E-06	エみ	7.70E-06	うち	7.71E-06
ある	7.89E-06	えす	7.74E-06	えゆ	8.00E-06	いメ	7.92E-06	えせ	7.81E-06	あよ	7.96E-06	いそ	7.94E-06	エむ	7.70E-06	うぢ	7.71E-06
あれ	7.89E-06	えず	7.74E-06	エヨ	8.00E-06	いゆ	7.92E-06	エソ	7.81E-06	あら	7.96E-06	いだ	7.94E-06	えむ	7.70E-06	うづ	7.71E-06
あろ	7.89E-06	エせ	7.74E-06	エよ	8.00E-06	いヨ	7.92E-06	エた	7.81E-06	あれ	7.96E-06	いち	7.94E-06	エメ	7.70E-06	うて	7.71E-06
あわ	7.89E-06	エソ	7.74E-06	えら	8.00E-06	いり	7.92E-06	えた	7.81E-06	あろ	7.96E-06	いつ	7.94E-06	エも	7.70E-06	うト	7.71E-06
あゐ	7.89E-06	エた	7.74E-06	エを	8.00E-06	いる	7.92E-06	エだ	7.81E-06	あゐ	7.96E-06	いて	7.94E-06	えも	7.70E-06	うな	7.71E-06
あを	7.89E-06	えた	7.74E-06	えを	8.00E-06	いロ	7.92E-06	エて	7.81E-06	いく	7.96E-06	いで	7.94E-06	エゆ	7.70E-06	うに	7.71E-06
いか	7.89E-06	エつ	7.74E-06	おい	8.00E-06	いわ	7.92E-06	えて	7.81E-06	いけ	7.96E-06	いと	7.94E-06	えゆ	7.70E-06	うね	7.71E-06
いき	7.89E-06	えつ	7.74E-06	おう	8.00E-06	いを	7.92E-06	エト	7.81E-06	いコ	7.96E-06	いな	7.94E-06	エヨ	7.70E-06	うノ	7.71E-06
いけ	7.89E-06	エて	7.74E-06	おか	8.00E-06	うう	7.92E-06	エと	7.81E-06	いこ	7.96E-06	いに	7.94E-06	エよ	7.70E-06	うは	7.71E-06
いコ	7.89E-06	えて	7.74E-06	おキ	8.00E-06	うき	7.92E-06	えな	7.81E-06	いさ	7.96E-06	いね	7.94E-06	えら	7.70E-06	うば	7.71E-06
いこ	7.89E-06	エト	7.74E-06	おき	8.00E-06	うケ	7.92E-06	エに	7.81E-06	いざ	7.96E-06	いノ	7.94E-06	えり	7.70E-06	うヘ	7.71E-06
いさ	7.89E-06	エな	7.74E-06	おさ	8.00E-06	うけ	7.92E-06	えぬ	7.81E-06	いせ	7.96E-06	いは	7.94E-06	エを	7.70E-06	うへ	7.71E-06
いし	7.89E-06	えな	7.74E-06	おし	8.00E-06	うご	7.92E-06	エね	7.81E-06	いソ	7.96E-06	いば	7.94E-06	おい	7.70E-06	うま	7.71E-06
いた	7.89E-06	エぬ	7.74E-06	おす	8.00E-06	うさ	7.92E-06	えね	7.81E-06	いそ	7.96E-06	いぶ	7.94E-06	おう	7.70E-06	うみ	7.71E-06
いだ	7.89E-06	えぬ	7.74E-06	おソ	8.00E-06	うし	7.92E-06	エノ	7.81E-06	いた	7.96E-06	いヘ	7.94E-06	おか	7.70E-06	うむ	7.71E-06
いち	7.89E-06	エね	7.74E-06	おた	8.00E-06	うす	7.92E-06	エの	7.81E-06	いだ	7.96E-06	いへ	7.94E-06	おキ	7.70E-06	うメ	7.71E-06
いて	7.89E-06	エの	7.74E-06	おち	8.00E-06	うせ	7.92E-06	えノ	7.81E-06	いち	7.96E-06	いみ	7.94E-06	おき	7.70E-06	うも	7.71E-06
いト	7.89E-06	エは	7.74E-06	おつ	8.00E-06	うぢ	7.92E-06	エば	7.81E-06	いつ	7.96E-06	いむ	7.94E-06	おコ	7.70E-06	うや	7.71E-06
いと	7.89E-06	エば	7.74E-06	おト	8.00E-06	うつ	7.92E-06	エび	7.81E-06	いて	7.96E-06	いメ	7.94E-06	おさ	7.70E-06	うら	7.71E-06
いな	7.89E-06	エび	7.74E-06	おド	8.00E-06	うづ	7.92E-06	エま	7.81E-06	いで	7.96E-06	いも	7.94E-06	おし	7.70E-06	うれ	7.71E-06
いぬ	7.89E-06	エま	7.74E-06	おノ	8.00E-06	うて	7.92E-06	エみ	7.81E-06	いト	7.96E-06	いや	7.94E-06	おす	7.70E-06	うを	7.71E-06
いね	7.89E-06	エみ	7.74E-06	おは	8.00E-06	うな	7.92E-06	エむ	7.81E-06	いと	7.96E-06	いゆ	7.94E-06	おソ	7.70E-06	エい	7.71E-06
いノ	7.89E-06	エむ	7.74E-06	おば	8.00E-06	うぬ	7.92E-06	えむ	7.81E-06	いな	7.96E-06	いら	7.94E-06	おた	7.70E-06	エう	7.71E-06
いの	7.89E-06	えむ	7.74E-06	おヒ	8.00E-06	うね	7.92E-06	えも	7.81E-06	いぬ	7.96E-06	いり	7.94E-06	おち	7.70E-06	エか	7.71E-06
いば	7.89E-06	エも	7.74E-06	おふ	8.00E-06	うば	7.92E-06	えゆ	7.81E-06	いノ	7.96E-06	いる	7.94E-06	おト	7.70E-06	えか	7.71E-06
いひ	7.89E-06	えも	7.74E-06	おへ	8.00E-06	うヘ	7.92E-06	エヨ	7.81E-06	いの	7.96E-06	いロ	7.94E-06	おド	7.70E-06	エが	7.71E-06
いび	7.89E-06	えゆ	7.74E-06	おほ	8.00E-06	うへ	7.92E-06	エよ	7.81E-06	いば	7.96E-06	いわ	7.94E-06	おな	7.70E-06	えが	7.71E-06
いふ	7.89E-06	エヨ	7.74E-06	おぼ	8.00E-06	うベ	7.92E-06	えら	7.81E-06	いひ	7.96E-06	いを	7.94E-06	おノ	7.70E-06	エき	7.71E-06
いぶ	7.89E-06	エよ	7.74E-06	おみ	8.00E-06	うむ	7.92E-06	えり	7.81E-06	いび	7.96E-06	うう	7.94E-06	おは	7.70E-06	エく	7.71E-06
いヘ	7.89E-06	えり	7.74E-06	おメ	8.00E-06	うメ	7.92E-06	えを	7.81E-06	いふ	7.96E-06	うか	7.94E-06	おば	7.70E-06	エけ	7.71E-06
いへ	7.89E-06	エを	7.74E-06	おも	8.00E-06	うも	7.92E-06	おい	7.81E-06	いヘ	7.96E-06	うぐ	7.94E-06	おヒ	7.70E-06	エこ	7.71E-06
いま	7.89E-06	えを	7.74E-06	おや	8.00E-06	うら	7.92E-06	おう	7.81E-06	いへ	7.96E-06	うケ	7.94E-06	おひ	7.70E-06	えし	7.71E-06
いみ	7.89E-06	おい	7.74E-06	おヨ	8.00E-06	うる	7.92E-06	おか	7.81E-06	いほ	7.96E-06	うけ	7.94E-06	おふ	7.70E-06	エじ	7.71E-06
いむ	7.89E-06	おう	7.74E-06	およ	8.00E-06	うれ	7.92E-06	おキ	7.81E-06	いま	7.96E-06	うご	7.94E-06	おへ	7.70E-06	えす	7.71E-06
いメ	7.89E-06	おか	7.74E-06	おり	8.00E-06	うゑ	7.92E-06	おき	7.81E-06	いみ	7.96E-06	うさ	7.94E-06	おほ	7.70E-06	エず	7.71E-06
いも	7.89E-06	おキ	7.74E-06	おる	8.00E-06	うを	7.92E-06	おく	7.81E-06	いメ	7.96E-06	うし	7.94E-06	おぼ	7.70E-06	えず	7.71E-06
いや	7.89E-06	おき	7.74E-06	かあ	8.00E-06	えい	7.92E-06	おけ	7.81E-06	いも	7.96E-06	うす	7.94E-06	おみ	7.70E-06	エせ	7.71E-06
いゆ	7.89E-06	おく	7.74E-06	がい	8.00E-06	エか	7.92E-06	おさ	7.81E-06	いや	7.96E-06	うず	7.94E-06	おメ	7.70E-06	えせ	7.71E-06
いヨ	7.89E-06	おけ	7.74E-06	かう	8.00E-06	えか	7.92E-06	おし	7.81E-06	いヨ	7.96E-06	うだ	7.94E-06	おや	7.70E-06	エソ	7.71E-06
いら	7.89E-06	おコ	7.74E-06	かエ	8.00E-06	エが	7.92E-06	おす	7.81E-06	いら	7.96E-06	うち	7.94E-06	おゆ	7.70E-06	えた	7.71E-06
いる	7.89E-06	おさ	7.74E-06	がお	8.00E-06	えが	7.92E-06	おソ	7.81E-06	いり	7.96E-06	うぢ	7.94E-06	おヨ	7.70E-06	エだ	7.71E-06
いロ	7.89E-06	おし	7.74E-06	かか	8.00E-06	エけ	7.92E-06	おた	7.81E-06	いる	7.96E-06	うつ	7.94E-06	おり	7.70E-06	エつ	7.71E-06
いわ	7.89E-06	おす	7.74E-06	かが	8.00E-06	エコ	7.92E-06	おち	7.81E-06	いロ	7.96E-06	うづ	7.94E-06	おロ	7.70E-06	えつ	7.71E-06
いを	7.89E-06	おソ	7.74E-06	かキ	8.00E-06	エこ	7.92E-06	おつ	7.81E-06	うう	7.96E-06	うて	7.94E-06	かあ	7.70E-06	エて	7.71E-06
うう	7.89E-06	おち	7.74E-06	かき	8.00E-06	エざ	7.92E-06	おト	7.81E-06	うき	7.96E-06	うト	7.94E-06	があ	7.70E-06	えて	7.71E-06
うか	7.89E-06	おつ	7.74E-06	かぎ	8.00E-06	エし	7.92E-06	おド	7.81E-06	うぐ	7.96E-06	うに	7.94E-06	かい	7.70E-06	エト	7.71E-06
うぐ	7.89E-06	おト	7.74E-06	かけ	8.00E-06	えし	7.92E-06	おな	7.81E-06	うケ	7.96E-06	うぬ	7.94E-06	がい	7.70E-06	エと	7.71E-06
うけ	7.89E-06	おド	7.74E-06	がケ	8.00E-06	エじ	7.92E-06	おノ	7.81E-06	うご	7.96E-06	うね	7.94E-06	かう	7.70E-06	エな	7.71E-06
うご	7.89E-06	おな	7.74E-06	かコ	8.00E-06	エす	7.92E-06	おは	7.81E-06	うさ	7.96E-06	うは	7.94E-06	がう	7.70E-06	えな	7.71E-06
うさ	7.89E-06	おノ	7.74E-06	かこ	8.00E-06	えす	7.92E-06	おば	7.81E-06	うし	7.96E-06	うば	7.94E-06	かエ	7.70E-06	エに	7.71E-06
うし	7.89E-06	おは	7.74E-06	かゴ	8.00E-06	エず	7.92E-06	おヒ	7.81E-06	うす	7.96E-06	うヘ	7.94E-06	かお	7.70E-06	エぬ	7.71E-06
うす	7.89E-06	おば	7.74E-06	かご	8.00E-06	えず	7.92E-06	おひ	7.81E-06	うず	7.96E-06	うへ	7.94E-06	がお	7.70E-06	えぬ	7.71E-06
うず	7.89E-06	おヒ	7.74E-06	がコ	8.00E-06	エせ	7.92E-06	おび	7.81E-06	うせ	7.96E-06	うま	7.94E-06	かか	7.70E-06	エね	7.71E-06
うせ	7.89E-06	おひ	7.74E-06	がこ	8.00E-06	えせ	7.92E-06	おへ	7.81E-06	うた	7.96E-06	うみ	7.94E-06	かが	7.70E-06	えね	7.71E-06
うだ	7.89E-06	おび	7.74E-06	がゴ	8.00E-06	エソ	7.92E-06	おぼ	7.81E-06	うだ	7.96E-06	うむ	7.94E-06	かき	7.70E-06	エノ	7.71E-06
うち	7.89E-06	おふ	7.74E-06	がさ	8.00E-06	エた	7.92E-06	おみ	7.81E-06	うて	7.96E-06	うメ	7.94E-06	がキ	7.70E-06	エの	7.71E-06
うぢ	7.89E-06	おへ	7.74E-06	かし	8.00E-06	えた	7.92E-06	おメ	7.81E-06	うト	7.96E-06	うや	7.94E-06	がき	7.70E-06	えノ	7.71E-06
うつ	7.89E-06	おほ	7.74E-06	かじ	8.00E-06	エだ	7.92E-06	おや	7.81E-06	うな	7.96E-06	うら	7.94E-06	かく	7.70E-06	エは	7.71E-06
うづ	7.89E-06	おぼ	7.74E-06	がじ	8.00E-06	エつ	7.92E-06	おゆ	7.81E-06	うに	7.96E-06	うれ	7.94E-06	かぐ	7.70E-06	エば	7.71E-06
うて	7.89E-06	おメ	7.74E-06	かす	8.00E-06	えつ	7.92E-06	おヨ	7.81E-06	うぬ	7.96E-06	うゑ	7.94E-06	がく	7.70E-06	エび	7.71E-06
うト	7.89E-06	おも	7.74E-06	かず	8.00E-06	エト	7.92E-06	およ	7.81E-06	うね	7.96E-06	うを	7.94E-06	かケ	7.70E-06	エま	7.71E-06
うな	7.89E-06	おや	7.74E-06	がす	8.00E-06	エと	7.92E-06	おり	7.81E-06	うノ	7.96E-06	エい	7.94E-06	かゲ	7.70E-06	エむ	7.71E-06
うに	7.89E-06	おゆ	7.74E-06	がず	8.00E-06	エな	7.92E-06	おる	7.81E-06	うば	7.96E-06	えい	7.94E-06	がケ	7.70E-06	エメ	7.71E-06
うぬ	7.89E-06	おヨ	7.74E-06	かせ	8.00E-06	えな	7.92E-06	おロ	7.81E-06	うヘ	7.96E-06	エう	7.94E-06	がけ	7.70E-06	エも	7.71E-06
うね	7.89E-06	およ	7.74E-06	がせ	8.00E-06	エぬ	7.92E-06	かい	7.81E-06	うへ	7.96E-06	エか	7.94E-06	かコ	7.70E-06	えも	7.71E-06
うノ	7.89E-06	おり	7.74E-06	かソ	8.00E-06	えぬ	7.92E-06	がい	7.81E-06	うみ	7.96E-06	えか	7.94E-06	かこ	7.70E-06	エゆ	7.71E-06
うは	7.89E-06	おる	7.74E-06	かそ	8.00E-06	エね	7.92E-06	かう	7.81E-06	うむ	7.96E-06	エが	7.94E-06	かゴ	7.70E-06	えゆ	7.71E-06
うば	7.89E-06	おロ	7.74E-06	かゾ	8.00E-06	えね	7.92E-06	がう	7.81E-06	うメ	7.96E-06	えが	7.94E-06	かご	7.70E-06	エヨ	7.71E-06
うへ	7.89E-06	があ	7.74E-06	かぞ	8.00E-06	エノ	7.92E-06	かエ	7.81E-06	うも	7.96E-06	エき	7.94E-06	がコ	7.70E-06	エよ	7.71E-06
うベ	7.89E-06	かい	7.74E-06	がソ	8.00E-06	エの	7.92E-06	がエ	7.81E-06	うや	7.96E-06	エこ	7.94E-06	がゴ	7.70E-06	えら	7.71E-06
うま	7.89E-06	かエ	7.74E-06	がそ	8.00E-06	えノ	7.92E-06	かお	7.81E-06	うら	7.96E-06	エざ	7.94E-06	かさ	7.70E-06	えり	7.71E-06
うメ	7.89E-06	がエ	7.74E-06	がゾ	8.00E-06	エは	7.92E-06	かが	7.81E-06	うる	7.96E-06	エし	7.94E-06	かし	7.70E-06	エを	7.71E-06
うも	7.89E-06	かお	7.74E-06	かだ	8.00E-06	エび	7.92E-06	がか	7.81E-06	うれ	7.96E-06	えし	7.94E-06	かじ	7.70E-06	えを	7.71E-06
うや	7.89E-06	かが	7.74E-06	かぢ	8.00E-06	エま	7.92E-06	かキ	7.81E-06	うゑ	7.96E-06	エす	7.94E-06	がし	7.70E-06	おい	7.71E-06
うれ	7.89E-06	がか	7.74E-06	がち	8.00E-06	エみ	7.92E-06	かき	7.81E-06	うを	7.96E-06	えす	7.94E-06	がじ	7.70E-06	おキ	7.71E-06
うゑ	7.89E-06	かキ	7.74E-06	かづ	8.00E-06	エむ	7.92E-06	かぎ	7.81E-06	エい	7.96E-06	エず	7.94E-06	かす	7.70E-06	おき	7.71E-06
うを	7.89E-06	かき	7.74E-06	かて	8.00E-06	えむ	7.92E-06	がキ	7.81E-06	えい	7.96E-06	えず	7.94E-06	かず	7.70E-06	おく	7.71E-06
エい	7.89E-06	がキ	7.74E-06	かと	8.00E-06	エメ	7.92E-06	がき	7.81E-06	エう	7.96E-06	えせ	7.94E-06	がす	7.70E-06	おコ	7.71E-06
えい	7.89E-06	がき	7.74E-06	かド	8.00E-06	エも	7.92E-06	かく	7.81E-06	エか	7.96E-06	エた	7.94E-06	がず	7.70E-06	おし	7.71E-06
エう	7.89E-06	がく	7.74E-06	かど	8.00E-06	えも	7.92E-06	かぐ	7.81E-06	エが	7.96E-06	エだ	7.94E-06	かせ	7.70E-06	おす	7.71E-06
エか	7.89E-06	かケ	7.74E-06	がト	8.00E-06	エゆ	7.92E-06	がく	7.81E-06	えが	7.96E-06	エつ	7.94E-06	かソ	7.70E-06	おた	7.71E-06
えか	7.89E-06	かけ	7.74E-06	かな	8.00E-06	エヨ	7.92E-06	かけ	7.81E-06	エき	7.96E-06	えつ	7.94E-06	かぞ	7.70E-06	おト	7.71E-06
エが	7.89E-06	かゲ	7.74E-06	がな	8.00E-06	エよ	7.92E-06	かゲ	7.81E-06	エく	7.96E-06	エて	7.94E-06	がそ	7.70E-06	おド	7.71E-06
えが	7.89E-06	がケ	7.74E-06	かに	8.00E-06	えら	7.92E-06	がケ	7.81E-06	エけ	7.96E-06	えて	7.94E-06	がゾ	7.70E-06	おな	7.71E-06
エき	7.89E-06	がけ	7.74E-06	がに	8.00E-06	えり	7.92E-06	がけ	7.81E-06	エコ	7.96E-06	エト	7.94E-06	かた	7.70E-06	おは	7.71E-06
エく	7.89E-06	かコ	7.74E-06	かぬ	8.00E-06	エを	7.92E-06	かコ	7.81E-06	エこ	7.96E-06	エと	7.94E-06	かだ	7.70E-06	おヒ	7.71E-06
エけ	7.89E-06	かこ	7.74E-06	がね	8.00E-06	えを	7.92E-06	かゴ	7.81E-06	エざ	7.96E-06	エな	7.94E-06	かち	7.70E-06	おふ	7.71E-06
エコ	7.89E-06	かゴ	7.74E-06	かノ	8.00E-06	おう	7.92E-06	がゴ	7.81E-06	エし	7.96E-06	エに	7.94E-06	かぢ	7.70E-06	おぼ	7.71E-06
エこ	7.89E-06	かご	7.74E-06	かの	8.00E-06	おキ	7.92E-06	かさ	7.81E-06	えし	7.96E-06	エぬ	7.94E-06	がち	7.70E-06	おみ	7.71E-06
えし	7.89E-06	がコ	7.74E-06	がの	8.00E-06	おコ	7.92E-06	かざ	7.81E-06	エす	7.96E-06	えぬ	7.94E-06	かつ	7.70E-06	おメ	7.71E-06
エじ	7.89E-06	がゴ	7.74E-06	かは	8.00E-06	おさ	7.92E-06	かし	7.81E-06	えす	7.96E-06	エね	7.94E-06	がつ	7.70E-06	おも	7.71E-06
エす	7.89E-06	かさ	7.74E-06	がは	8.00E-06	おし	7.92E-06	かじ	7.81E-06	えず	7.96E-06	えね	7.94E-06	かて	7.70E-06	おゆ	7.71E-06
えす	7.89E-06	かざ	7.74E-06	かヒ	8.00E-06	おす	7.92E-06	がじ	7.81E-06	エせ	7.96E-06	エノ	7.94E-06	がて	7.70E-06	およ	7.71E-06
エず	7.89E-06	かし	7.74E-06	かビ	8.00E-06	おた	7.92E-06	かす	7.81E-06	えせ	7.96E-06	エの	7.94E-06	かト	7.70E-06	おり	7.71E-06
エせ	7.89E-06	がし	7.74E-06	かび	8.00E-06	おち	7.92E-06	かず	7.81E-06	エソ	7.96E-06	えノ	7.94E-06	かド	7.70E-06	おる	7.71E-06
えせ	7.89E-06	かす	7.74E-06	がひ	8.00E-06	おつ	7.92E-06	がず	7.81E-06	エた	7.96E-06	エは	7.94E-06	がト	7.70E-06	おロ	7.71E-06
エた	7.89E-06	かず	7.74E-06	がふ	8.00E-06	おト	7.92E-06	かぜ	7.81E-06	えた	7.96E-06	エば	7.94E-06	がと	7.70E-06	かあ	7.71E-06
エだ	7.89E-06	がず	7.74E-06	かベ	8.00E-06	おド	7.92E-06	がせ	7.81E-06	エだ	7.96E-06	エび	7.94E-06	かな	7.70E-06	があ	7.71E-06
エつ	7.89E-06	かせ	7.74E-06	かべ	8.00E-06	おノ	7.92E-06	かソ	7.81E-06	エつ	7.96E-06	エみ	7.94E-06	かに	7.70E-06	かい	7.71E-06
えつ	7.89E-06	かぜ	7.74E-06	がヘ	8.00E-06	おは	7.92E-06	かそ	7.81E-06	えつ	7.96E-06	エむ	7.94E-06	がに	7.70E-06	がい	7.71E-06
エて	7.89E-06	がせ	7.74E-06	がへ	8.00E-06	おば	7.92E-06	かゾ	7.81E-06	エト	7.96E-06	えむ	7.94E-06	かぬ	7.70E-06	かエ	7.71E-06
えて	7.89E-06	かソ	7.74E-06	かほ	8.00E-06	おび	7.92E-06	かぞ	7.81E-06	エと	7.96E-06	エメ	7.94E-06	がぬ	7.70E-06	がエ	7.71E-06
エと	7.89E-06	かそ	7.74E-06	かミ	8.00E-06	おほ	7.92E-06	がソ	7.81E-06	エな	7.96E-06	エも	7.94E-06	かの	7.70E-06	かお	7.71E-06
エな	7.89E-06	がソ	7.74E-06	がミ	8.00E-06	おぼ	7.92E-06	がゾ	7.81E-06	えな	7.96E-06	えも	7.94E-06	がノ	7.70E-06	かキ	7.71E-06
えな	7.89E-06	がそ	7.74E-06	かメ	8.00E-06	おみ	7.92E-06	かた	7.81E-06	エに	7.96E-06	エゆ	7.94E-06	かは	7.70E-06	かぎ	7.71E-06
エぬ	7.89E-06	かた	7.74E-06	かめ	8.00E-06	おメ	7.92E-06	かだ	7.81E-06	えぬ	7.96E-06	えゆ	7.94E-06	かば	7.70E-06	がキ	7.71E-06
えぬ	7.89E-06	かだ	7.74E-06	がも	8.00E-06	おも	7.92E-06	がた	7.81E-06	えね	7.96E-06	エヨ	7.94E-06	がは	7.70E-06	がき	7.71E-06
エね	7.89E-06	かぢ	7.74E-06	かや	8.00E-06	おや	7.92E-06	かち	7.81E-06	エノ	7.96E-06	エよ	7.94E-06	かヒ	7.70E-06	かく	7.71E-06
えね	7.89E-06	がち	7.74E-06	がや	8.00E-06	おゆ	7.92E-06	かぢ	7.81E-06	エの	7.96E-06	えら	7.94E-06	かひ	7.70E-06	かぐ	7.71E-06
