uta	att
4	0.117836257
6	0.105916306
7	0.098124098
8	0.096783626
9	0.105387205
10	0.120467836
11	0.128362573
12	0.112573099
14	0.144152047
15	0.098124098
18	0.130994152
19	0.130994152
20	0.115204678
21	0.113708514
22	0.091520468
23	0.092740741
24	0.091520468
27	0.134487734
28	0.107309942
30	0.092929293
31	0.087734488
32	0.082539683
33	0.096783626
34	0.102046784
35	0.134487734
37	0.09033189
39	0.165204678
40	0.085137085
41	0.099415205
42	0.094152047
43	0.175730994
44	0.146783626
46	0.124098124
47	0.105916306
48	0.10994152
49	0.107309942
51	0.087407407
53	0.117836257
54	0.138888889
55	0.13625731
56	0.10994152
57	0.115204678
58	0.112573099
59	0.138888889
60	0.113708514
61	0.115204678
62	0.10994152
63	0.138888889
64	0.129292929
65	0.105916306
66	0.107309942
67	0.07994228
68	0.07994228
69	0.099415205
70	0.204678363
71	0.133625731
72	0.083625731
73	0.128362573
74	0.123099415
75	0.118903319
76	0.098124098
77	0.098124098
78	0.137891738
80	0.077344877
81	0.123099415
82	0.125730994
83	0.13968254
84	0.13968254
85	0.144152047
86	0.113708514
87	0.108513709
88	0.128362573
89	0.104678363
90	0.152046784
91	0.10968661
92	0.15994152
93	0.112250712
94	0.144152047
95	0.098074074
96	0.173448773
97	0.13968254
98	0.165204678
99	0.138888889
100	0.087734488
101	0.111111111
102	0.089173789
103	0.075730994
104	0.112573099
105	0.133625731
106	0.165656566
107	0.230994152
108	0.175730994
109	0.096783626
110	0.115204678
111	0.115204678
112	0.125730994
113	0.099415205
114	0.07994228
115	0.124098124
116	0.08625731
117	0.094152047
118	0.107309942
119	0.094152047
120	0.071225071
121	0.117836257
122	0.125730994
123	0.125730994
124	0.100721501
125	0.098124098
126	0.102046784
127	0.085137085
128	0.142279942
129	0.111407407
130	0.125730994
132	0.173099415
133	0.116305916
134	0.157309942
136	0.107309942
137	0.121500722
139	0.157864358
140	0.07994228
141	0.117836257
142	0.108513709
143	0.10994152
144	0.087734488
145	0.099382716
146	0.102046784
147	0.092929293
148	0.095526696
149	0.112573099
151	0.08625731
152	0.099415205
154	0.155266955
156	0.135690236
157	0.183838384
158	0.165204678
160	0.089514867
161	0.154678363
163	0.129292929
164	0.133625731
165	0.125071225
166	0.099430199
168	0.125730994
169	0.117836257
170	0.144152047
171	0.128362573
172	0.107309942
173	0.118903319
174	0.10994152
175	0.09033189
176	0.107309942
177	0.104678363
178	0.10994152
179	0.104678363
180	0.117836257
181	0.09033189
182	0.162573099
183	0.091520468
184	0.099415205
185	0.099415205
186	0.096783626
187	0.107309942
188	0.146783626
189	0.100721501
190	0.104678363
191	0.107309942
192	0.133625731
193	0.105916306
195	0.087734488
197	0.116305916
198	0.078362573
200	0.099415205
201	0.133625731
202	0.117836257
203	0.121500722
205	0.088888889
206	0.080994152
208	0.141520468
209	0.147474747
211	0.102046784
212	0.20981241
214	0.099415205
215	0.189033189
216	0.091520468
218	0.13625731
219	0.132740741
