sound	cont
うう	2.3404E-05
うか	5.45264E-05
うき	0.000537995
うぐ	7.82344E-06
うケ	0.000134021
うけ	0.000147746
うご	7.82344E-06
うさ	2.36406E-05
うし	0.000165401
うす	0.00019479
うず	3.94577E-05
うせ	7.82344E-06
うた	0.000291568
うだ	7.82344E-06
うち	0.000178545
うぢ	0.000147505
うつ	7.82344E-06
うづ	2.33436E-05
うて	7.82344E-06
うト	7.82344E-06
うな	0.001398167
うに	7.0498E-05
うぬ	3.88854E-05
うね	3.94577E-05
うノ	7.82344E-06
うは	3.89846E-05
うば	7.0498E-05
うヘ	0.002668184
うへ	7.82344E-06
うベ	7.82344E-06
うま	7.82344E-06
うみ	0.007172494
うむ	5.49354E-05
うメ	2.33436E-05
うも	5.52749E-05
うや	7.82344E-06
うら	0.015264847
うる	2.35982E-05
うれ	2.3404E-05
うゑ	3.89846E-05
うを	7.82344E-06
エい	2.3404E-05
えい	7.82344E-06
エう	3.89458E-05
エか	3.88637E-05
えか	3.91607E-05
エが	2.36406E-05
えが	7.82344E-06
エき	0.000132468
エく	7.06189E-05
エけ	2.33436E-05
エコ	7.82344E-06
エこ	7.82344E-06
エざ	8.57996E-05
エし	3.93729E-05
えし	7.82344E-06
エじ	7.82344E-06
エす	2.33436E-05
えす	7.82344E-06
エず	6.99473E-05
えず	2.35982E-05
エせ	3.89071E-05
えせ	7.82344E-06
エソ	8.59984E-05
エた	7.82344E-06
えた	2.35982E-05
エだ	3.89071E-05
エつ	5.44489E-05
えつ	7.82344E-06
エて	2.33653E-05
えて	7.05801E-05
エト	3.93729E-05
エと	2.33653E-05
エな	7.82344E-06
えな	7.82344E-06
エに	0.000384972
エぬ	0.000132468
えぬ	3.89241E-05
エね	2.36406E-05
えね	7.82344E-06
エノ	0.004325752
エの	7.82344E-06
えノ	7.82344E-06
エは	7.82344E-06
エば	2.33436E-05
エび	2.33436E-05
エま	2.33653E-05
エみ	7.82344E-06
エむ	0.000667839
えむ	3.914E-05
エメ	7.82344E-06
エも	2.33653E-05
えも	7.82344E-06
エゆ	7.82344E-06
えゆ	2.36406E-05
エヨ	2.35982E-05
エよ	5.45652E-05
えら	7.82344E-06
えり	7.82344E-06
エを	7.82344E-06
えを	7.82344E-06
おい	7.82344E-06
おう	2.35982E-05
おか	7.10496E-05
おキ	8.61879E-05
おき	0.013854423
おく	0.000240807
おけ	0.00017921
おコ	7.82344E-06
おさ	2.33653E-05
おし	0.000132158
おす	2.36406E-05
おソ	7.03219E-05
おた	7.82344E-06
おち	5.51477E-05
おつ	2.36406E-05
おト	0.002714204
おド	7.82344E-06
おな	5.43838E-05
おノ	0.000307311
おは	7.82344E-06
おば	3.89846E-05
おヒ	0.000102726
おひ	7.82344E-06
おび	3.89071E-05
おふ	7.0795E-05
おへ	5.46384E-05
おほ	0.014722691
おぼ	7.82344E-06
おみ	3.88637E-05
おメ	7.82344E-06
おも	7.82344E-06
おや	0.00022536
おゆ	7.82344E-06
おヨ	3.94577E-05
およ	7.82344E-06
おり	0.000117992
おる	0.000180435
おロ	8.57263E-05
かあ	3.89846E-05
があ	6.99907E-05
かい	7.82344E-06
がい	3.89846E-05
かう	5.44489E-05
がう	7.10072E-05
かエ	0.000149352
がエ	2.36406E-05
かお	7.06678E-05
がお	7.82344E-06
かか	0.000841929
かが	7.01585E-05
がか	7.82344E-06
かキ	7.82344E-06
かき	0.000132105
かぎ	7.01457E-05
がキ	7.82344E-06
がき	2.33653E-05
かく	5.51477E-05
かぐ	2.35982E-05
がく	3.88637E-05
かケ	0.000244953
かけ	0.000257333
かゲ	3.88637E-05
がケ	2.35982E-05
がけ	3.89071E-05
かコ	0.000210003
かこ	0.000273702
かゴ	7.82344E-06
かご	0.000194946
がコ	7.82344E-06
がこ	2.33436E-05
がゴ	2.35982E-05
かさ	7.82344E-06
かざ	0.000197629
がさ	0.000755836
かし	0.006637066
かじ	0.000179249
がし	7.82344E-06
がじ	5.45047E-05
かす	2.33653E-05
かず	0.000304243
がす	0.000273081
がず	7.82344E-06
かせ	0.000242581
かぜ	0.000132578
がせ	7.82344E-06
かソ	7.82344E-06
かそ	7.82344E-06
かゾ	7.82344E-06
かぞ	7.05341E-05
がソ	7.82344E-06
がそ	2.36406E-05
がゾ	2.36406E-05
かた	0.000181346
かだ	7.82344E-06
がた	0.000241769
かち	7.82344E-06
かぢ	0.003653485
がち	5.47242E-05
かつ	2.36406E-05
かづ	0.000209867
がつ	7.82344E-06
かて	0.000304218
がて	7.82344E-06
かト	8.61995E-05
かと	0.000163979
かド	0.000102172
かど	0.000196441
がト	7.08555E-05
がと	2.33653E-05
かな	0.000545607
がな	5.44489E-05
かに	5.45652E-05
がに	0.000102726
かぬ	7.82344E-06
がぬ	2.36406E-05
かね	8.56786E-05
がね	7.82344E-06
かノ	7.04556E-05
かの	5.43838E-05
がノ	7.82344E-06
がの	0.000260025
かは	0.003686135
かば	0.000597843
がは	0.00332025
かヒ	7.82344E-06
かひ	5.44272E-05
かビ	2.33436E-05
かび	7.82344E-06
がひ	7.82344E-06
かふ	7.82344E-06
かぶ	7.82344E-06
がふ	0.002151051
かヘ	2.36406E-05
かへ	0.001997177
かベ	7.82344E-06
かべ	2.36406E-05
がヘ	7.82344E-06
がへ	7.82344E-06
かほ	0.00019479
がほ	0.000149796
かま	5.44272E-05
がま	5.47593E-05
かミ	0.000858401
かみ	0.000489262
がミ	2.36406E-05
がみ	3.89071E-05
かむ	0.000242418
がむ	6.99039E-05
かメ	2.33653E-05
かめ	7.82344E-06
がメ	0.000181346
かも	5.44489E-05
がも	7.82344E-06
かや	7.09224E-05
がや	3.89846E-05
かゆ	0.000397906
がゆ	8.6503E-05
かヨ	2.33436E-05
かよ	7.82344E-06
がヨ	2.33436E-05
がよ	0.00038417
から	3.89458E-05
がら	7.82344E-06
かり	7.82344E-06
がり	6.99907E-05
かる	0.001013867
がる	2.35982E-05
かれ	2.33436E-05
がれ	0.000117483
かわ	0.000163323
がわ	2.3404E-05
がゐ	2.33653E-05
がゑ	7.82344E-06
かを	7.82344E-06
がを	0.000117949
きあ	7.82344E-06
ぎあ	2.35982E-05
きい	7.82344E-06
ギい	2.33653E-05
ぎい	7.82344E-06
キう	7.82344E-06
きう	0.000132912
きエ	2.33436E-05
キお	7.82344E-06
きお	0.000180986
ギお	7.82344E-06
キか	2.3404E-05
きか	7.82344E-06
キが	7.82344E-06
きが	0.000194984
ギか	7.82344E-06
ぎか	0.000539467
ギが	3.93729E-05
キき	2.33436E-05
きキ	3.89071E-05
きき	5.44489E-05
きぎ	2.35982E-05
キく	7.82344E-06
きく	7.00295E-05
きぐ	7.82344E-06
ぎく	0.000540384
きケ	7.82344E-06
きけ	0.000165377
きゲ	3.93729E-05
ぎけ	7.82344E-06
キコ	7.82344E-06
きコ	0.001840377
きこ	0.000196528
キゴ	5.51477E-05
きゴ	3.94577E-05
きご	2.36406E-05
ギコ	7.82344E-06
ぎコ	8.59205E-05
きさ	0.000274349
ギさ	7.82344E-06
ぎさ	7.82344E-06
キし	0.001445989
きし	0.000242581
きじ	0.000132408
ギし	7.82344E-06
ぎし	3.93729E-05
ギじ	7.82344E-06
ぎじ	3.91607E-05
キす	3.91824E-05
きす	0.00234049
きず	5.51477E-05
ギす	2.33653E-05
ぎす	7.82344E-06
ギず	7.82344E-06
ぎず	3.91183E-05
きせ	0.000225105
きソ	0.000116573
きそ	7.82344E-06
キゾ	0.000102557
きゾ	7.82344E-06
キた	3.91824E-05
きた	3.91607E-05
キだ	7.82344E-06
きだ	2.35982E-05
ぎた	0.000303716
ぎだ	3.914E-05
キち	7.82344E-06
きち	2.36406E-05
キぢ	7.82344E-06
ぎち	2.33436E-05
キつ	7.82344E-06
きつ	0.011707546
きづ	0.000100966
ギつ	7.82344E-06
ぎつ	6.99039E-05
ぎづ	0.000335554
キて	5.47242E-05
きて	0.000100944
きで	7.82344E-06
ギて	3.92212E-05
ぎて	0.001543464
ぎで	0.00101032
キト	7.82344E-06
キと	7.82344E-06
きト	7.82344E-06
きと	7.82344E-06
ギト	2.33653E-05
ぎと	3.91607E-05
キな	7.82344E-06
きな	7.82344E-06
ギな	7.82344E-06
ぎな	2.33653E-05
キに	2.35982E-05
きに	3.88854E-05
ギに	7.82344E-06
ぎに	0.000943179
きぬ	7.82344E-06
ギぬ	2.36406E-05
ぎぬ	0.0001477
キね	7.82344E-06
きね	0.000523653
ぎね	8.58079E-05
キノ	3.88637E-05
キの	7.04736E-05
きノ	8.61995E-05
きの	0.000149838
ギノ	2.33653E-05
ぎノ	7.82344E-06
キは	5.52749E-05
きは	3.92212E-05
キば	2.36406E-05
きば	3.89071E-05
ギは	5.46818E-05
ぎは	0.000290287
ぎば	7.82344E-06
キひ	2.33436E-05
きひ	7.82344E-06
きビ	7.04566E-05
キふ	7.82344E-06
きふ	0.000148049
きぶ	7.82344E-06
キヘ	7.82344E-06
キへ	2.3404E-05
きヘ	7.82344E-06
きへ	0.001509823
ぎへ	7.82344E-06
きほ	7.82344E-06
ぎほ	2.33436E-05
キま	0.0001477
きま	2.35982E-05
ギま	7.82344E-06
ぎま	7.82344E-06
キみ	7.82344E-06
きミ	7.82344E-06
きみ	0.000165083
ギみ	2.3404E-05
ぎミ	0.000133916
ぎみ	7.82344E-06
キむ	2.36406E-05
きむ	7.82344E-06
ギむ	3.89846E-05
ぎむ	7.82344E-06
キメ	7.82344E-06
きメ	7.82344E-06
きめ	2.36406E-05
ぎメ	2.35982E-05
キも	7.82344E-06
きも	7.82344E-06
ぎも	7.82344E-06
キや	3.94153E-05
きや	0.000181812
ギや	2.33653E-05
ぎや	2.3404E-05
きゆ	0.000304488
ギゆ	2.33653E-05
ぎゆ	7.82344E-06
キヨ	7.82344E-06
キよ	2.36406E-05
きヨ	0.001714509
きよ	0.001095244
ぎよ	0.000163904
キら	7.82344E-06
きら	7.82344E-06
ギら	5.45652E-05
ぎら	7.82344E-06
キり	0.000443151
きり	7.82344E-06
ギり	2.33653E-05
ぎり	3.91787E-05
きる	7.82344E-06
ぎる	7.07282E-05
きれ	3.89241E-05
きロ	2.36406E-05
ぎろ	2.36406E-05
キわ	2.35982E-05
きわ	3.94153E-05
ぎわ	0.000148709
キゐ	2.3404E-05
きゐ	7.82344E-06
キを	7.82344E-06
きを	0.000433547
ギを	2.36406E-05
ぎを	5.43838E-05
くあ	2.36406E-05
くい	0.000102451
くう	3.89846E-05
くエ	7.82344E-06
くお	7.82344E-06
くか	0.000292532
くが	5.44442E-05
ぐか	5.49996E-05
ぐが	7.82344E-06
くキ	8.65454E-05
くき	7.82344E-06
くぎ	7.82344E-06
ぐキ	7.82344E-06
ぐき	2.35982E-05
くく	0.000132391
くぐ	3.88854E-05
ぐく	5.52749E-05
くケ	7.82344E-06
くけ	7.82344E-06
くコ	0.000100944
くこ	2.33653E-05
くゴ	7.82344E-06
くご	7.82344E-06
くさ	3.94577E-05
ぐさ	7.82344E-06
くし	0.000703778
くじ	3.88854E-05
ぐし	5.49779E-05
くす	3.94577E-05
くず	6.99039E-05
くせ	0.000178545
ぐせ	7.82344E-06
くそ	5.44489E-05
くゾ	8.57815E-05
くた	8.64425E-05
くだ	3.88854E-05
ぐた	3.89071E-05
くち	0.000100966
くぢ	2.33436E-05
くつ	0.000209824
くづ	2.35982E-05
ぐつ	7.82344E-06
くて	0.000210565
くト	0.000210893
くと	7.82344E-06
ぐト	0.000164575
くな	7.82344E-06
ぐな	0.000430372
くに	0.00434659
ぐに	7.82344E-06
くぬ	3.89071E-05
くね	7.82344E-06
くノ	0.000163242
くの	5.49779E-05
くは	2.35982E-05
くば	2.35982E-05
ぐは	2.35982E-05
くヒ	7.82344E-06
くひ	0.000355461
くび	3.91183E-05
ぐひ	7.82344E-06
くふ	0.000291586
くぶ	3.94577E-05
ぐふ	0.001463107
くへ	0.000194695
くベ	2.33436E-05
ぐベ	0.000210022
くほ	3.93729E-05
ぐほ	2.33436E-05
くま	0.000367084
ぐま	7.82344E-06
くみ	2.36406E-05
ぐみ	0.00013309
くむ	2.3404E-05
くメ	7.08555E-05
くめ	2.36406E-05
ぐめ	7.82344E-06
くも	2.33436E-05
ぐも	5.45652E-05
くや	7.82344E-06
ぐや	5.51477E-05
くゆ	7.82344E-06
くヨ	0.000588102
くよ	2.33436E-05
ぐヨ	7.82344E-06
くら	2.3404E-05
ぐら	7.82344E-06
くり	0.000178799
ぐり	6.99039E-05
くる	0.000763992
ぐる	0.000102472
くれ	0.00032119
ぐれ	3.88854E-05
くろ	5.52749E-05
ぐロ	7.82344E-06
ぐろ	7.82344E-06
くわ	0.000866143
くを	2.3404E-05
ぐを	7.82344E-06
けい	3.91824E-05
ケお	7.82344E-06
ケか	2.33653E-05
けか	7.82344E-06
ケが	7.82344E-06
ゲか	5.45652E-05
げか	7.82344E-06
ケき	0.000101241
ゲき	7.82344E-06
ケく	0.000132239
けく	5.48017E-05
ケぐ	8.63586E-05
ゲく	7.82344E-06
げく	7.82344E-06
ケけ	5.49354E-05
ゲケ	7.82344E-06
ゲけ	2.33436E-05
ケコ	3.89071E-05
けこ	2.33653E-05
ケゴ	2.33436E-05
ゲコ	0.00011681
ゲこ	7.82344E-06
ケさ	0.000462553
けさ	7.82344E-06
ケざ	2.33653E-05
ゲさ	7.82344E-06
ゲざ	2.3404E-05
ケし	2.33436E-05
けし	7.05341E-05
ケじ	7.82344E-06
ゲし	7.82344E-06
ゲじ	2.36406E-05
ケず	2.33653E-05
ゲず	7.82344E-06
ケせ	7.82344E-06
けせ	7.82344E-06
ゲせ	7.82344E-06
ケソ	7.82344E-06
けそ	7.82344E-06
ケゾ	7.82344E-06
ゲソ	7.82344E-06
ケた	2.33653E-05
けた	2.33436E-05
ケだ	7.82344E-06
ゲた	8.66339E-05
ケぢ	2.3404E-05
ゲち	2.35982E-05
ケつ	5.45264E-05
ケづ	7.82344E-06
ゲつ	7.82344E-06
ケて	7.82344E-06
けて	7.82344E-06
ゲて	7.82344E-06
ケト	2.33653E-05
ケと	5.49535E-05
けト	3.88854E-05
ケド	7.82344E-06
けド	2.33653E-05
げト	7.82344E-06
ゲド	7.82344E-06
ケな	2.33436E-05
けな	7.01457E-05
ゲな	0.000116573
ケに	0.000544187
けに	8.57655E-05
ゲに	5.44489E-05
ケぬ	7.82344E-06
けぬ	7.82344E-06
ゲぬ	7.82344E-06
ケね	3.92212E-05
ゲね	3.89458E-05
ケノ	0.000147988
ケの	0.00022517
けノ	7.82344E-06
けの	0.00011747
ゲノ	7.82344E-06
げノ	7.82344E-06
ケは	7.04132E-05
けは	7.82344E-06
ケば	0.000353807
けば	2.33653E-05
ゲば	2.33436E-05
ケひ	7.82344E-06
ケふ	7.82344E-06
けふ	0.000257667
ケぶ	0.00013277
ゲふ	7.82344E-06
ケま	2.35982E-05
けま	5.46818E-05
ゲま	5.43838E-05
げま	7.82344E-06
ケみ	0.000259753
ゲみ	0.000102726
ケむ	3.89071E-05
けむ	0.00063093
ゲむ	7.82344E-06
ケメ	5.44442E-05
けメ	7.82344E-06
ケも	7.82344E-06
ゲも	7.82344E-06
ケや	3.89071E-05
けや	3.88637E-05
ゲや	0.000273767
ケゆ	2.3404E-05
ケヨ	7.82344E-06
けヨ	7.82344E-06
けら	0.000976191
ケり	7.82344E-06
けり	7.82344E-06
ゲり	7.82344E-06
ケる	3.94577E-05
ける	0.000257501
けれ	2.33653E-05
ケロ	7.82344E-06
ゲロ	2.36406E-05
ケわ	2.35982E-05
けわ	7.82344E-06
ケを	0.000118246
けを	7.82344E-06
ゲを	0.000118247
げを	3.91824E-05
コい	7.82344E-06
コう	2.33653E-05
こう	5.44489E-05
コエ	0.000134361
こエ	0.000101768
こえ	7.82344E-06
ごエ	0.000102069
ゴお	0.000272344
こか	5.45264E-05
コが	0.00025903
こが	7.82344E-06
ごか	7.82344E-06
ごが	0.000101505
コき	5.49147E-05
こき	0.000242115
コぎ	0.004827376
ごき	2.33436E-05
コく	2.36406E-05
こく	7.82344E-06
コぐ	0.002965482
こぐ	3.89846E-05
ごく	2.35982E-05
コケ	7.82344E-06
こけ	2.3404E-05
ココ	0.000102472
コゴ	7.82344E-06
ゴコ	7.82344E-06
コさ	3.89846E-05
こさ	2.35982E-05
コざ	2.33653E-05
ゴさ	7.82344E-06
ごさ	7.82344E-06
コし	0.000779003
こし	0.002344062
コじ	7.10921E-05
こじ	7.82344E-06
ゴし	2.35982E-05
ごし	0.000258522
コす	0.000164794
こす	0.000990863
コず	0.000288508
コせ	7.82344E-06
こせ	7.82344E-06
コソ	5.51477E-05
こソ	2.33653E-05
こそ	2.3404E-05
コゾ	0.000178627
こゾ	7.82344E-06
ごゾ	2.33436E-05
コた	2.33436E-05
こた	2.33653E-05
コだ	2.35982E-05
コち	7.82344E-06
こち	3.91183E-05
こぢ	7.82344E-06
コつ	3.93729E-05
コづ	7.82344E-06
ごつ	7.82344E-06
コて	7.82344E-06
ゴて	3.88854E-05
コト	3.88637E-05
こト	3.88637E-05
コド	7.82344E-06
こド	8.57655E-05
ゴト	7.82344E-06
ごト	7.82344E-06
コな	5.51477E-05
こな	8.59205E-05
ごな	7.82344E-06
コに	2.33436E-05
こに	7.82344E-06
ごに	5.51477E-05
コぬ	0.000134361
コね	2.3404E-05
こね	5.45652E-05
ごね	3.91787E-05
コノ	6.99039E-05
コの	7.82344E-06
こノ	0.002546988
ごノ	0.001947808
コは	0.000116826
こは	0.000163629
コば	2.33653E-05
こば	2.33653E-05
ゴは	7.82344E-06
コひ	3.91787E-05
こヒ	7.82344E-06
こひ	7.82344E-06
こビ	7.82344E-06
ごヒ	0.000194065
コふ	2.33653E-05
こふ	8.55326E-05
コぶ	7.82344E-06
こぶ	7.04132E-05
こへ	8.55326E-05
コほ	7.82344E-06
こほ	0.001261665
ごほ	3.94153E-05
コま	7.82344E-06
こま	0.000149602
ごま	0.000101307
こみ	0.000946339
コむ	0.001085079
コメ	7.10921E-05
こメ	7.82344E-06
ゴメ	2.3404E-05
コも	8.57263E-05
こも	7.82344E-06
ゴも	7.82344E-06
ごも	2.36406E-05
コや	5.44442E-05
こや	0.000116616
ゴや	7.82344E-06
ごや	3.89071E-05
コゆ	0.000585573
こゆ	2.36406E-05
コヨ	7.82344E-06
コよ	7.82344E-06
こヨ	3.94577E-05
こよ	2.35982E-05
コら	2.36406E-05
こら	0.001343618
コり	7.02227E-05
ゴり	7.82344E-06
コる	3.93729E-05
コれ	0.000163387
ゴれ	3.93729E-05
コロ	2.35982E-05
こロ	7.82344E-06
ゴロ	7.82344E-06
ごろ	7.82344E-06
コわ	7.82344E-06
こわ	8.60181E-05
ごゐ	0.000445429
コゑ	7.82344E-06
ゴゑ	2.33653E-05
コを	7.82344E-06
こを	0.000577241
ごを	7.82344E-06
さあ	2.33436E-05
さい	7.82344E-06
ざい	7.82344E-06
さう	2.33653E-05
ざう	5.4466E-05
さエ	2.35982E-05
さお	2.33653E-05
さか	3.89071E-05
さが	7.82344E-06
ざか	0.000181812
さキ	7.82344E-06
さき	0.00017921
さギ	7.82344E-06
さぎ	2.35982E-05
さく	7.82344E-06
さぐ	3.94577E-05
さケ	7.82344E-06
さけ	7.82344E-06
さゲ	3.94577E-05
さコ	0.000101829
さこ	5.43838E-05
さゴ	6.99907E-05
さご	0.00018003
ざコ	5.49535E-05
ざこ	0.000117718
ささ	0.002320962
さざ	5.51477E-05
ざさ	2.33436E-05
さし	0.000512213
さじ	7.0795E-05
ざし	7.82344E-06
さす	0.000287964
さず	7.82344E-06
ざす	2.35982E-05
させ	3.89071E-05
ざせ	7.82344E-06
さゾ	7.82344E-06
ざゾ	2.36406E-05
さた	0.000134191
さだ	0.0013845
さぢ	7.82344E-06
さつ	2.33653E-05
さづ	5.45264E-05
ざつ	2.35982E-05
さで	0.000102514
さト	0.000195779
さと	5.45652E-05
さド	7.82344E-06
さど	7.82344E-06
さな	0.003027808
ざな	7.04566E-05
さに	0.000244444
ざに	7.82344E-06
さぬ	7.82344E-06
ざぬ	7.82344E-06
さね	3.914E-05
ざね	7.82344E-06
さノ	7.82344E-06
さの	7.01457E-05
ざノ	7.82344E-06
ざの	7.82344E-06
さは	0.000271665
さば	7.82344E-06
ざは	5.52749E-05
さひ	0.000116464
さビ	0.00024099
さび	0.000289452
さふ	7.82344E-06
さぶ	0.000226146
ざふ	7.82344E-06
さヘ	0.000291769
さへ	3.89846E-05
さほ	2.33653E-05
さま	7.82344E-06
ざま	7.82344E-06
さみ	0.000102217
ざみ	5.52749E-05
さむ	2.36406E-05
ざむ	8.63936E-05
さメ	7.82344E-06
ざメ	2.35982E-05
さも	0.000494297
さや	0.000318378
さゆ	5.47242E-05
ざゆ	2.36406E-05
さヨ	5.52749E-05
さよ	3.93729E-05
さら	0.000210607
ざら	7.82344E-06
さり	0.000101496
ざり	0.00102649
さる	0.00021298
ざる	0.000132105
され	0.000134361
ざれ	7.82344E-06
さわ	0.001743963
ざわ	3.89241E-05
さゐ	0.000180327
さゑ	7.82344E-06
さを	8.56786E-05
ざを	5.44877E-05
しあ	7.02009E-05
しい	0.000102405
じい	7.82344E-06
しう	2.36406E-05
しエ	7.82344E-06
しえ	7.82344E-06
しお	0.00017956
しか	0.000134064
しが	0.000757093
じか	8.66971E-05
じが	3.89071E-05
しキ	0.000319275
しき	8.63088E-05
しぎ	2.35982E-05
じき	0.000101152
しく	7.09224E-05
しぐ	7.82344E-06
じく	2.33653E-05
しケ	5.44489E-05
しけ	2.33436E-05
しゲ	5.4893E-05
しげ	7.82344E-06
じけ	7.82344E-06
しコ	6.99039E-05
しこ	0.003620121
しゴ	3.93729E-05
じコ	7.82344E-06
しさ	0.000334158
しし	0.000707554
しじ	0.001118849
じし	2.35982E-05
しす	0.000461917
しせ	7.82344E-06
しソ	0.00016381
しそ	3.91183E-05
しゾ	2.33436E-05
じゾ	7.82344E-06
した	0.000179093
しだ	0.000210371
しち	7.04349E-05
しぢ	0.000132984
しつ	7.82344E-06
しづ	0.000225409
して	0.000256493
しで	8.63586E-05
じて	7.82344E-06
しト	5.45652E-05
しと	7.82344E-06
しド	7.82344E-06
じト	5.44272E-05
しな	7.82344E-06
しに	0.003164059
じに	3.91607E-05
しぬ	7.82344E-06
じぬ	0.000337497
しね	3.93729E-05
しノ	0.007548292
しの	2.33436E-05
じノ	0.000241765
じの	7.82344E-06
しは	7.82344E-06
しば	0.000354868
じは	7.82344E-06
しヒ	5.44489E-05
しひ	2.35982E-05
しビ	2.33653E-05
しび	7.82344E-06
しふ	0.000957428
しぶ	0.000274851
しヘ	8.68244E-05
しへ	2.36406E-05
しべ	7.82344E-06
じヘ	7.82344E-06
しほ	0.0061267
しま	0.015893389
じま	5.49535E-05
しミ	2.35982E-05
しみ	5.44489E-05
じみ	3.88637E-05
しむ	3.89071E-05
しメ	7.82344E-06
しめ	0.000116887
じメ	7.82344E-06
じめ	7.82344E-06
しも	2.36406E-05
じも	7.82344E-06
しや	5.49147E-05
じや	7.82344E-06
しゆ	3.89071E-05
しヨ	0.000163242
しよ	0.000465524
しら	0.015630782
しり	5.52749E-05
じり	7.82344E-06
しる	2.33653E-05
じる	2.3404E-05
しれ	8.69092E-05
じれ	8.60759E-05
しロ	3.88637E-05
しろ	2.33436E-05
じロ	7.82344E-06
じろ	2.35982E-05
しわ	7.82344E-06
しゐ	3.89071E-05
しゑ	2.35982E-05
しを	7.82344E-06
じを	7.82344E-06
すあ	3.94153E-05
ずあ	7.82344E-06
すい	7.82344E-06
ずい	7.82344E-06
すう	7.82344E-06
すお	7.82344E-06
ずお	2.36406E-05
すか	8.58249E-05
すが	5.51477E-05
ずか	2.36406E-05
ずが	3.88637E-05
すき	7.82344E-06
すギ	7.82344E-06
すぎ	0.003708048
ずき	0.000117082
すく	0.000508694
すぐ	7.82344E-06
ずく	3.89241E-05
すケ	7.82344E-06
すけ	8.56658E-05
すゲ	0.0001477
ずけ	7.82344E-06
すコ	3.89846E-05
すこ	7.82344E-06
すご	2.35982E-05
ずコ	7.82344E-06
ずこ	2.36406E-05
すさ	2.33436E-05
すし	3.93729E-05
ずし	7.82344E-06
すす	3.89458E-05
すず	3.93729E-05
すソ	7.82344E-06
すそ	0.000536706
すゾ	7.82344E-06
ずゾ	7.82344E-06
すた	7.82344E-06
すだ	0.000241582
ずた	7.05341E-05
すつ	3.89241E-05
ずつ	7.82344E-06
すて	2.33653E-05
すで	7.03436E-05
ずて	2.36406E-05
すト	2.33653E-05
すド	8.67395E-05
ずト	8.5424E-05
すな	0.000307798
ずな	7.82344E-06
すに	0.000336065
ずに	8.5424E-05
ずぬ	2.3404E-05
ずね	3.89071E-05
すノ	8.69092E-05
すの	7.82344E-06
ずノ	7.82344E-06
すは	0.000100944
すば	0.000117315
ずは	7.82344E-06
すヒ	7.82344E-06
すひ	3.91787E-05
すび	7.82344E-06
ずひ	7.82344E-06
すぶ	0.000132274
ずふ	5.49996E-05
すベ	2.35982E-05
すべ	0.000102726
ずヘ	7.82344E-06
ずほ	7.82344E-06
すま	8.66971E-05
ずま	7.82344E-06
すみ	7.82344E-06
ずみ	5.44877E-05
すむ	7.82344E-06
すメ	3.91607E-05
すめ	7.82344E-06
すも	0.00019712
ずも	0.001339331
すや	0.000101543
ずや	2.33436E-05
すゆ	7.82344E-06
ずゆ	2.33436E-05
すよ	3.89241E-05
