1-a	cont_a	1-b	cont_b	1-c	cont_c	1-d	cont_d	1-e	cont_e	1-f	cont_f	1-g	cont_g	1-h	cont_h	1-i	cont_i
てる	8.52E-05	せぢ	8.70E-05	じめ	8.55E-05	だす	8.73E-05	しヨ	8.79E-05	つぢ	8.66E-05	つぼ	8.59E-05	ちひ	8.72E-05	ふゐ	8.45E-05
てれ	8.52E-05	せド	8.70E-05	じれ	8.55E-05	だは	8.73E-05	しゑ	8.79E-05	づむ	8.66E-05	つみ	8.59E-05	ちび	8.72E-05	へあ	8.45E-05
トく	8.52E-05	ぜト	8.70E-05	すお	8.55E-05	だみ	8.73E-05	ずい	8.79E-05	づを	8.66E-05	づれ	8.59E-05	ぢひ	8.72E-05	ヘが	8.45E-05
ドケ	8.52E-05	せふ	8.70E-05	すき	8.55E-05	ため	8.73E-05	ずコ	8.79E-05	てく	8.66E-05	づを	8.59E-05	ちミ	8.72E-05	へさ	8.45E-05
ドコ	8.52E-05	ぜゆ	8.70E-05	ずゾ	8.55E-05	たる	8.73E-05	ずゾ	8.79E-05	てこ	8.66E-05	でじ	8.59E-05	ぢむ	8.72E-05	べさ	8.45E-05
とた	8.52E-05	せわ	8.70E-05	ずつ	8.55E-05	ちく	8.73E-05	すつ	8.79E-05	てと	8.66E-05	では	8.59E-05	ぢる	8.72E-05	へだ	8.45E-05
とづ	8.52E-05	ゾさ	8.70E-05	すべ	8.55E-05	ちゾ	8.73E-05	ずて	8.79E-05	では	8.66E-05	てみ	8.59E-05	ちれ	8.72E-05	ベた	8.45E-05
トノ	8.52E-05	そそ	8.70E-05	ずや	8.55E-05	ちだ	8.73E-05	ずヘ	8.79E-05	てメ	8.66E-05	てめ	8.59E-05	つぐ	8.72E-05	ヘド	8.45E-05
とは	8.52E-05	ソた	8.70E-05	ずロ	8.55E-05	ちて	8.73E-05	すメ	8.79E-05	でら	8.66E-05	ドい	8.59E-05	つゲ	8.72E-05	ベま	8.45E-05
とふ	8.52E-05	ゾつ	8.70E-05	すわ	8.55E-05	ぢノ	8.73E-05	せす	8.79E-05	とお	8.66E-05	トう	8.59E-05	つに	8.72E-05	ヘゆ	8.45E-05
トへ	8.52E-05	ゾト	8.70E-05	ぜゆ	8.55E-05	ぢは	8.73E-05	せね	8.79E-05	どこ	8.66E-05	どう	8.59E-05	づノ	8.72E-05	へよ	8.45E-05
ドま	8.52E-05	ゾぬ	8.70E-05	ゾあ	8.55E-05	ちひ	8.73E-05	せの	8.79E-05	トす	8.66E-05	トお	8.59E-05	づひ	8.72E-05	べよ	8.45E-05
とわ	8.52E-05	ソべ	8.70E-05	そく	8.55E-05	ぢむ	8.73E-05	せみ	8.79E-05	ドせ	8.66E-05	トき	8.59E-05	つみ	8.72E-05	ベら	8.45E-05
なだ	8.52E-05	ソロ	8.70E-05	ソさ	8.55E-05	ぢら	8.73E-05	せメ	8.79E-05	どち	8.66E-05	とキ	8.59E-05	づも	8.72E-05	ヘり	8.45E-05
なて	8.52E-05	たけ	8.70E-05	ゾつ	8.55E-05	つす	8.73E-05	せれ	8.79E-05	とで	8.66E-05	トケ	8.59E-05	つヨ	8.72E-05	ほお	8.45E-05
なね	8.52E-05	たぬ	8.70E-05	そひ	8.55E-05	つゾ	8.73E-05	ソあ	8.79E-05	どな	8.66E-05	とし	8.59E-05	でお	8.72E-05	ほト	8.45E-05
なの	8.52E-05	たは	8.70E-05	ゾヒ	8.55E-05	づに	8.73E-05	ゾあ	8.79E-05	トに	8.66E-05	ドせ	8.59E-05	てソ	8.72E-05	ほぬ	8.45E-05
なビ	8.52E-05	たへ	8.70E-05	ソミ	8.55E-05	づノ	8.73E-05	ソケ	8.79E-05	ドに	8.66E-05	とだ	8.59E-05	てば	8.72E-05	ほれ	8.45E-05
なミ	8.52E-05	だへ	8.70E-05	だけ	8.55E-05	つひ	8.73E-05	そケ	8.79E-05	トへ	8.66E-05	どで	8.59E-05	でば	8.72E-05	ほゐ	8.45E-05
なみ	8.52E-05	だミ	8.70E-05	だコ	8.55E-05	つも	8.73E-05	ソつ	8.79E-05	とヘ	8.66E-05	ドに	8.59E-05	てヨ	8.72E-05	ほを	8.45E-05
なも	8.52E-05	ため	8.70E-05	ださ	8.55E-05	つや	8.73E-05	ソト	8.79E-05	とミ	8.66E-05	トね	8.59E-05	でヨ	8.72E-05	まケ	8.45E-05
なロ	8.52E-05	ちあ	8.70E-05	ただ	8.55E-05	づる	8.73E-05	ソに	8.79E-05	トも	8.66E-05	ドは	8.59E-05	でり	8.72E-05	まな	8.45E-05
にえ	8.52E-05	ちて	8.70E-05	だて	8.55E-05	づれ	8.73E-05	そノ	8.79E-05	トゆ	8.66E-05	トひ	8.59E-05	どし	8.72E-05	まぬ	8.45E-05
にが	8.52E-05	ちト	8.70E-05	たメ	8.55E-05	てけ	8.73E-05	ゾノ	8.79E-05	トら	8.66E-05	ドひ	8.59E-05	トゾ	8.72E-05	まね	8.45E-05
にの	8.52E-05	ちノ	8.70E-05	たや	8.55E-05	てだ	8.73E-05	そは	8.79E-05	ドを	8.66E-05	とミ	8.59E-05	トち	8.72E-05	まば	8.45E-05
にふ	8.52E-05	ちみ	8.70E-05	たゆ	8.55E-05	てと	8.73E-05	ゾひ	8.79E-05	なす	8.66E-05	とみ	8.59E-05	トな	8.72E-05	まま	8.45E-05
にへ	8.52E-05	づケ	8.70E-05	だよ	8.55E-05	てぶ	8.73E-05	ソふ	8.79E-05	なゾ	8.66E-05	ドミ	8.59E-05	トひ	8.72E-05	まむ	8.45E-05
にま	8.52E-05	つト	8.70E-05	ぢさ	8.55E-05	てよ	8.73E-05	ソメ	8.79E-05	にキ	8.66E-05	トや	8.59E-05	ドひ	8.72E-05	まら	8.45E-05
にる	8.52E-05	づと	8.70E-05	ちゾ	8.55E-05	でヨ	8.73E-05	ソも	8.79E-05	にコ	8.66E-05	とら	8.59E-05	トぶ	8.72E-05	みか	8.45E-05
ぬト	8.52E-05	づね	8.70E-05	ぢゾ	8.55E-05	てり	8.73E-05	そや	8.79E-05	にた	8.66E-05	ドる	8.59E-05	トみ	8.72E-05	みき	8.45E-05
ぬぬ	8.52E-05	づは	8.70E-05	ぢノ	8.55E-05	てわ	8.73E-05	ゾゆ	8.79E-05	にて	8.66E-05	ドれ	8.59E-05	ドみ	8.72E-05	ミじ	8.45E-05
ぬほ	8.52E-05	つふ	8.70E-05	つが	8.55E-05	でゐ	8.73E-05	たゲ	8.79E-05	にな	8.66E-05	ない	8.59E-05	ドむ	8.72E-05	ミす	8.45E-05
ぬミ	8.52E-05	つゆ	8.70E-05	つぐ	8.55E-05	どき	8.73E-05	だし	8.79E-05	にヘ	8.66E-05	なか	8.59E-05	ドを	8.72E-05	みゾ	8.45E-05
ぬめ	8.52E-05	つヨ	8.70E-05	つち	8.55E-05	トく	8.73E-05	たせ	8.79E-05	にむ	8.66E-05	なケ	8.59E-05	なよ	8.72E-05	みだ	8.45E-05
ねう	8.52E-05	でい	8.70E-05	づて	8.55E-05	とケ	8.73E-05	たと	8.79E-05	にわ	8.66E-05	なご	8.59E-05	にケ	8.72E-05	ミつ	8.45E-05
ねえ	8.52E-05	でう	8.70E-05	つど	8.55E-05	トた	8.73E-05	たぶ	8.79E-05	にゑ	8.66E-05	なつ	8.59E-05	にコ	8.72E-05	みぬ	8.45E-05
ねお	8.52E-05	でき	8.70E-05	づな	8.55E-05	ドに	8.73E-05	だへ	8.79E-05	ぬき	8.66E-05	なに	8.59E-05	にま	8.72E-05	みノ	8.45E-05
ねノ	8.52E-05	てゾ	8.70E-05	づノ	8.55E-05	とひ	8.73E-05	だま	8.79E-05	ぬけ	8.66E-05	なぬ	8.59E-05	にむ	8.72E-05	みメ	8.45E-05
ねは	8.52E-05	でた	8.70E-05	つぶ	8.55E-05	どひ	8.73E-05	たみ	8.79E-05	ぬす	8.66E-05	なら	8.59E-05	にも	8.72E-05	ミゆ	8.45E-05
ねヒ	8.52E-05	てと	8.70E-05	であ	8.55E-05	どへ	8.73E-05	たよ	8.79E-05	ぬち	8.66E-05	にケ	8.59E-05	にら	8.72E-05	むノ	8.45E-05
ねふ	8.52E-05	てば	8.70E-05	てご	8.55E-05	とま	8.73E-05	ちえ	8.79E-05	ぬへ	8.66E-05	にせ	8.59E-05	ぬき	8.72E-05	メい	8.45E-05
ねみ	8.52E-05	てぶ	8.70E-05	てさ	8.55E-05	ドミ	8.73E-05	ちゾ	8.79E-05	ぬゆ	8.66E-05	にノ	8.59E-05	ぬや	8.72E-05	メお	8.45E-05
ねヨ	8.52E-05	てま	8.70E-05	でさ	8.55E-05	どよ	8.73E-05	ちの	8.79E-05	ねあ	8.66E-05	にへ	8.59E-05	ねか	8.72E-05	メず	8.45E-05
ねわ	8.52E-05	てむ	8.70E-05	てだ	8.55E-05	トる	8.73E-05	ちら	8.79E-05	ねう	8.66E-05	にみ	8.59E-05	ねぬ	8.72E-05	めと	8.45E-05
ノけ	8.52E-05	てメ	8.70E-05	てち	8.55E-05	ドわ	8.73E-05	つげ	8.79E-05	ねコ	8.66E-05	にむ	8.59E-05	ノあ	8.72E-05	メは	8.45E-05
ノな	8.52E-05	ても	8.70E-05	てづ	8.55E-05	なき	8.73E-05	づつ	8.79E-05	ねせ	8.66E-05	ぬあ	8.59E-05	のキ	8.72E-05	めは	8.45E-05
のひ	8.52E-05	てれ	8.70E-05	でト	8.55E-05	なね	8.73E-05	つて	8.79E-05	ねぬ	8.66E-05	ぬい	8.59E-05	ノつ	8.72E-05	メば	8.45E-05
ノビ	8.52E-05	ドい	8.70E-05	てね	8.55E-05	なビ	8.73E-05	つび	8.79E-05	ねね	8.66E-05	ぬが	8.59E-05	のな	8.72E-05	もじ	8.45E-05
ノぶ	8.52E-05	どき	8.70E-05	でや	8.55E-05	なへ	8.73E-05	つベ	8.79E-05	ねビ	8.66E-05	ぬき	8.59E-05	ノぬ	8.72E-05	もな	8.45E-05
ノミ	8.52E-05	トく	8.70E-05	でわ	8.55E-05	なわ	8.73E-05	です	8.79E-05	ねを	8.66E-05	ぬち	8.59E-05	のへ	8.72E-05	もぬ	8.45E-05
はえ	8.52E-05	とぐ	8.70E-05	トだ	8.55E-05	にい	8.73E-05	てド	8.79E-05	のし	8.66E-05	ねじ	8.59E-05	ノベ	8.72E-05	もね	8.45E-05
ばき	8.52E-05	トさ	8.70E-05	トで	8.55E-05	にけ	8.73E-05	てノ	8.79E-05	ノベ	8.66E-05	ねソ	8.59E-05	のベ	8.72E-05	もヨ	8.45E-05
はこ	8.52E-05	どし	8.70E-05	とト	8.55E-05	にト	8.73E-05	でを	8.79E-05	のメ	8.66E-05	ねぶ	8.59E-05	ノめ	8.72E-05	もる	8.45E-05
ばじ	8.52E-05	とゾ	8.70E-05	トど	8.55E-05	にむ	8.73E-05	どき	8.79E-05	ノも	8.66E-05	ねを	8.59E-05	ノも	8.72E-05	やぐ	8.45E-05
ばず	8.52E-05	とノ	8.70E-05	とな	8.55E-05	ぬい	8.73E-05	トぐ	8.79E-05	ノゆ	8.66E-05	ノい	8.59E-05	のも	8.72E-05	やゲ	8.45E-05
ばソ	8.52E-05	ドノ	8.70E-05	ドな	8.55E-05	ねし	8.73E-05	とコ	8.79E-05	のヨ	8.66E-05	ノコ	8.59E-05	ノや	8.72E-05	やま	8.45E-05
ばト	8.52E-05	トぶ	8.70E-05	ドね	8.55E-05	ねめ	8.73E-05	トゴ	8.79E-05	ノる	8.66E-05	のす	8.59E-05	ばい	8.72E-05	ゆお	8.45E-05
はビ	8.52E-05	ドむ	8.70E-05	トば	8.55E-05	ノお	8.73E-05	どさ	8.79E-05	ノれ	8.66E-05	ノど	8.59E-05	はエ	8.72E-05	ゆく	8.45E-05
はぶ	8.52E-05	トや	8.70E-05	とひ	8.55E-05	ノか	8.73E-05	とし	8.79E-05	ばお	8.66E-05	ノぬ	8.59E-05	ばき	8.72E-05	ゆコ	8.45E-05
はま	8.52E-05	とれ	8.70E-05	とふ	8.55E-05	ノち	8.73E-05	ドし	8.79E-05	ばゾ	8.66E-05	ノヒ	8.59E-05	はド	8.72E-05	ゆさ	8.45E-05
はみ	8.52E-05	とわ	8.70E-05	とへ	8.55E-05	ノび	8.73E-05	どす	8.79E-05	ばと	8.66E-05	のひ	8.59E-05	はば	8.72E-05	ゆに	8.45E-05
ばも	8.52E-05	ドわ	8.70E-05	ドほ	8.55E-05	ノも	8.73E-05	トた	8.79E-05	ばむ	8.66E-05	のふ	8.59E-05	はま	8.72E-05	ヨい	8.45E-05
ばら	8.52E-05	なさ	8.70E-05	とよ	8.55E-05	のゆ	8.73E-05	トづ	8.79E-05	はも	8.66E-05	ノミ	8.59E-05	はメ	8.72E-05	ヨキ	8.45E-05
はり	8.52E-05	にあ	8.70E-05	トり	8.55E-05	ノよ	8.73E-05	とド	8.79E-05	ばも	8.66E-05	ノゐ	8.59E-05	ばめ	8.72E-05	よギ	8.45E-05
ヒう	8.52E-05	にゴ	8.70E-05	トれ	8.55E-05	のれ	8.73E-05	とね	8.79E-05	はよ	8.66E-05	はじ	8.59E-05	はら	8.72E-05	よぐ	8.45E-05
ひコ	8.52E-05	にぬ	8.70E-05	トゑ	8.55E-05	ばい	8.73E-05	ドノ	8.79E-05	ヒく	8.66E-05	はび	8.59E-05	はろ	8.72E-05	よけ	8.45E-05
ヒゴ	8.52E-05	にの	8.70E-05	なゴ	8.55E-05	はき	8.73E-05	トび	8.79E-05	ヒけ	8.66E-05	ばま	8.59E-05	ひか	8.72E-05	ヨて	8.45E-05
ひし	8.52E-05	にメ	8.70E-05	なつ	8.55E-05	ばぜ	8.73E-05	ドま	8.79E-05	ひけ	8.66E-05	ばゆ	8.59E-05	ひケ	8.72E-05	よば	8.45E-05
ビゾ	8.52E-05	にわ	8.70E-05	なぬ	8.55E-05	ばね	8.73E-05	とみ	8.79E-05	ひす	8.66E-05	はヨ	8.59E-05	ひざ	8.72E-05	よび	8.45E-05
ヒと	8.52E-05	ぬが	8.70E-05	なみ	8.55E-05	はは	8.73E-05	とメ	8.79E-05	びト	8.66E-05	ヒか	8.59E-05	ヒし	8.72E-05	ヨを	8.45E-05
びは	8.52E-05	ぬく	8.70E-05	なも	8.55E-05	はぶ	8.73E-05	トゆ	8.79E-05	ビひ	8.66E-05	ヒき	8.59E-05	ひず	8.72E-05	らさ	8.45E-05
びみ	8.52E-05	ぬつ	8.70E-05	なり	8.55E-05	びあ	8.73E-05	とれ	8.79E-05	ひベ	8.66E-05	ヒく	8.59E-05	ひつ	8.72E-05	らは	8.45E-05
ひや	8.52E-05	ぬみ	8.70E-05	なゐ	8.55E-05	びお	8.73E-05	とろ	8.79E-05	ひま	8.66E-05	ヒし	8.59E-05	ひト	8.72E-05	らら	8.45E-05
ひヨ	8.52E-05	ねち	8.70E-05	にソ	8.55E-05	ビか	8.73E-05	なこ	8.79E-05	ビや	8.66E-05	ひと	8.59E-05	ヒに	8.72E-05	りあ	8.45E-05
ひよ	8.52E-05	ねり	8.70E-05	にゾ	8.55E-05	ヒく	8.73E-05	なご	8.79E-05	ヒを	8.66E-05	びの	8.59E-05	ひふ	8.72E-05	りが	8.45E-05
ぶう	8.52E-05	ノあ	8.70E-05	にも	8.55E-05	ひけ	8.73E-05	なて	8.79E-05	ふエ	8.66E-05	ヒは	8.59E-05	ひり	8.72E-05	りぜ	8.45E-05
ふき	8.52E-05	ノせ	8.70E-05	ぬケ	8.55E-05	ひじ	8.73E-05	なヒ	8.79E-05	ふけ	8.66E-05	ひは	8.59E-05	ぶケ	8.72E-05	りぬ	8.45E-05
ぶこ	8.52E-05	のは	8.70E-05	ぬを	8.55E-05	ビせ	8.73E-05	なむ	8.79E-05	ふじ	8.66E-05	ひめ	8.59E-05	ふコ	8.72E-05	りむ	8.45E-05
ぶせ	8.52E-05	のぶ	8.70E-05	ねぶ	8.55E-05	ひど	8.73E-05	にち	8.79E-05	ふだ	8.66E-05	ひヨ	8.59E-05	ぶす	8.72E-05	るお	8.45E-05
ぶつ	8.52E-05	のま	8.70E-05	ねよ	8.55E-05	ビに	8.73E-05	にに	8.79E-05	ぶた	8.66E-05	びわ	8.59E-05	ふゾ	8.72E-05	るな	8.45E-05
へあ	8.52E-05	のら	8.70E-05	ノい	8.55E-05	ひめ	8.73E-05	にね	8.79E-05	ぶて	8.66E-05	ふて	8.59E-05	ぶは	8.72E-05	るね	8.45E-05
ヘお	8.52E-05	のロ	8.70E-05	のコ	8.55E-05	ひゆ	8.73E-05	にを	8.79E-05	ふど	8.66E-05	ぶノ	8.59E-05	ふぶ	8.72E-05	るノ	8.45E-05
ヘき	8.52E-05	ばう	8.70E-05	のゾ	8.55E-05	ひゐ	8.73E-05	ぬふ	8.79E-05	ふは	8.66E-05	ふる	8.59E-05	ぶみ	8.72E-05	るへ	8.45E-05
へぐ	8.52E-05	はギ	8.70E-05	ノド	8.55E-05	ふう	8.73E-05	ぬへ	8.79E-05	ぶふ	8.66E-05	ふろ	8.59E-05	ふり	8.72E-05	るほ	8.45E-05
べし	8.52E-05	はけ	8.70E-05	ノふ	8.55E-05	ふけ	8.73E-05	ぬヨ	8.79E-05	ヘあ	8.66E-05	ふを	8.59E-05	へお	8.72E-05	れて	8.45E-05
ヘず	8.52E-05	はだ	8.70E-05	のも	8.55E-05	ぶち	8.73E-05	ねう	8.79E-05	ベき	8.66E-05	へが	8.59E-05	へく	8.72E-05	れね	8.45E-05
べす	8.52E-05	はな	8.70E-05	はて	8.55E-05	ぶや	8.73E-05	ねキ	8.79E-05	べく	8.66E-05	ヘき	8.59E-05	へご	8.72E-05	れノ	8.45E-05
へち	8.52E-05	はね	8.70E-05	はど	8.55E-05	ぶり	8.73E-05	ねぶ	8.79E-05	へご	8.66E-05	ベコ	8.59E-05	ヘさ	8.72E-05	ロい	8.45E-05
へて	8.52E-05	はメ	8.70E-05	はば	8.55E-05	ぶれ	8.73E-05	ねよ	8.79E-05	ヘさ	8.66E-05	へせ	8.59E-05	へソ	8.72E-05	ロだ	8.45E-05
へで	8.52E-05	ばヨ	8.70E-05	はヘ	8.55E-05	へい	8.73E-05	のじ	8.79E-05	べさ	8.66E-05	べな	8.59E-05	ヘつ	8.72E-05	ロほ	8.45E-05
ヘみ	8.52E-05	はわ	8.70E-05	ばも	8.55E-05	ベき	8.73E-05	ノせ	8.79E-05	べし	8.66E-05	へむ	8.59E-05	へド	8.72E-05	ロや	8.45E-05
へみ	8.52E-05	ひエ	8.70E-05	はれ	8.55E-05	ベず	8.73E-05	ノそ	8.79E-05	ヘす	8.66E-05	へも	8.59E-05	ヘぬ	8.72E-05	わけ	8.45E-05
ベむ	8.52E-05	ひけ	8.70E-05	びあ	8.55E-05	ヘゾ	8.73E-05	ノた	8.79E-05	へせ	8.66E-05	へロ	8.59E-05	へひ	8.72E-05	わづ	8.45E-05
ヘや	8.52E-05	びコ	8.70E-05	ひエ	8.55E-05	ヘち	8.73E-05	のに	8.79E-05	べて	8.66E-05	へわ	8.59E-05	ヘみ	8.72E-05	わの	8.45E-05
へや	8.52E-05	ヒせ	8.70E-05	ひえ	8.55E-05	ヘつ	8.73E-05	ノぬ	8.79E-05	へも	8.66E-05	ほか	8.59E-05	べや	8.72E-05	わへ	8.45E-05
へヨ	8.52E-05	ヒソ	8.70E-05	びけ	8.55E-05	へつ	8.73E-05	のほ	8.79E-05	ヘゆ	8.66E-05	ほき	8.59E-05	べる	8.72E-05	ゐコ	8.45E-05
へわ	8.52E-05	びに	8.70E-05	びこ	8.55E-05	べな	8.73E-05	ばあ	8.79E-05	へゐ	8.66E-05	ほざ	8.59E-05	ほあ	8.72E-05	ゐぬ	8.45E-05
ほた	8.52E-05	びね	8.70E-05	ヒさ	8.55E-05	へば	8.73E-05	はお	8.79E-05	ほち	8.66E-05	ほだ	8.59E-05	ほう	8.72E-05	ゐね	8.45E-05
ほや	8.52E-05	びび	8.70E-05	ヒじ	8.55E-05	べは	8.73E-05	ばけ	8.79E-05	ぼな	8.66E-05	ほび	8.59E-05	ほキ	8.72E-05	ゐノ	8.45E-05
ぼれ	8.52E-05	ひべ	8.70E-05	びそ	8.55E-05	ベば	8.73E-05	はコ	8.79E-05	ほに	8.66E-05	ほわ	8.59E-05	ほざ	8.72E-05	ゐれ	8.45E-05
ほロ	8.52E-05	ひめ	8.70E-05	ヒづ	8.55E-05	ヘや	8.73E-05	ばに	8.79E-05	ぼり	8.66E-05	まあ	8.59E-05	ほね	8.72E-05	ゑけ	8.45E-05
ほわ	8.52E-05	ひよ	8.70E-05	ヒな	8.55E-05	ヘよ	8.73E-05	ばぬ	8.79E-05	まき	8.66E-05	まぐ	8.59E-05	ほヒ	8.72E-05	ゑじ	8.45E-05
まお	8.52E-05	びヨ	8.70E-05	ひひ	8.55E-05	ほケ	8.73E-05	はヒ	8.79E-05	まコ	8.66E-05	まま	8.59E-05	ほも	8.72E-05	ゑな	8.45E-05
まド	8.52E-05	ヒを	8.70E-05	びひ	8.55E-05	ほこ	8.73E-05	ばひ	8.79E-05	まだ	8.66E-05	まわ	8.59E-05	ほよ	8.72E-05	ゑみ	8.45E-05
まを	8.52E-05	ふあ	8.70E-05	ひも	8.55E-05	ほを	8.73E-05	ばま	8.79E-05	まて	8.66E-05	ミか	8.59E-05	ほろ	8.72E-05	ゑら	8.45E-05
みゴ	8.52E-05	ふう	8.70E-05	ひゐ	8.55E-05	まソ	8.73E-05	ひあ	8.79E-05	まト	8.66E-05	ミだ	8.59E-05	まか	8.72E-05	をせ	8.45E-05
みす	8.52E-05	ぶコ	8.70E-05	ぶか	8.55E-05	また	8.73E-05	びい	8.79E-05	まと	8.66E-05	ミつ	8.59E-05	まコ	8.72E-05	をに	8.45E-05
みぢ	8.52E-05	ぶさ	8.70E-05	ふせ	8.55E-05	まど	8.73E-05	びコ	8.79E-05	まま	8.66E-05	ミづ	8.59E-05	まざ	8.72E-05	あエ	7.68E-06
みと	8.52E-05	ぶし	8.70E-05	ふゾ	8.55E-05	まる	8.73E-05	ヒじ	8.79E-05	まわ	8.66E-05	みど	8.59E-05	まし	8.72E-05	あか	7.68E-06
ミに	8.52E-05	ぶふ	8.70E-05	ふて	8.55E-05	みう	8.73E-05	ヒづ	8.79E-05	みす	8.66E-05	みむ	8.59E-05	まビ	8.72E-05	あキ	7.68E-06
ミノ	8.52E-05	ふべ	8.70E-05	ふふ	8.55E-05	みす	8.73E-05	ヒぬ	8.79E-05	ミト	8.66E-05	むだ	8.59E-05	まヘ	8.72E-05	あき	7.68E-06
みノ	8.52E-05	ふむ	8.70E-05	へお	8.55E-05	みベ	8.73E-05	びね	8.79E-05	ミや	8.66E-05	むな	8.59E-05	まら	8.72E-05	あく	7.68E-06
ミふ	8.52E-05	ふゆ	8.70E-05	ベす	8.55E-05	むこ	8.73E-05	ひノ	8.79E-05	ミれ	8.66E-05	むビ	8.59E-05	みう	8.72E-05	あケ	7.68E-06
みゆ	8.52E-05	ぶり	8.70E-05	べだ	8.55E-05	むせ	8.73E-05	びノ	8.79E-05	むこ	8.66E-05	むり	8.59E-05	ミさ	8.72E-05	あゲ	7.68E-06
みヨ	8.52E-05	ふる	8.70E-05	ヘて	8.55E-05	むよ	8.73E-05	ひひ	8.79E-05	むゴ	8.66E-05	むわ	8.59E-05	みぢ	8.72E-05	あご	7.68E-06
むか	8.52E-05	ふれ	8.70E-05	ベな	8.55E-05	めこ	8.73E-05	ぶき	8.79E-05	むゆ	8.66E-05	めか	8.59E-05	みつ	8.72E-05	あさ	7.68E-06
むぎ	8.52E-05	ふゑ	8.70E-05	ベに	8.55E-05	メす	8.73E-05	ぶけ	8.79E-05	むれ	8.66E-05	メず	8.59E-05	ミノ	8.72E-05	あざ	7.68E-06
むく	8.52E-05	へご	8.70E-05	ヘひ	8.55E-05	メず	8.73E-05	ぶす	8.79E-05	むロ	8.66E-05	メせ	8.59E-05	みよ	8.72E-05	あじ	7.68E-06
むノ	8.52E-05	へさ	8.70E-05	へヨ	8.55E-05	メと	8.73E-05	ぶだ	8.79E-05	メう	8.66E-05	めせ	8.59E-05	むせ	8.72E-05	あず	7.68E-06
むふ	8.52E-05	ベし	8.70E-05	ほお	8.55E-05	メは	8.73E-05	ぶち	8.79E-05	メえ	8.66E-05	メト	8.59E-05	むて	8.72E-05	あせ	7.68E-06
むべ	8.52E-05	へト	8.70E-05	ほけ	8.55E-05	メら	8.73E-05	ぶト	8.79E-05	メず	8.66E-05	メど	8.59E-05	むの	8.72E-05	あぜ	7.68E-06
むま	8.52E-05	ヘは	8.70E-05	ほち	8.55E-05	もエ	8.73E-05	べが	8.79E-05	メだ	8.66E-05	めの	8.59E-05	むは	8.72E-05	あソ	7.68E-06
むろ	8.52E-05	へふ	8.70E-05	まね	8.55E-05	もづ	8.73E-05	べし	8.79E-05	メみ	8.66E-05	メほ	8.59E-05	むや	8.72E-05	あそ	7.68E-06
メつ	8.52E-05	ベほ	8.70E-05	まま	8.55E-05	もな	8.73E-05	ヘせ	8.79E-05	メメ	8.66E-05	めロ	8.59E-05	むゑ	8.72E-05	あた	7.68E-06
メて	8.52E-05	へみ	8.70E-05	みぐ	8.55E-05	もミ	8.73E-05	へた	8.79E-05	めゆ	8.66E-05	もし	8.59E-05	メが	8.72E-05	あだ	7.68E-06
メな	8.52E-05	ヘを	8.70E-05	みさ	8.55E-05	やギ	8.73E-05	へぬ	8.79E-05	めら	8.66E-05	やぎ	8.59E-05	めき	8.72E-05	あつ	7.68E-06
メほ	8.52E-05	ほエ	8.70E-05	みづ	8.55E-05	やく	8.73E-05	ベヨ	8.79E-05	もち	8.66E-05	やこ	8.59E-05	メこ	8.72E-05	あづ	7.68E-06
メメ	8.52E-05	ほけ	8.70E-05	みと	8.55E-05	やけ	8.73E-05	へわ	8.79E-05	もび	8.66E-05	やさ	8.59E-05	メさ	8.72E-05	あて	7.68E-06
める	8.52E-05	ほざ	8.70E-05	みひ	8.55E-05	やで	8.73E-05	ヘを	8.79E-05	もほ	8.66E-05	やソ	8.59E-05	メひ	8.72E-05	あト	7.68E-06
めれ	8.52E-05	ほて	8.70E-05	みも	8.55E-05	やぬ	8.73E-05	ぼさ	8.79E-05	もむ	8.66E-05	やち	8.59E-05	もか	8.72E-05	あと	7.68E-06
めを	8.52E-05	ほば	8.70E-05	みロ	8.55E-05	やね	8.73E-05	ほそ	8.79E-05	もよ	8.66E-05	やぢ	8.59E-05	もず	8.72E-05	あド	7.68E-06
もず	8.52E-05	ほも	8.70E-05	むソ	8.55E-05	やほ	8.73E-05	ほづ	8.79E-05	もる	8.66E-05	やて	8.59E-05	やし	8.72E-05	あど	7.68E-06
もミ	8.52E-05	まエ	8.70E-05	むつ	8.55E-05	やり	8.73E-05	ぼほ	8.79E-05	やき	8.66E-05	やヘ	8.59E-05	やぢ	8.72E-05	あな	7.68E-06
やう	8.52E-05	まく	8.70E-05	むら	8.55E-05	ゆけ	8.73E-05	ほま	8.79E-05	やざ	8.66E-05	やへ	8.59E-05	やぬ	8.72E-05	あに	7.68E-06
やか	8.52E-05	まぢ	8.70E-05	メう	8.55E-05	ゆむ	8.73E-05	ほロ	8.79E-05	やた	8.66E-05	やみ	8.59E-05	ゆお	8.72E-05	あノ	7.68E-06
やふ	8.52E-05	まへ	8.70E-05	めぐ	8.55E-05	ゆれ	8.73E-05	ほろ	8.79E-05	やつ	8.66E-05	ヨか	8.59E-05	ゆキ	8.72E-05	あの	7.68E-06
やゆ	8.52E-05	まゆ	8.70E-05	メゴ	8.55E-05	ヨい	8.73E-05	まし	8.79E-05	やぬ	8.66E-05	ヨぐ	8.59E-05	ゆき	8.72E-05	あば	7.68E-06
