4-a	cont_a	4-b	cont_b	4-c	cont_c	4-d	cont_d	4-e	cont_e	4-f	cont_f	4-g	cont_g	4-h	cont_h	4-i	cont_i
みた	0.006084213	あす	0.005384463	ひみ	0.007214321	した	0.00698577	ちは	0.006218309	うつ	0.006209522	づく	0.005245824	づら	0.006394134	ゆる	0.006807131
ねに	0.00600631	ノた	0.005384463	なば	0.006907655	りし	0.006907366	がた	0.005982469	がコ	0.00613102	あを	0.005166462	どノ	0.006394134	れて	0.006728071
ノみ	0.005772602	おト	0.005305396	りて	0.006907655	へノ	0.006672155	たヘ	0.005982469	しる	0.00613102	ノも	0.005166462	をか	0.006394134	して	0.006253706
ふな	0.005694699	ふケ	0.005305396	なむ	0.006447656	うヘ	0.006515348	まき	0.005982469	たれ	0.00613102	こエ	0.004849014	うち	0.006157606	がな	0.005779341
やこ	0.005538893	よは	0.005305396	くノ	0.006217656	のに	0.006280136	トか	0.005903856	しに	0.006052518	はは	0.004849014	りな	0.006078764	かれ	0.005700281
つみ	0.00546099	せノ	0.005147262	しあ	0.006217656	ゆふ	0.005731311	まち	0.005903856	さと	0.005974016	たら	0.004769652	かづ	0.005921079	ばか	0.00562122
ノさ	0.00546099	かぬ	0.005068195	いか	0.00614099	ノふ	0.005652907	みま	0.005903856	つる	0.005581505	ドり	0.004769652	さく	0.005842236	たも	0.005384038
ほき	0.00546099	もち	0.005068195	いノ	0.006064323	ふれ	0.005652907	ひし	0.005825243	ロノ	0.005503003	にほ	0.00469029	まだ	0.005526866	すべ	0.004988734
もも	0.005383087	きよ	0.004989128	くあ	0.005757657	ヘに	0.005652907	はや	0.005589403	しみ	0.005110492	うま	0.004610928	りぬ	0.005448023	しト	0.00459343
あま	0.005305184	はや	0.004910061	はあ	0.005680991	ギノ	0.005496099	れを	0.005432176	トを	0.004796483	ノい	0.004372842	るさ	0.005448023	ヘば	0.00459343
いづ	0.004993573	ノが	0.004751927	ただ	0.005604324	びく	0.005417696	ちノ	0.00527495	ヘド	0.004639479	ノく	0.00429348	なる	0.004896125	トな	0.004514369
コぎ	0.00491567	かが	0.004593793	して	0.005374324	つつ	0.005339292	れに	0.004881884	ロは	0.004560977	ひか	0.00429348	コゑ	0.004817282	ベき	0.004514369
ぶね	0.00491567	くよ	0.004514726	ずは	0.005220991	おく	0.005104081	たむ	0.00480327	にい	0.00432547	ひき	0.00429348	ノな	0.004817282	こふ	0.004435309
りす	0.00491567	てる	0.004514726	らメ	0.005144325	りつ	0.005025677	ひて	0.00480327	るト	0.00432547	くみ	0.004134757	みる	0.004659597	なが	0.004356248
つノ	0.004681962	ケに	0.004435659	せば	0.005067658	かま	0.004555255	みは	0.00480327	いに	0.004246968	くト	0.004055395	をり	0.004265384	わか	0.004198126
たて	0.004604059	ぬば	0.004435659	なか	0.005067658	づき	0.004476851	かき	0.004567431	ゲき	0.004168466	しノ	0.004055395	るト	0.004186542	くり	0.004119066
たた	0.004292447	コヨ	0.004356592	あふ	0.004990992	りに	0.004476851	にま	0.004567431	はぬ	0.004089963	ひキ	0.004055395	きト	0.004107699	ぬる	0.004119066
エノ	0.004214544	みし	0.004277525	つも	0.004914325	され	0.004398448	さま	0.004410204	トも	0.004011461	づさ	0.003976033	ぐひ	0.004107699	しけ	0.004040005
さな	0.004214544	ゆふ	0.004119391	ぬト	0.004914325	らし	0.004398448	つト	0.004410204	たエ	0.003932959	かゲ	0.003896671	なを	0.003871171	ゾお	0.003960944
らが	0.004214544	りか	0.004040324	ヒつ	0.004914325	はも	0.004163237	ませ	0.004331591	ぐさ	0.003854457	かさ	0.003896671	るノ	0.003792329	なれ	0.003881883
たみ	0.004136642	きコ	0.003961257	ずて	0.004607659	ノつ	0.004084833	きを	0.004252977	さメ	0.003854457	なつ	0.003817309	かず	0.003713486	ぬベ	0.003881883
をト	0.004136642	あケ	0.003644989	さら	0.004454326	のは	0.004084833	むす	0.004252977	ねて	0.003854457	はつ	0.003817309	すな	0.003713486	ねば	0.003881883
ねノ	0.004058739	るつ	0.003644989	しは	0.004454326	ふも	0.004084833	へる	0.004174364	コし	0.003697453	まを	0.003737947	なた	0.003713486	ケな	0.00356564
ノり	0.003980836	かよ	0.003565922	てし	0.004377659	がね	0.004006429	まか	0.004174364	へる	0.00361895	むな	0.003737947	がか	0.003634643	をお	0.00356564
とに	0.003902933	むか	0.003486855	ずあ	0.004300993	がノ	0.004006429	がま	0.003938524	らエ	0.00361895	さノ	0.003658585	かざ	0.003634643	なゲ	0.003486579
いソ	0.00382503	たぎ	0.003407788	ちに	0.00414766	さを	0.004006429	かミ	0.003938524	れか	0.00361895	をら	0.003658585	いや	0.003555801	やす	0.003486579
にヨ	0.00382503	ふた	0.003407788	りト	0.003994327	いロ	0.003928025	らた	0.003859911	ヒノ	0.003540448	ゲに	0.003579223	トヨ	0.003555801	しお	0.003407519
トめ	0.003669224	よふ	0.003407788	るら	0.00391766	はふ	0.003928025	つら	0.003781298	はい	0.003461946	まが	0.003579223	ベし	0.003476958	トお	0.003407519
にノ	0.003669224	りた	0.003407788	がい	0.003687661	とノ	0.003849622	てに	0.003781298	はた	0.003383444	づま	0.003499861	ひす	0.003398116	ても	0.003328458
かぢ	0.003591322	さよ	0.003328721	ミに	0.003610994	らつ	0.003849622	がき	0.003702685	びト	0.003383444	はり	0.003499861	きわ	0.003319273	はね	0.003328458
すぎ	0.003591322	ふみ	0.003328721	にせ	0.003457661	はる	0.003771218	りコ	0.003702685	ヨり	0.003383444	かつ	0.003420499	たく	0.003319273	もへ	0.003328458
たま	0.003591322	ちて	0.003249654	ヘぬ	0.003380994	びき	0.003771218	たメ	0.003624071	さね	0.003304942	こゆ	0.003420499	たを	0.00324043	ケば	0.003249397
ねは	0.003591322	よノ	0.003249654	ヒし	0.003150995	みれ	0.003692814	きく	0.003545458	ねつ	0.003304942	ちし	0.003420499	どに	0.00324043	ちか	0.003249397
へな	0.003591322	りも	0.003249654	ちも	0.003074328	ノの	0.003614411	コむ	0.003545458	ノト	0.003304942	まか	0.003420499	なむ	0.00324043	みだ	0.003249397
るな	0.003513419	たづ	0.003170587	しも	0.002920995	れノ	0.003614411	ろた	0.003466845	るに	0.003304942	メて	0.003420499	なさ	0.003161588	もに	0.003249397
ぎて	0.003435516	ノお	0.003170587	ずト	0.002920995	ふノ	0.003536007	こを	0.003309618	しコ	0.00322644	つら	0.003341137	なで	0.003161588	りて	0.003170336
たに	0.003357613	ヒわ	0.00309152	かも	0.002844329	さケ	0.003457603	はば	0.003309618	しへ	0.00322644	トメ	0.003341137	をれ	0.003161588	るも	0.003170336
やト	0.00327971	しが	0.003012453	しメ	0.002844329	りソ	0.003379199	つる	0.003231005	るひ	0.00322644	まよ	0.003341137	うぐ	0.003082745	トき	0.003012215
るま	0.00327971	せに	0.003012453	いな	0.002767662	ロづ	0.003379199	ノす	0.003152392	つね	0.003069435	きや	0.003261775	ちら	0.003082745	がお	0.002775033
こノ	0.003201807	ぬら	0.003012453	みず	0.002767662	まと	0.003222392	るき	0.003152392	るコ	0.003069435	さは	0.003261775	むら	0.003082745	ほく	0.002695972
ぢノ	0.003201807	らぬ	0.003012453	まコ	0.002614329	りが	0.003222392	れし	0.003152392	ロを	0.003069435	みし	0.003261775	やな	0.003082745	あた	0.002616911
にた	0.003201807	かト	0.002933386	かる	0.002537662	ケぬ	0.003143988	にき	0.003073779	エず	0.002912431	した	0.003182413	らす	0.003082745	けく	0.002616911
ミノ	0.003123904	さや	0.002854319	ノヘ	0.002537662	ぐれ	0.003065585	ねノ	0.003073779	もは	0.002912431	ゆみ	0.003182413	ちか	0.003003903	べな	0.002616911
こし	0.003046002	みわ	0.002854319	つあ	0.002460996	くを	0.002987181	がて	0.002995165	ぬひ	0.002833929	ケノ	0.00302369	ちる	0.003003903	もい	0.002616911
いざ	0.002890196	かど	0.002775252	ヨソ	0.002460996	のへ	0.002987181	かヘ	0.002995165	ノひ	0.002833929	でて	0.00302369	すノ	0.00292506	ゆゑ	0.00253785
けむ	0.002890196	たか	0.002775252	くし	0.002384329	さり	0.002908777	こに	0.002995165	いヘ	0.002755426	まゆ	0.00302369	にす	0.00292506	にこ	0.00245879
みコ	0.002890196	ちた	0.002775252	たは	0.002384329	をば	0.002908777	ノみ	0.002995165	トゴ	0.002755426	をな	0.00302369	はさ	0.00292506	ゾあ	0.002379729
ヨす	0.002890196	さヘ	0.002696185	はじ	0.002384329	ヨに	0.002830374	さし	0.002916552	ふか	0.002755426	かば	0.002944328	なに	0.002846218	しゾ	0.002300668
れな	0.002890196	すか	0.002696185	ゆゑ	0.002384329	きさ	0.00275197	にか	0.002916552	もコ	0.002755426	がひ	0.002944328	うゑ	0.00260969	つち	0.002300668
つな	0.002812293	ドあ	0.002696185	ヨノ	0.002307663	ぜノ	0.00275197	はひ	0.002837939	おふ	0.002598422	して	0.002864966	かし	0.002530847	あや	0.002142547
だノ	0.00273439	トコ	0.002696185	きて	0.002230996	るら	0.00275197	きき	0.002759325	たし	0.002598422	づノ	0.002864966	たば	0.002452005	いき	0.002142547
ねを	0.00273439	ほノ	0.002696185	てい	0.002230996	なふ	0.002673566	つき	0.002759325	るベ	0.002598422	がつ	0.002706242	ざし	0.002373162	ひつ	0.002142547
まま	0.00273439	かケ	0.002617118	るひ	0.002230996	ふさ	0.002673566	くほ	0.002680712	しぬ	0.00251992	こら	0.002706242	エて	0.002215477	むヨ	0.002142547
しに	0.002656487	こほ	0.002617118	れこ	0.002230996	るゆ	0.002673566	もノ	0.002680712	れも	0.00251992	ソメ	0.002706242	さけ	0.002215477	メつ	0.002142547
たづ	0.002656487	とり	0.002617118	すト	0.00215433	がう	0.002516759	びに	0.002602099	をノ	0.00251992	まず	0.00262688	しみ	0.002215477	くば	0.002063486
りせ	0.002656487	につ	0.002617118	トい	0.00215433	ゆノ	0.002516759	にお	0.002523486	じト	0.002441418	まへ	0.00262688	なギ	0.002215477	トく	0.002063486
いほ	0.002578585	はふ	0.002617118	いへ	0.002077663	はら	0.002438355	すび	0.002444872	ばし	0.002441418	りて	0.00262688	なヘ	0.002215477	ゐて	0.002063486
コぐ	0.002578585	よき	0.002617118	しり	0.002077663	りく	0.002438355	ちを	0.002444872	トし	0.002362916	ゐノ	0.00262688	ひは	0.002215477	びノ	0.001984425
つせ	0.002578585	みヨ	0.002538051	ては	0.002077663	くか	0.002359951	れト	0.002444872	きみ	0.002284413	ノこ	0.002547518	むト	0.002215477	ふい	0.001984425
つり	0.002500682	そか	0.002458984	コだ	0.002000997	しぐ	0.002359951	いへ	0.002366259	ふコ	0.002284413	トも	0.002468156	ヨみ	0.002215477	がき	0.001905364
りみ	0.002500682	はか	0.002458984	てあ	0.002000997	ちな	0.002359951	むト	0.002366259	エコ	0.002205911	あづ	0.002388794	ける	0.002136634	せむ	0.001905364
つぎ	0.002422779	ベく	0.002379917	むを	0.002000997	はき	0.002359951	しロ	0.002287646	コに	0.002205911	かや	0.002388794	トな	0.002136634	かり	0.001826304
ぬき	0.002422779	らゆ	0.002379917	ヒむ	0.00192433	きし	0.002281548	せむ	0.002287646	ねも	0.002205911	てゆ	0.002388794	ノゆ	0.002136634	つれ	0.001747243
らし	0.002422779	せを	0.00230085	ずし	0.001847664	ふく	0.002281548	つが	0.002287646	ゆる	0.002205911	ぬノ	0.002388794	でし	0.002057792	ノゴ	0.001747243
りそ	0.002422779	やみ	0.00230085	ミし	0.001847664	まか	0.002281548	おく	0.002209033	いひ	0.002048907	がゆ	0.002309432	メは	0.002057792	たま	0.001668182
るみ	0.002422779	くろ	0.002221783	かメ	0.001770997	さノ	0.002203144	しし	0.002130419	しさ	0.002048907	すゲ	0.002309432	きケ	0.001900106	たや	0.001668182
ソコ	0.002344876	がり	0.002142716	だれ	0.001770997	すき	0.002203144	なす	0.002130419	たゆ	0.002048907	すむ	0.002309432	きソ	0.001900106	ヘに	0.001668182
ごノ	0.002266973	はせ	0.002142716	ヒは	0.001770997	つま	0.002203144	ふま	0.002130419	はみ	0.002048907	つは	0.002309432	ぐら	0.001900106	ほつ	0.001668182
そノ	0.002266973	まそ	0.002142716	ヒメ	0.001770997	にな	0.002203144	らは	0.002130419	やひ	0.002048907	をノ	0.002309432	むひ	0.001900106	みね	0.001668182
キし	0.00218907	いね	0.002063649	れや	0.001770997	がし	0.00212474	れぬ	0.002130419	ロか	0.002048907	こま	0.00223007	るを	0.001900106	くお	0.001589121
はて	0.00218907	コゆ	0.002063649	くこ	0.001617664	きて	0.00212474	せる	0.001973193	あは	0.001970405	つね	0.00223007	うノ	0.001821264	ずし	0.001589121
せむ	0.002111167	すぎ	0.002063649	ちて	0.001617664	くも	0.00212474	トド	0.001973193	ゴロ	0.001970405	らは	0.00223007	ちに	0.001821264	もゐ	0.001589121
トま	0.002111167	ちわ	0.002063649	てノ	0.001617664	ばく	0.00212474	やか	0.001973193	はす	0.001970405	いケ	0.002150708	にさ	0.001821264	ゆた	0.001589121
むか	0.002111167	づみ	0.002063649	ヒや	0.001617664	エに	0.001967933	をま	0.001973193	ヒに	0.001970405	ゲノ	0.002150708	はち	0.001821264	さね	0.00151006
いと	0.002033265	ねか	0.002063649	るか	0.001617664	かる	0.001967933	さぬ	0.00189458	だし	0.001891903	しば	0.002150708	にな	0.001742421	てお	0.00151006
きヨ	0.002033265	はヘ	0.002063649	いけ	0.001540997	さぢ	0.001967933	ちが	0.00189458	つロ	0.001891903	にふ	0.002150708	ふゆ	0.001742421	ヘて	0.00151006
トふ	0.002033265	をは	0.002063649	しゑ	0.001540997	ぜふ	0.001967933	びゆ	0.00189458	なほ	0.001891903	にや	0.002150708	もす	0.001742421	があ	0.001431
ノエ	0.002033265	つゲ	0.001984582	つに	0.001540997	ソね	0.001889529	やき	0.00189458	ねド	0.0018134	ひは	0.002150708	るや	0.001742421	がす	0.001431
メを	0.002033265	ノせ	0.001984582	ヒて	0.001540997	ふべ	0.001889529	りき	0.00189458	ヨド	0.0018134	ひを	0.002150708	コぬ	0.001663579	がた	0.001431
らミ	0.002033265	ノわ	0.001984582	ミな	0.001540997	みた	0.001889529	れた	0.001815966	たが	0.001734898	まづ	0.002150708	こは	0.001663579	がむ	0.001431
うな	0.001955362	しけ	0.001905515	をち	0.001540997	ゆし	0.001889529	エむ	0.001737353	ぬに	0.001734898	やに	0.002150708	さつ	0.001663579	にコ	0.001431
がふ	0.001955362	みな	0.001905515	いく	0.001464331	きむ	0.001811125	くま	0.001737353	みト	0.001734898	まぢ	0.002071346	すぐ	0.001663579	まさ	0.001431
かる	0.001955362	もし	0.001905515	くさ	0.001464331	ギり	0.001811125	ばら	0.001737353	らに	0.001734898	がら	0.001991984	あそ	0.001584736	ゆケ	0.001431
ふき	0.001955362	やケ	0.001905515	ゲく	0.001464331	さに	0.001811125	らか	0.001737353	ロし	0.001734898	くひ	0.001991984	メづ	0.001584736	わケ	0.001431
ヨせ	0.001955362	るあ	0.001905515	つひ	0.001464331	はた	0.001811125	つち	0.00165874	せみ	0.001656396	ほふ	0.001991984	をみ	0.001584736	こに	0.001351939
なへ	0.001877459	キは	0.001826448	はこ	0.001464331	ひて	0.001811125	でか	0.00165874	にゾ	0.001656396	よぶ	0.001991984	あれ	0.001505893	せし	0.001351939
なゆ	0.001877459	ノき	0.001826448	ひつ	0.001464331	むく	0.001811125	てな	0.00165874	ヨロ	0.001656396	づか	0.001912623	きふ	0.001505893	つゲ	0.001351939
へし	0.001877459	ろか	0.001826448	ひな	0.001464331	がに	0.001732722	てま	0.00165874	らじ	0.001656396	なと	0.001912623	ゾも	0.001505893	ぬれ	0.001351939
まり	0.001877459	かふ	0.001747381	をや	0.001464331	ギは	0.001732722	ねむ	0.00165874	にを	0.001577894	につ	0.001912623	ずか	0.001427051	みせ	0.001351939
ヘに	0.001799556	しわ	0.001747381	がこ	0.001387664	けら	0.001732722	ノよ	0.00165874	ひく	0.001577894	にゆ	0.001912623	せむ	0.001427051	るい	0.001351939
ほぶ	0.001799556	たせ	0.001747381	メゆ	0.001387664	ちぬ	0.001732722	まて	0.00165874	かき	0.001499392	いち	0.001833261	トに	0.001427051	かき	0.001272878
りエ	0.001799556	らひ	0.001747381	おし	0.001310998	むし	0.001732722	はつ	0.001580127	ゲけ	0.001499392	とを	0.001833261	ノに	0.001427051	がひ	0.001272878
たふ	0.001721653	きも	0.001668314	さに	0.001310998	きあ	0.001654318	ぶる	0.001580127	とは	0.001499392	ほひ	0.001833261	ほす	0.001427051	かを	0.001272878
てみ	0.001721653	キり	0.001668314	なま	0.001310998	けれ	0.001575914	みさ	0.001580127	はお	0.001499392	むき	0.001833261	がる	0.001348208	きい	0.001272878
ほヒ	0.001721653	コせ	0.001668314	にだ	0.001310998	ノね	0.001575914	かゆ	0.001501513	ふひ	0.001499392	りゆ	0.001833261	きし	0.001348208	ざか	0.001272878
みふ	0.001721653	ゴも	0.001668314	むも	0.001310998	ゆに	0.001575914	さず	0.001501513	るわ	0.001499392	あさ	0.001753899	ねし	0.001348208	たが	0.001272878
むた	0.001721653	さほ	0.001668314	らね	0.001310998	きゆ	0.001497511	ちト	0.001501513	から	0.001420889	たひ	0.001753899	ノノ	0.001348208	たに	0.001272878
ヨる	0.001721653	ほほ	0.001668314	れず	0.001310998	すゑ	0.001497511	つに	0.001501513	ゲみ	0.001420889	なづ	0.001753899	ヒに	0.001348208	でふ	0.001272878
あヘ	0.00164375	らし	0.001668314	をる	0.001310998	つを	0.001497511	では	0.001501513	トゾ	0.001420889	なも	0.001753899	らさ	0.001348208	トゾ	0.001272878
きす	0.00164375	あメ	0.001589247	キに	0.001234331	にひ	0.001497511	ねず	0.001501513	とふ	0.001420889	ばノ	0.001753899	きに	0.001269366	ほエ	0.001272878
ささ	0.00164375	さす	0.001589247	ノな	0.001234331	まの	0.001497511	ふき	0.001501513	もヨ	0.001420889	まほ	0.001753899	たの	0.001269366	もお	0.001272878
てか	0.00164375	あふ	0.00151018	ノほ	0.001234331	がた	0.001419107	ミに	0.001501513	よる	0.001420889	よび	0.001753899	ぢな	0.001269366	トを	0.001193817
ねか	0.00164375	がし	0.00151018	ひあ	0.001234331	がの	0.001419107	もね	0.001501513	エつ	0.001342387	るく	0.001753899	トつ	0.001269366	わビ	0.001193817
ひだ	0.00164375	ケド	0.00151018	べノ	0.001234331	こに	0.001419107	くき	0.0014229	きせ	0.001342387	をさ	0.001753899	なち	0.001269366	ゑま	0.001193817
めら	0.00164375	いし	0.001431113	わか	0.001234331	ソノ	0.001419107	ノミ	0.0014229	なぐ	0.001342387	ひま	0.001674537	ぶき	0.001269366	うる	0.001114757
やら	0.00164375	ぎノ	0.001431113	ゑや	0.001234331	まし	0.001419107	もき	0.0014229	ヒを	0.001342387	ゆら	0.001674537	まぶ	0.001269366	とも	0.001114757
ぐふ	0.001565847	なを	0.001431113	かて	0.001157665	あわ	0.001340703	をト	0.0014229	メド	0.001342387	こド	0.001595175	ゆな	0.001269366	なひ	0.001114757
こみ	0.001565847	はに	0.001431113	ざら	0.001157665	きき	0.001340703	をみ	0.0014229	もで	0.001342387	てを	0.001595175	るま	0.001269366	にて	0.001114757
ノヨ	0.001565847	ふち	0.001431113	なが	0.001157665	ノら	0.001340703	いり	0.001344287	だに	0.001263885	れノ	0.001595175	ゑし	0.001269366	ぬを	0.001114757
ふぢ	0.001565847	ヨソ	0.001431113	なト	0.001157665	やノ	0.001340703	てば	0.001344287	つも	0.001263885	かま	0.001515813	ゑに	0.001269366	ひわ	0.001114757
ほや	0.001565847	ぎつ	0.001352046	ばコ	0.001157665	きづ	0.0012623	トコ	0.001344287	てし	0.001263885	しか	0.001515813	しづ	0.001190523	やむ	0.001114757
みら	0.001565847	さし	0.001352046	だく	0.001080998	しゲ	0.0012623	らな	0.001344287	なに	0.001263885	ふか	0.001515813	てら	0.001190523	うベ	0.001035696
をい	0.001565847	しふ	0.001352046	ゑに	0.001080998	しに	0.0012623	しみ	0.001265674	ふみ	0.001263885	やは	0.001515813	なな	0.001190523	くだ	0.001035696
がさ	0.001487945	ちド	0.001352046	くず	0.001004332	めし	0.0012623	てド	0.001265674	わか	0.001263885	らふ	0.001515813	ふふ	0.001190523	くト	0.001035696
くわ	0.001487945	ひこ	0.001352046	さぶ	0.001004332	りお	0.0012623	はれ	0.001265674	おち	0.001185383	れな	0.001515813	ほし	0.001190523	けド	0.001035696
ソに	0.001487945	よみ	0.001352046	じか	0.001004332	をみ	0.0012623	へに	0.001265674	ケだ	0.001185383	がメ	0.001436451	ヨも	0.001190523	てき	0.001035696
たゆ	0.001487945	あゆ	0.001272979	ちノ	0.001004332	しふ	0.001183896	はく	0.00118706	だひ	0.001185383	ケば	0.001436451	らぬ	0.001190523	はぬ	0.001035696
ふに	0.001487945	ささ	0.001272979	ノね	0.001004332	ぜに	0.001183896	びて	0.00118706	はヨ	0.001185383	ちノ	0.001436451	るよ	0.001190523	もや	0.001035696
むこ	0.001487945	てぬ	0.001272979	はぢ	0.001004332	にこ	0.001183896	ひぬ	0.00118706	ひや	0.001185383	なゐ	0.001436451	をゾ	0.001190523	ヨく	0.001035696
ゆメ	0.001487945	てれ	0.001272979	ひを	0.001004332	ぶれ	0.001183896	メし	0.00118706	ヘか	0.001185383	ヨく	0.001436451	かむ	0.001111681	るぎ	0.001035696
るた	0.001487945	まね	0.001272979	ませ	0.001004332	メか	0.001183896	をあ	0.00118706	はを	0.001106881	らさ	0.001436451	さケ	0.001111681	かば	0.000956635
きへ	0.001410042	いさ	0.001193912	メコ	0.001004332	るる	0.001183896	うち	0.001108447	ひに	0.001106881	あが	0.001357089	トや	0.001111681	ゲか	0.000956635
